unitid,form_ic,stat_ic,stat_pte,prch_ic,idx_ic,imp_ic,cyactive,"closedat","instnm","addr","city","stabbr","zip","countynm",cntygeo,fips,obereg,"chfnm","chftitle","gentele","fintele","admtele","ein","duns","opeid",opeflag,refu_ic,src_ic,edit_ic,"date_ic",sector,iclevel,control,affil,hloffer,ugoffer,groffer,fpoffer,hdegoffr,pctmin1,pctmin2,pctmin3,pctmin4,hbcu,hospital,medical,tribal,carnegie,locale,"act",newid,deathyr
"102359","1","1","1","-2","-2","-2","1","-2","TROY STATE UNIVERSITY-MONTGOMERY","231 MONTGOMERY ST","MONTGOMERY","AL","361034419","MONTGOMERY","101","1","5","GLENDA M CURRY","PRESIDENT","3342419506","3342419520","3342419508","636001102","159135334","00104900","1","-2","4","1","12301998","1","1","1","1","8","1","1","2","20","37","0","1","1","2","2","2","2","21","2","A","-2","-2"
"102368","1","1","1","1","102368","-2","1","-2","TROY STATE UNIVERSITY-MAIN CAMPUS","UNIVERSITY AVE","TROY","AL","36082","PIKE","109","1","5","JACK HAWKINS JR","CHANCELLOR","3346703000","3346703186","3346703179","-1","072090939","00104700","1","-2","4","1","12301998","1","1","1","1","8","1","1","2","20","23","1","1","1","2","2","2","2","21","6","A","-2","-2"
"102377","1","1","1","-2","-2","-2","1","-2","TUSKEGEE UNIVERSITY","","TUSKEGEE","AL","36088","MACON","87","1","5","BENJAMIN F PAYTON","PRESIDENT","3347278011","3347278212","3347278580","-1","128214178","00105000","1","-2","4","2","06211999","2","1","2","3","9","1","1","1","11","91","2","1","1","1","2","1","2","21","6","A","-2","-2"
"102395","1","1","1","-2","-2","-2","1","-2","UNITED STATES SPORTS ACADEMY","ONE ACADEMY DR","DAPHNE","AL","36526","BALDWIN","3","1","5","THOMAS P ROSANDICH","PRESIDENT CEO","3346263303","3346263303","3346263303","630771624","120903380","02170600","1","-2","4","2","11161998","2","1","2","3","9","2","1","2","10","8","0","2","5","2","2","2","2","59","4","A","-2","-2"
"102410","1","1","1","-2","-2","-2","1","-2","BEVILL STATE COMMUNITY COLLEGE-WALKER COLLEGE CAMP","1411 INDIANA AVE","JASPER","AL","35501","WALKER","127","1","5","HAROLD WADE","PRESIDENT","2053870511","2053870511","2053870511","631104513","-3","00573305","1","-2","4","1","02231999","4","2","1","1","3","1","2","2","40","14","0","0","0","2","2","2","2","40","6","A","-2","-2"
"102711","1","1","1","-2","-2","-2","1","-2","ALASKA VOCATIONAL TECHNICAL CENTER","809 SECOND AVE","SEWARD","AK","99664","-1","122","2","8","FRED ESPOSITO","DIRECTOR","9072243322","9072243322","9072243322","926001185","120327366","03160300","1","-2","4","1","11231998","7","3","1","1","2","1","2","2","0","1","34","2","1","2","2","2","2","-2","6","A","-2","-2"
"102845","1","1","1","-2","-2","-2","1","-2","CHARTER COLLEGE","2221 E NORTHERN LIGHTS BLVD STE 120","ANCHORAGE","AK","99508","-1","20","2","8","MILTON BYRD","PRESIDENT","9072771000","9072771000","9072771000","920105865","131469280","02576900","1","-2","4","1","11231998","6","2","3","2","3","1","2","2","40","10","12","5","3","2","2","2","2","-2","2","A","-2","-2"
"102906","1","3","4","-2","-2","1","1","-2","COVENANT LIFE COLLEGE","BOX 1329","HAINES","AK","99827","-1","231","2","8","TOM ROWE JR","ADMINISTRATIVE VICE PRESIDENT","9077675520","-1","9077675520","920090102","-3","-2","6","-2","-2","-2","-2","2","1","2","6","5","1","2","2","30","-3","-3","-3","-3","2","2","2","2","-2","7","A","-2","-2"
"102915","1","3","4","-2","-2","1","1","-2","ELMENDORF AERO CLUB","PO BOX 292","ELMENDORF AFB","AK","99506","-1","20","2","8","RICHARD HORSTMANN","MANAGER","9077534167","9077534167","9077534167","-1","-3","-2","6","-2","-2","-2","-2","7","3","1","1","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","2","A","-2","-2"
"102960","1","1","1","-2","-2","-2","1","-2","FAR NORTH BIBLE COLLEGE","PO BOX 20-0408","ANCHORAGE","AK","995200408","ANCHORAGE","20","2","8","TERRY WHITTLESEY","PRESIDENT","9072767851","9072767851","9072767851","-1","-3","-2","6","-2","4","1","01151999","5","2","2","6","4","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","2","A","-2","-2"
"103024","3","1","1","-2","-2","-2","1","-2","AHEAD OF TIME","3801 OLD SEWARD HWY STE 8","ANCHORAGE","AK","99503","-1","20","2","8","JERRI JESSOP-POTESTE","OWNER","9075622372","9075611310","9075611310","920121580","-3","-2","6","-2","4","1","02171999","9","3","3","2","2","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","2","A","-2","-2"
"103194","3","3","4","-2","-2","1","1","-2","MILA INC","3330 ARTIC BLVD STE 201","ANCHORAGE","AK","99503","-1","20","2","8","MARY E SHIELDS","GENERAL MANAGER","9075626452","9075626452","9075626452","-1","-3","-2","6","-2","-2","-2","-2","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","2","A","-2","-2"
"103246","3","1","1","-2","-2","-2","1","-2","NEW CONCEPTS BEAUTY SCHOOL INC","3677 COLLEGE RD STE 4","FAIRBANKS","AK","99709","-1","90","2","8","SALLY S EDDINGS","PRESIDENT","9074524684","9074524684","9074524684","920122605","184172799","02583300","1","-2","4","1","11191998","9","3","3","2","2","1","2","2","0","30","9","4","0","2","2","2","2","-2","7","A","-2","-2"
"103255","3","3","4","-2","-2","1","1","-2","NEW FRONTIER VOCATIONAL TECHNICAL CENTER INC","35270 K BEACH RD STE 37B","SOLDOTNA","AK","99669","KENAI PENINSULA","122","2","8","JUDI WALGENBACH","DIRECTOR","9072629055","9072629055","9072629055","-1","-3","-2","6","-2","-2","-2","-2","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","6","A","-2","-2"
"103723","1","1","1","-2","-2","-2","1","-2","AL COLLINS GRAPHIC DESIGN SCHOOL","1140 S PRIEST RD","TEMPE","AZ","85281","MARICOPA","13","4","6","RALPH VIEAU","PRESIDENT","6029663000","6029663000","6029663000","860752105","037607066","02174900","1","-2","4","1","01261999","3","1","3","2","5","1","2","2","30","7","5","4","18","2","2","2","2","40","2","A","-2","-2"
"103732","3","1","1","-2","-2","-2","1","-2","ALLURE CAREER COLLEGE OF BEAUTY","7730 E MCDOWELL","SCOTTSDALE","AZ","85257","MARICOPA","13","4","6","JOHN PUHALA","PRESIDENT","6029497557","6029497557","6029497557","860642628","790991517","01293700","1","-2","4","1","11191998","9","3","3","2","2","1","2","2","0","0","1","2","2","2","2","2","2","-2","2","A","-2","-2"
"103741","3","1","1","-2","-2","-2","1","-2","ALLURE CAREER COLLEGE OF BEAUTY","3210 E SPEEDWAY BLVD","TUCSON","AZ","85716","PIMA","19","4","6","JOHN PUHALA","PRESIDENT","6023276544","6023276544","6023276544","860642628","081694432","00886500","1","-2","4","1","11191998","9","3","3","2","2","1","2","2","0","3","1","1","14","2","2","2","2","-2","1","A","-2","-2"
"103778","1","1","1","-2","-2","-2","1","-2","AMERICAN GRADUATE SCHOOL OF INTERNATIONAL MGT","15249 N 59TH AVE","GLENDALE","AZ","85306","MARICOPA","13","4","6","ROY HERBERGER JR","PRESIDENT","6029787011","6029787131","6029787210","860105586","063283154","00107000","1","-2","4","2","11161998","2","1","2","3","7","2","1","2","20","1","0","3","4","2","2","2","2","55","3","A","-2","-2"
"103787","1","1","1","-2","-2","-2","1","-2","AMERICAN INDIAN COLL OF THE ASSEMBLIES OF GOD INC","10020 N 15TH AVE","PHOENIX","AZ","85021","MARICOPA","13","4","6","JIM H LOPEZ","INTERIM PRESIDENT","6029443335","6029443335","6029443335","860200899","080670136","02199900","1","-2","4","1","02221999","2","1","2","6","5","1","2","2","30","3","66","0","14","2","2","2","2","51","1","A","-2","-2"
"103811","3","1","1","-2","-2","-2","1","-2","AMERICAN INSTITUTE OF TECHNOLOGY","440 S 54TH AVE","PHOENIX","AZ","85043","MARICOPA","13","4","6","R. WADE MURPHREE","PRESIDENT","6022332222","6022332222","6022332222","860608859","018706663","02317800","1","-2","4","2","12071998","9","3","3","2","1","1","2","2","0","7","1","0","11","2","2","2","2","-2","1","A","-2","-2"
"103893","1","1","1","-2","-2","-2","1","-2","APOLLO COLLEGE-PHOENIX INC","8503 N 27TH AVE","PHOENIX","AZ","85051","MARICOPA","13","4","6","MARK ANDERSON","DIRECTOR","6024331333","6024331333","6028641571","860316487","618612394","02100600","1","-2","4","2","11231998","6","2","3","2","3","1","2","2","40","5","7","1","20","2","2","2","2","-2","1","A","-2","-2"
"103909","1","1","1","-2","-2","-2","1","-2","APOLLO COLLEGE-TRI CITY INC","630 W SOUTHERN AVE","MESA","AZ","85210","MARICOPA","13","4","6","MARTIN RICHARDS","DIRECTOR","6024331333","6024331333","6028316585","860498129","-3","02100611","1","-2","4","2","11231998","6","2","3","2","3","1","2","2","40","-3","-3","-3","-3","2","2","2","2","-2","1","A","-2","-2"
"103927","1","1","1","-2","-2","-2","1","-2","APOLLO COLLEGE","3870 N ORACLE RD","TUCSON","AZ","85705","PIMA","19","4","6","JENELL MCKINNEY","DIRECTOR","6024331333","6024331333","6028885885","860498134","-3","02100607","1","-2","4","2","11231998","6","2","3","2","3","1","2","2","40","-3","-3","-3","-3","2","2","2","2","-2","1","A","-2","-2"
"104249","3","3","4","-2","-2","1","1","-2","NORTHWESTERN SCHOOL OF REAL ESTATE","2960 SILVER CRK RD STE 1","BULLHEAD CITY","AZ","86442","MOHAVE","15","4","6","REX R DENHAM","OWNER","5207586922","5207586922","5207586922","-1","-3","-2","6","-2","-2","-2","-2","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","3","A","-2","-2"
"104267","3","3","4","-2","-2","1","1","-2","BRODSKY SCHOOL OF REAL ESTATE","720 S CRAYCROFT","TUCSON","AZ","85711","PIMA","19","4","6","FRED BRODSKY","DIRECTOR","6027471485","-1","6027471485","-1","-3","-2","6","-2","-2","-2","-2","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","1","A","-2","-2"
"104276","3","3","4","-2","-2","1","1","-2","BUD CRAWLEY REAL ESTATE SCHOOL","5251 N 16TH ST STE 250","PHOENIX","AZ","85016","MARICOPA","13","4","6","BUD CRAWLEY","OWNER DIRECTOR","6022630090","-1","-1","860617671","-3","-2","6","-2","-2","-2","-2","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","1","A","-2","-2"
"104294","3","1","1","-2","-2","-2","1","-2","SCOTT COLE ACADEMY","7201 E CAMELBACK STE 100","SCOTTSDALE","AZ","85251","MARICOPA","13","4","6","ROBERT A SMITH","CHIEF EXECUTIVE OFFICER","6029944222","6029452088","6029452088","860794977","148955735","02561900","1","-2","4","1","11181998","9","3","3","2","2","1","2","2","0","2","2","0","12","2","2","2","2","-2","2","A","-2","-2"
"104346","1","1","1","-2","-2","-2","1","-2","CENTRAL ARIZONA COLLEGE","8470 N OVERFIELD RD","COOLIDGE","AZ","852289778","PINAL","21","4","6","JOHN J KLEIN","PRESIDENT","5204264444","5204264425","5204264260","860180838","074457169","00728300","1","-2","4","2","12071998","4","2","1","1","4","1","2","2","40","4","5","1","25","2","2","2","2","40","3","A","-2","-2"
"104355","3","1","1","-2","-2","-2","1","-2","CHANDLER AIR SERVICE","1675 E RYAN RD","CHANDLER","AZ","85249","MARICOPA","13","4","6","JOHN H WALKUP","PRESIDENT","6029636420","-1","-1","860319242","-3","-2","6","-2","4","1","11191998","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","3","A","-2","-2"
"104364","1","1","1","-2","-2","-2","1","-2","CHAPARRAL CAREER COLLEGE","4585 E SPEEDWAY BLVD STE 204","TUCSON","AZ","85712","PIMA","19","4","6","SCOTT RHUDE","PRESIDENT","5203276866","5203276866","5203276866","860264601","088311618","00945100","1","-2","4","1","01261999","3","1","3","2","5","1","2","2","30","5","16","0","36","2","2","2","2","40","1","A","-2","-2"
"104382","1","3","4","-2","-2","1","1","-2","COOK COLLEGE AND THEOLOGICAL SCHOOL","708 S LINDON LN","TEMPE","AZ","85281","MARICOPA","13","4","6","JOSEPH A DUDLEY","PRESIDENT","6029689354","6029689354","6029689354","-1","-3","-2","6","-2","-2","-2","-2","5","2","2","6","3","1","2","2","40","-3","-3","-3","-3","2","2","2","2","-2","2","A","-2","-2"
"104391","3","1","1","-2","-2","-2","1","-2","CHARLES OF ITALY BEAUTY COLLEGE","1987 MCCULLOCH BLVD","LAKE HAVASU CITY","AZ","86403","MOHAVE","15","4","6","CHARLES BARTOLOMEO","OWNER","5204536666","5204536666","5204536666","860409030","025073123","02280500","1","-2","4","1","01111999","9","3","3","2","2","1","2","2","0","0","0","0","0","2","2","2","2","-2","3","A","-2","-2"
"104665","1","3","4","-2","-2","1","1","-2","FRANK LLOYD WRIGHT SCHOOL OF ARCHITECTURE","TALIESIN W 12621 N FRANK LLOYD WRIGHT BLVD","SCOTTSDALE","AZ","85259","MARICOPA","13","4","6","E THOMAS CASEY","VICE PRESIDENT FOR EDUCATION","6028602700","6028602700","6028602700","-1","-3","02533200","5","-2","-2","-2","-2","2","1","2","3","7","1","1","2","20","-3","-3","-3","-3","2","2","2","2","56","2","A","-2","-2"
"104708","1","1","1","-2","-2","-2","1","-2","GLENDALE COMMUNITY COLLEGE","6000 W OLIVE AVE","GLENDALE","AZ","85302","MARICOPA","13","4","6","TESSA POLLACK","PRESIDENT","6024353000","6024353366","6024353300","860185552","130068828","00107600","1","-2","4","1","01141999","4","2","1","1","3","1","2","2","40","4","2","4","14","2","2","2","2","40","3","A","-2","-2"
"104717","1","1","1","-2","-2","-2","1","-2","GRAND CANYON UNIVERSITY","3300 W CAMELBACK RD","PHOENIX","AZ","85017","MARICOPA","13","4","6","BILL WILLIAMS","PRESIDENT","6022493300","6025892885","6025892855","-1","074450750","00107400","1","-2","4","1","11161998","2","1","2","6","7","1","1","2","20","3","2","2","6","2","2","2","2","32","1","A","-2","-2"
"104762","3","3","4","-2","-2","1","1","-2","HAIRSTYLISTS BARBER COLLEGE","7611 W THOMAS","PHOENIX","AZ","85033","-1","13","4","6","WILLIAM WELSCH","OWNER","6029318105","-1","-1","-1","-3","-2","6","-2","-2","-2","-2","9","3","3","2","2","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","1","A","-2","-2"
"104805","1","1","1","-2","-2","-2","1","-2","HIGH-TECH INSTITUTE","1515 E INDIAN SCHOOL RD","PHOENIX","AZ","85014","MARICOPA","13","4","6","DENNIS POBIAK","PRESIDENT","6022799700","6022799700","6022799700","860434628","021657622","02263100","1","-2","4","1","12071998","6","2","3","2","3","1","2","2","40","6","7","2","32","2","2","2","2","40","1","A","-2","-2"
"104869","3","1","1","-2","-2","-2","1","-2","ACADEMY OF NAIL TECHNOLOGY","10171 N 19TH AVE STE 6","PHOENIX","AZ","85021","MARICOPA COUNTY","13","4","6","LOUISE MILLER","PRESIDENT","6023718833","-1","-1","-1","-3","-2","6","-2","4","1","11191998","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","1","A","-2","-2"
"104911","3","1","1","-2","-2","-2","1","-2","INTERNATIONAL ACADEMY OF HAIR DESIGN","4415 N RURAL RD 2","TEMPE","AZ","85282","MARICOPA","13","4","6","CARYL ANN JOHNSON","DIRECTOR","6028209422","6028209422","6028209422","860445130","086495876","01218400","1","-2","4","1","02211999","9","3","3","2","2","1","2","2","0","22","1","5","19","2","2","2","2","-2","2","A","-2","-2"
"104920","3","3","4","-2","-2","1","1","-2","AMERICAN BARTENDERS SCHOOL","2108 E THOMAS STE 100","PHOENIX","AZ","85016","MARICOPA","13","4","6","MARK COHN","PRESIDENT","6029573770","-1","6029573770","-1","-3","-2","6","-2","-2","-2","-2","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","1","A","-2","-2"
"104948","3","3","4","-2","-2","1","1","-2","JOHN CASABLANCAS","7426 E STETSON AVE STE 220","SCOTTSDALE","AZ","85251","MARICOPA","13","4","6","MARCIA FINE","PRESIDENT","3148788282","6029414838","6029414838","-1","-3","-2","6","-2","-2","-2","-2","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","2","A","-2","-2"
"105172","1","1","1","-2","-2","-2","1","-2","ITT TECHNICAL INSTITUTE","4837 E MCDOWELL RD","PHOENIX","AZ","850084292","MARICOPA","13","4","6","MICHAEL M HENRY","DIRECTOR","6022310871","6022310871","6022522331","362061311","144567260","02065200","1","-2","4","1","11161998","3","1","3","2","5","1","2","2","30","6","3","1","16","2","2","2","2","40","1","A","-2","-2"
"105206","1","1","1","-2","-2","-2","1","-2","MOHAVE COMMUNITY COLLEGE","1971 JAGERSON AVE","KINGMAN","AZ","86401","MOHAVE","15","4","6","MICHAEL L TACHA","PRESIDENT","5207574331","5207570810","5207570847","080287804","070259874","01186400","1","-2","4","1","03041999","4","2","1","1","3","1","2","2","40","1","3","1","7","2","2","2","2","40","3","A","-2","-2"
"105215","3","1","1","-2","-2","-2","1","-2","CLINTON TECHNICAL INSTITUTE-MOTORCYCLE MECH DIV","2844 W DEER VALLEY RD","PHOENIX","AZ","85027","MARICOPA","13","4","6","BRYAN FISHKIND","SCHOOL DIRECTOR","6028699644","6028699644","6028699644","860329466","072430499","02100500","1","-2","4","1","01111999","9","3","3","2","2","1","2","2","0","1","2","2","6","2","2","2","2","-2","1","A","-2","-2"
"105242","3","1","1","-2","-2","-2","1","-2","MUNDUS INSTITUTE","4745 N 7TH ST STE 100","PHOENIX","AZ","85014","MARICOPA","13","4","6","MIRIE RUGGIERI","PRESIDENT","6022488548","6022488548","6022488548","860881332","604650374","03004700","1","-2","4","2","11191998","9","3","3","2","2","1","2","2","0","3","7","1","5","2","2","2","2","-2","1","A","-2","-2"
"105297","1","1","1","-2","-2","-2","1","-2","DIN-E COLLEGE","","TSAILE","AZ","86556","APACHE","1","4","6","TOMMY LEWIS","PRESIDENT","5207246600","5207246737","5207246630","860215931","946701646","00824600","1","-2","4","1","01151999","4","2","1","1","3","1","2","2","40","1","92","0","1","2","2","2","1","60","7","A","-2","-2"
"105303","3","1","1","-2","-2","-2","1","-2","NEW VISIONS MODELING-TALENT CENTER","BOX 372","PRESCOTT","AZ","86302","YAVAPAI","25","4","6","JOHNA FORQUER","DIRECTOR","5204453382","5204453382","5204453382","-1","-3","-2","6","-2","4","1","05251999","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","5","A","-2","-2"
"105312","3","3","4","-2","-2","1","1","-2","NORTH AIRE INC","6500 MACCURDY DR STE 7 ERNEST A LOVE FIELD","PRESCOTT","AZ","86301","YAVAPAI","25","4","6","GLADYS MORRISON","PRESIDENT","5204458320","5204458320","5204458320","860286527","-3","-2","6","-2","-2","-2","-2","9","3","3","2","2","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","5","A","-2","-2"
"105330","1","1","1","-2","-2","-2","1","-2","NORTHERN ARIZONA UNIVERSITY","BOX 4132","FLAGSTAFF","AZ","86011","COCONINO","5","4","6","CLARA LOVETT","PRESIDENT","5205239011","5205234951","5205235511","690860151","174187468","00108200","1","-2","4","1","01261999","1","1","1","1","9","1","1","2","10","2","6","2","9","2","2","2","2","13","5","A","-2","-2"
"105349","1","1","1","-2","-2","-2","1","-2","NORTHLAND PIONEER COLLEGE","103 FIRST AVE","HOLBROOK","AZ","86025","NAVAJO","17","4","6","GARY L PASSER","PRESIDENT","5205246111","5205247471","5205247450","860277526","879294478","01186200","1","-2","4","1","11231998","4","2","1","1","3","1","2","2","40","1","28","1","8","2","2","2","2","40","6","A","-2","-2"
"217651","1","3","4","-2","-2","1","1","-2","ANDERSON AREA MEDICAL CENTER SCHOOL OF RAD TECHN","800 N FANT ST","ANDERSON","SC","29621","-1","7","45","5","-1","-1","8032611249","-1","8032611249","-1","-3","00597400","5","-2","-2","-2","-2","5","2","2","3","4","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","2","A","-2","-2"
"217688","1","1","1","-2","-2","-2","1","-2","CHARLESTON SOUTHERN UNIVERSITY","9200 UNIVERSITY BLVD","CHARLESTON","SC","29406","CHARLESTON","19","45","5","JAIRY C HUNTER JR","PRESIDENT","8438637000","8438638034","8438637050","570474291","073714289","00341900","1","-2","4","2","02181999","2","1","2","6","7","1","1","2","20","23","0","1","1","2","2","2","2","22","2","A","-2","-2"
"217697","1","1","1","-2","-2","-2","1","-2","PALMETTO BAPTIST MEDICAL CENTER SCHOOL OF MED TECH","TAYLOR AT MARION ST","COLUMBIA","SC","29220","RICHLAND","79","45","5","MARTY BRIDGES","PRESIDENT CHIEF EXECUTIVE OFFI","8037715014","-1","8037715014","570339444","-3","-2","6","-2","4","2","02181999","2","1","2","3","6","2","1","2","0","-3","-3","-3","-3","2","2","2","2","-2","2","A","-2","-2"
"217712","1","1","1","-2","-2","-2","1","-2","TECHNICAL COLLEGE OF THE LOWCOUNTRY","921 RIBAUT RD","BEAUFORT","SC","29901","BEAUFORT","13","45","5","ANNE S MCNUTT","PRESIDENT","8035258324","8035258203","8035258207","570781070","073712325","00991000","1","-2","4","1","03041999","4","2","1","1","3","1","2","2","40","36","1","1","2","2","2","2","2","40","6","A","-2","-2"
"217721","1","1","1","-2","-2","-2","1","-2","BENEDICT COLLEGE","1600 HARDEN ST","COLUMBIA","SC","29204","RICHLAND","79","45","5","DAVID H SWINTON","PRESIDENT","8032564220","8032535105","8032535143","-1","073727943","00342000","1","-2","4","1","12111998","2","1","2","6","5","1","2","2","30","99","0","0","0","1","2","2","2","32","2","A","-2","-2"
"217730","3","3","4","-2","-2","1","1","-2","BETTY STEVENS COSMETOLOGY INSTITUTE","301 RAINBOW DR","FLORENCE","SC","29502","FLORENCE","41","45","5","ELIZABETH HUMPHRIES","DIRECTOR","8036694451","8036694451","8036694451","570512937","-3","-2","6","-2","-2","-2","-2","9","3","3","2","2","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","2","A","-2","-2"
"217749","1","1","1","-2","-2","-2","1","-2","BOB JONES UNIVERSITY","","GREENVILLE","SC","29614","GREENVILLE","45","45","5","PHILIP SMITH","PROVOST","8642425100","8642425100","8642425100","570360095","-3","00342100","5","-2","4","1","02181999","2","1","2","6","9","1","1","1","11","-3","-3","-3","-3","2","2","2","2","-2","2","A","-2","-2"
"217758","3","1","1","-2","-2","-2","1","-2","ADVANCE BEAUTY COLLEGE","180 HALL ST","SPARTANBURG","SC","29302","SPARTANBURG","83","45","5","ROBERT L PEARSON","OWNER","8645855293","-1","8645855293","-1","826943649","02588300","1","-2","4","1","12101998","9","3","3","2","2","1","2","2","0","17","0","0","0","2","2","2","2","-2","2","A","-2","-2"
"217776","1","1","1","-2","-2","-2","1","-2","SOUTHERN WESLEYAN UNIVERSITY","WESLEYAN DR","CENTRAL","SC","29630","PICKENS","77","45","5","DAVID SPITTAL","PRESIDENT","8646392453","8646392453","8646392453","570324936","073732000","00342200","1","-2","4","1","02181999","2","1","2","6","7","1","1","2","20","20","0","0","1","2","2","2","2","32","7","A","-2","-2"
"217794","3","1","1","-2","-2","-2","1","-2","CHARLESTON COSMETOLOGY INSTITUTE","8484 DORCHESTER RD","CHARLESTON","SC","29420","DORCHESTER","35","45","5","JERRY POER","OWNER","8435523670","8435523670","8435523670","570872031","197437593","02356600","1","-2","4","1","12041998","9","3","3","2","2","1","2","2","0","41","1","0","0","2","2","2","2","-2","2","A","-2","-2"
"217819","1","1","1","-2","-2","-2","1","-2","COLLEGE OF CHARLESTON","66 GEORGE ST","CHARLESTON","SC","29424","CHARLESTON","19","45","5","ALEXANDER M SANDERS JR","PRESIDENT","8439535500","8439535540","8439535670","-1","073723322","00342800","1","-2","4","2","02181999","1","1","1","1","7","1","1","2","20","9","0","1","1","2","2","2","2","21","2","A","-2","-2"
"217828","3","3","4","-2","-2","1","1","-2","CHARZANNE BEAUTY COLLEGE","1549 HWY 72 E","GREENWOOD","SC","29646","GREENWOOD","47","45","5","MARTHA ROBERTS","OWNER","8642237321","8642237321","8642237321","570984550","092762889","02338600","1","-2","-2","-2","-2","9","3","3","2","2","1","2","2","0","63","0","0","0","2","2","2","2","-2","6","A","-2","-2"
"217837","1","1","1","-2","-2","-2","1","-2","CHESTERFIELD-MARLBORO TECHNICAL COLLEGE","1201 CHESTERFIELD HWY  DRAWER 1007","CHERAW","SC","29520","CHESTERFIELD","25","45","5","RONALD HAMPTON","PRESIDENT","8039216900","8039216939","8039216933","570510554","061291076","00760200","1","-2","4","1","01211999","4","2","1","1","3","1","2","2","40","39","1","0","0","2","2","2","2","40","6","A","-2","-2"
"217864","1","1","1","-2","-2","-2","1","-2","CITADEL MILITARY COLLEGE OF SOUTH CAROLINA","171 MOULTRIE ST","CHARLESTON","SC","29409","CHARLESTON","19","45","5","JOHN S GRINALDS","MAJOR GENERAL PRESIDENT","8439531003","8439535187","8439535230","-1","077991289","00342300","1","-2","4","1","12111998","1","1","1","1","8","1","1","2","20","12","0","1","1","2","2","2","2","21","2","A","-2","-2"
"217873","1","1","1","-2","-2","-2","1","-2","CLAFLIN COLLEGE","700 COLLEGE AVE","ORANGEBURG","SC","29115","ORANGEBURG","75","45","5","HENRY N TISDALE","PRESIDENT","8035355097","8035355334","8035355339","570314374","073710378","00342400","1","-2","4","1","02181999","2","1","2","6","5","1","2","2","30","99","0","0","0","1","2","2","2","32","6","A","-2","-2"
"217882","1","1","1","-2","-2","-2","1","-2","CLEMSON UNIVERSITY","201 SIKES HALL","CLEMSON","SC","29634","-1","77","45","5","CONSTANTINE CURRIS","PRESIDENT","8646564636","8646562280","8646562287","576000254","042629816","00342500","1","-2","4","1","03041999","1","1","1","1","9","1","1","2","10","8","0","1","1","2","2","2","2","12","4","A","-2","-2"
"217891","1","3","4","-2","-2","1","1","-2","CLINTON JUNIOR COLLEGE","1029 CRAWFORD RD","ROCK HILL","SC","29730","YORK","91","45","5","S V MORELAND","PRESIDENT","8033277402","8033277402","8033275587","570387838","-3","00492300","5","-2","-2","-2","-2","5","2","2","6","3","1","2","2","40","-3","-3","-3","-3","1","2","2","2","-2","2","A","-2","-2"
"217907","1","1","1","-2","-2","-2","1","-2","COKER COLLEGE","300 E COLLEGE AVE","HARTSVILLE","SC","29550","DARLINGTON","31","45","5","JAMES DANIELS","PRESIDENT","8433838000","8433838055","8433838050","570324916","003339421","00342700","1","-2","4","1","01121999","2","1","2","3","5","1","2","2","30","31","0","0","2","2","2","2","2","32","6","A","-2","-2"
"217916","3","1","1","-2","-2","-2","1","-2","COLUMBIA BEAUTY SCHOOL","1824 AIRPORT BLVD","CAYCE","SC","29033","LEXINGTON","63","45","5","ROSA JACKSON","DIRECTOR OWNER","8037965252","8037965252","8037965252","570560970","077440048","02310300","1","-2","4","1","12101998","9","3","3","2","2","1","2","2","0","31","0","0","0","2","2","2","2","-2","4","A","-2","-2"
"217925","1","1","1","-2","-2","-2","1","-2","COLUMBIA INTERNATIONAL UNIVERSITY","7435 MONTICELLO RD","COLUMBIA","SC","29230","RICHLAND","79","45","5","JOHNNY V MILLER","PRESIDENT","8037544100","8037544100","8037544100","570352247","077440287","00342900","1","-2","4","1","02181999","2","1","2","3","9","1","1","1","11","6","0","2","0","2","2","2","2","51","2","A","-2","-2"
"217934","1","1","1","-2","-2","-2","1","-2","COLUMBIA COLLEGE","1301 COLUMBIA COLLEGE DR","COLUMBIA","SC","29203","RICHLAND","79","45","5","PHYLLIS BONANNO","PRESIDENT","8037863012","8037863644","8037863871","-1","073728503","00343000","1","-2","4","1","12111998","2","1","2","6","7","1","1","2","20","35","0","1","1","2","2","2","2","32","2","A","-2","-2"
