unitid,"instnm","city","stabbr",fips,obereg,fice,rstatus,imptype,parchild,idx,sector,iclevel,control,affil,hloffer,fpoffer,locale,pctmin1,pctmin2,pctmin3,pctmin4,hbcu,hospital,medical,tribal,carnegie,source,"opeid",opeind,hdegoffr,ncesedit,"formrt",cntygeo,resplast,respstat,"addr","zip","countynm",congdist,"gentele","fintele","admtele","ein","chfnm","chftitle"
"208488","CONCORDIA UNIVERSITY","PORTLAND","OR","41","8","3191","1","","","","2","1","2","6","7","","1","4","0","2","2","","","","","32","4","00319100","1","20","1","IC1","51","1","1","2811 NE HOLMAN","97211","MULTNOMAH","","5032889371","5032808514","5032808501","933905163","CHARLES SCHLIMPERT","PRESIDENT"
"208497","MCCAIN INSTITUTES","GRANTS PASS","OR","41","8","","1","","","","9","3","3","2","2","","6","","","","","","","","","","4","","","0","2","IC4","33","1","1","4315 LOWER RIVER RD","97526","JOSEPHINE","50","5414797855","","","546362457","NEIL M MCCAIN","OWNER"
"208503","COSMETOLOGY CAREERS UNLIMITED-PORTLAND","PORTLAND","OR","41","8","","1","9","","","9","3","3","2","2","","1","","","","","","","","","","6","","","0","1","IC4","51","3","1","2030 NE 42ND","97213","MULTNOMAH","","5032886937","2064250265","5032886937","911256088","JOHN CHILSON","OWNER"
"208512","COLLEGE OF LEGAL ARTS","PORTLAND","OR","41","8","","1","","","","6","2","3","2","4","","1","2","0","10","2","","","","","","4","02104900","1","0","1","IC1","51","1","1","527 SW HALL STE 308","97201","MULTNOMAH","1","5032235100","5032235100","5032235100","930694809","BILL ELLIS","PRESIDENT"
"208567","THE DALLES ACADEMY OF HAIR DESIGN","THE DALLES","OR","41","8","","4","2","","","6","2","3","2","4","","6","","","","","","","","","","","","","0","","IC4","65","1","3","415 E SECOND ST","97058","WASCO","2","5032964621","5032964621","5032964621","931119926","SUSAN STULTS","OWNER INSTRUCTOR"
"208594","DYNAMIC REAL ESTATE SCHOOL","SALEM","OR","41","8","","1","","","","9","3","3","2","1","","2","","","","","","","","","","4","","","0","1","IC4","47","1","1","1860 HAWTHORNE NE","97303","MARION","","5035813434","","5035813747","","DORA LEE ELDRED","BROKER ADMINIST"
"208600","EAGLE FLIGHT CENTER","HILLSBORO","OR","41","8","","1","","","","9","3","3","2","1","","3","","","","","","","","","","4","","","0","2","IC4","67","1","1","PORTLAND-HILLSBORO AIRPORT","97124","WASHINGTON","","5036487151","","","930735531","PAUL ETCHEMENDY","PRESIDENT"
"208628","EAST OREGON CENTER FOR PROFESSIONAL STUDIES","HERMISTON","OR","41","8","","1","9","","","9","3","3","2","1","","6","","","","","","","","","","6","","","0","1","IC4","59","1","1","600 E MAIN","97838","UMATILLA","","5035670674","","","","JO ANNE FLINK","DIRECTOR"
"208637","EAST WEST COLLEGE OF THE HEALING ARTS","PORTLAND","OR","41","8","","4","2","","","9","3","3","2","2","","1","1","1","0","1","","","","","","","03074500","9","0","","IC4","51","3","3","4531 SE BELMONT","97215","MULTNOMAH","","5032261137","5032261137","5032261137","931024535","JEFF SMITH DAVID SLAWSON","EXECUTIVE DIRECTOR PRESIDENT"
"208646","EASTERN OREGON UNIVERSITY","LA GRANDE","OR","41","8","3193","4","2","","","1","1","1","1","7","","6","1","2","2","4","","","","","32","","00319300","1","20","","IC1","61","1","3","1410 L AVE","97850","UNION","2","5419623672","5419623550","5419623393","936001786","DAVID GILBERT","PRESIDENT"
"208655","EDWARD WADSWORTH INSTITUTE FOR HAIR DESIGN","PORTLAND","OR","41","8","","1","","","","6","2","3","2","4","","1","20","1","9","4","","","","","","4","02201900","1","0","1","IC1","51","1","1","3301 NE SANDY BLVD","97232","MULTNOMAH","2","5032390838","5032390838","5032390838","930863479","MARION ERWIN","PRESIDENT"
"208664","ELLIOTT BOOKKEEPING SCHOOL","PORTLAND","OR","41","8","","4","1","","","9","3","3","2","1","","3","","","","","","","","","","6","","","0","1","IC4","67","1","1","1225 NW MURRAY RD STE 112","97229","WASHINGTON","","5036446451","","5036446451","","BRAD ELLIOTT","DIRECTOR"
"208673","EMMETT TRAVEL SCHOOL","PORTLAND","OR","41","8","","1","","","","9","3","3","2","1","","1","","","","","","","","","","4","","","0","1","IC4","67","1","1","10250 S W GREENBURG RD","972235494","MULTNOMAH","","5032937847","","5032937847","931114979","JOHN H EMMETT","PRESIDENT"
"208682","EMPIRE DATA ENTRY CENTER","EUGENE","OR","41","8","","1","","","","9","3","3","2","1","","2","","","","","","","","","","4","","","0","1","IC4","39","1","1","1075 HWY 99 N","97402","LANE","4","5414610040","5414610040","5414610040","930934817","ARLINE WILKENING","OWNER"
"208725","EUGENE BIBLE COLLEGE","EUGENE","OR","41","8","21597","1","","","","2","1","2","6","5","","2","2","1","2","3","","","","","51","4","02159700","1","30","1","IC1","39","1","1","2155 BAILEY HILL RD","97405","LANE","4","5414851780","5414851780","5414851780","936002614","ROBERT WHITLOW","PRESIDENT"
"208743","OREGON BUSINESS COLLEGE","EUGENE","OR","41","8","","1","","","","9","3","3","2","1","","2","","","","","","","","","","4","","","0","1","IC4","39","1","1","2300 OAKMONT WAY STE 106","97401","LANE","","5034840784","","5034840784","","PATRICIA P BERKELEY","PRESIDENT"
"208798","FRANKLIN INSTITUTE OF SALES","LAKE OSWEGO","OR","41","8","","1","9","","","9","3","3","2","1","","3","","","","","","","","","","6","","","0","1","IC4","5","1","1","1058 HEMLOCK","97034","CLACKAMAS","","5036999211","5036999211","5036999211","","J PALMER SMITH","PRESIDENT OWNER"
"208822","GEORGE FOX UNIVERSITY","NEWBERG","OR","41","8","3194","1","","","","2","1","2","6","9","1","3","1","1","3","2","","","","","32","4","00319400","1","11","2","IC1","71","1","1","414 N MERIDIAN ST","97132","YAMHILL","2","5035388383","5035542230","5035542240","930386839","THOMAS E JOHNSON","INTERIM PRESIDENT"
"208859","PHAGANS GRANTS PASS COLLEGE OF BEAUTY","GRANTS PASS","OR","41","8","","1","","","","6","2","3","2","4","","6","","","","","","","","","","4","03185300","1","0","1","IC1","33","1","1","226 SE H ST","97526","JOSEPHINE","","5414796678","5414796678","5414796678","931004685","KAREN DIECKMAN","OWNER"
"208956","INTERNATIONAL INSTITUTE OF TRANSPORTATION RESOURCE","CLACKAMAS","OR","41","8","","1","","","","9","3","3","2","1","","3","","","","","","","","","","6","02355600","9","0","1","IC4","5","3","1","15828 SE 114TH ST","97015","CLACKAMAS","","5036578225","5036578225","5036578225","","DAVID K RIGGINS","PRESIDENT"
"208965","ITT TECHNICAL INSTITUTE","PORTLAND","OR","41","8","11852","1","","","","3","1","3","2","5","","1","3","1","5","3","","","","","54","4","01185200","1","30","1","IC1","51","1","1","6035 NE 78TH CT","97218","MULTNOMAH","3","5032556500","5032556500","5032556500","362061311","JAMES HORNER","DIRECTOR"
"209038","LANE COMMUNITY COLLEGE","EUGENE","OR","41","8","3196","1","","","","4","2","1","1","3","","2","1","3","2","3","","","","","40","4","00319600","1","40","1","IC1","39","1","1","4000 E 30TH AVE","97405","LANE","4","5417474501","5417262205","5417262207","930546223","JERRY MOSKUS","PRESIDENT"
"209056","LEWIS AND CLARK COLLEGE","PORTLAND","OR","41","8","3197","1","","","","2","1","2","3","7","1","1","1","1","6","3","","","","","31","4","00319700","1","21","1","IC1","51","1","1","0615 S W PALATINE HILL RD","97219","MULTNOMAH","1","5037687680","5037687093","5037687042","930386858","MICHAEL J MOONEY","PRESIDENT"
"209065","LINFIELD COLLEGE","MCMINNVILLE","OR","41","8","3198","1","","","","2","1","2","6","7","","3","1","1","4","2","","","","","22","4","00319800","1","20","1","IC1","71","1","1","900 S BAKER","971286894","YAMHILL","17","5034342200","5034342225","5034342214","930391586","VIVIAN A BULL","PRESIDENT"
"209074","LINN-BENTON COMMUNITY COLLEGE","ALBANY","OR","41","8","6938","1","","","","4","2","1","1","4","","5","1","2","3","3","","","","","40","4","00693800","1","40","2","IC1","43","1","1","6500 SW PACIFIC BLVD","97321","LINN","5","5419174999","5419174850","5419174811","930561307","JON CARNAHAN","PRESIDENT"
"209108","MARYLHURST COLLEGE","MARYLHURST","OR","41","8","3199","1","","","","2","1","2","4","7","","9","1","1","1","2","","","","","22","4","00319900","1","20","1","IC1","65","1","1","","97036","CLACKAMAS","5","5036368141","5036996253","5036996268","930634049","NANCY WILGENBUSCH","PRESIDENT"
"209153","PHAGANS MEDFORD BEAUTY SCHOOL","MEDFORD","OR","41","8","","1","","","","6","2","3","2","4","","2","0","0","0","6","","","","","","4","01012200","1","0","1","IC1","29","1","1","2366 POPLAR DR","97504","JACKSON","4","5417726155","5417726155","5417726155","931004685","KAREN DIECKMAN","OWNER DIRECTOR"
"209205","MILWAUKIE BEAUTY SCHOOL","MILWAUKIE","OR","41","8","","1","","","","6","2","3","2","4","","3","2","0","25","5","","","","","","4","02101000","1","0","1","IC1","5","1","1","6128 SE KING RD","97222","INDEPENDENT CITY","10","5036592834","5036592834","5036592834","","MARY CRUCCHIOLA","DIRECTOR"
"209241","MOUNT ANGEL SEMINARY","MARION","OR","41","8","3203","1","","","","2","1","2","4","7","1","3","0","0","11","27","","","","","51","4","00320300","1","21","1","IC1","47","1","1","1 ABBEY DR","97373","MARION","5","5038453951","5038453951","5038453951","930386869","PATRICK BRENNAN","PRESIDENT RECTOR"
"209083","MAGEE BROTHERS BEAVERTON SCHOOL OF BEAUTY","BEAVERTON","OR","41","8","","1","","","","6","2","3","2","4","","3","0","0","3","3","","","","","","4","02553800","1","0","1","IC1","67","1","1","4500 SW WATSON ST","97005","WASHINGTON","1","5036463183","5036463183","5036463183","930581435","DARRELL CASON","DIRECTOR"
"209199","PREMIERS AMERICAN COLLEGE OF COMMERCE","PORTLAND","OR","41","8","","1","9","","","9","3","3","2","1","","1","","","","","","","","","","6","","","0","1","IC4","51","1","1","4501 N CHANNEL","972177649","MULTNOMAH","","5032861984","5032861984","5032861984","931143525","JOHN JEDDELOH","GENERAL MANAGER"
"209250","MT HOOD COMMUNITY COLLEGE","GRESHAM","OR","41","8","3204","1","","","","4","2","1","1","3","","3","2","1","6","3","","","","","40","4","00320400","1","40","1","IC1","51","1","1","26000 SE STARK ST","97030","MULTNOMAH","3","5036676422","5036677262","5036677344","930546890","JOEL VELA","PRESIDENT"
"209409","NORTHWEST CHRISTIAN COLLEGE","EUGENE","OR","41","8","3208","1","","","","2","1","2","6","7","","2","0","0","2","0","","","","","32","4","00320800","1","20","1","IC1","39","1","1","828 E 11TH AVE","974013727","LANE","4","5413431641","5416847217","5416847201","930433696","JAMES WOMACK","PRESIDENT"
"209445","OREGON UNIVERSITY SYSTEM","EUGENE","OR","41","8","9190","3","","","","0","1","1","1","9","1","2","","","","","","","","","","4","003210A1","2","11","1","IC1","39","1","1","PO BOX 3175","97403","LANE","4","5413465793","","","936001786","JOSEPH W COX","CHANCELLOR"
"209463","OREGON COLLEGE OF BEAUTY AND BARBERING","HERMISTON","OR","41","8","","1","","","","6","2","3","2","4","","6","6","0","0","19","","","","","","6","02247100","1","0","1","IC1","59","1","1","672 E MAIN","97838","UMITILLA","10","5035677040","5035677040","","930990337","SHARON K GRITZ","OWNER"
"209287","MULTNOMAH BIBLE COLLEGE AND BIBLICAL SEMINARY","PORTLAND","OR","41","8","","1","","","","2","1","2","3","7","1","1","1","1","4","2","","","","","51","4","00320600","1","21","1","IC1","51","1","1","8435 NE GLISAN ST","97220","MULTNOMAH","2","5032550332","5032550332","5032550332","930398802","DANIEL R LOCKWOOD","PRESIDENT"
"209296","NATIONAL COLLEGE OF NATUROPATHIC MEDICINE","PORTLAND","OR","41","8","25340","1","","","","2","1","2","3","","1","1","1","1","6","3","","","","","53","4","02534000","1","1","2","IC1","51","1","1","49 SW PORTER","97201","MULTNOMAH","3","5034994343","5034994343","5034994343","930461940","CLYDE B JENSEN","PRESIDENT"
"209348","NORTHWEST NANNIES INSTITUTE","LAKE OSWEGO","OR","41","8","","1","","","","9","3","3","2","2","","3","0","0","0","0","","","","","","4","02578800","1","0","1","IC3","5","1","1","11830 SW KERR PKY STE 100","97035","CLACKAMAS","3","5032455288","5032455288","5032455288","930866317","LINDA ROFFE","PRESIDENT"
"209472","OREGON GRADUATE INSTITUTE OF SCIENCE & TECHNOLOGY","BEAVERTON","OR","41","8","8856","1","","","","2","1","2","3","9","","3","0","0","21","1","","","","","54","4","00885600","1","10","1","IC1","67","1","1","20000 NW WALKER RD","97006","WASHINGTON","1","5036901121","5036901166","5036901027","936028602","PAUL E BRAGDON","PRESIDENT"
"209490","OREGON HEALTH SCIENCES UNIVERSITY","PORTLAND","OR","41","8","4882","1","","","","1","1","1","1","9","1","1","1","1","8","3","","1","1","","52","4","00488200","1","11","1","IC1","51","1","1","3181 SW SAM JACKSON PARK RD","97201","PORTLAND","1","5034947800","5034947800","5034947800","936001786","PETER KOHLER","PRESIDENT"
"209506","OREGON INSTITUTE OF TECHNOLOGY","KLAMATH FALLS","OR","41","8","3211","1","","","","1","1","1","1","7","","6","1","3","5","3","","","","","54","4","00321100","1","20","1","IC1","35","1","1","3201 CAMPUS DR","976018801","KLAMATH","2","5418851000","5418851280","5418851150","936001786","LAWRENCE J WOLF","PRESIDENT"
"209533","OREGON COLLEGE OF ART AND CRAFT","PORTLAND","OR","41","8","","1","","","","2","1","2","3","5","","1","0","2","5","0","","","","","","4","03007300","1","30","1","IC1","67","1","1","8245 SW BARNES RD","97225","WASHINGTON","1","5032975544","5032975544","5032975544","930391547","JOE WEDDING","PRESIDENT"
"209542","OREGON STATE UNIVERSITY","CORVALLIS","OR","41","8","3210","1","","","","1","1","1","1","9","1","5","1","1","7","3","","","1","","11","4","00321000","1","11","2","IC1","3","1","1","","97331","BENTON","5","5417370123","5417372241","5417374411","","PAUL G RISSER","PRESIDENT"
"209551","UNIVERSITY OF OREGON","EUGENE","OR","41","8","3223","1","","","","1","1","1","1","9","1","2","1","1","7","3","","","","","12","4","00322300","1","11","1","IC1","39","1","1","110 JOHNSON HALL","97403","LANE","4","5413463014","5413463221","5413463201","","DAVE FROHNMAYER","PRESIDENT"
"209603","PACIFIC NORTHWEST COLLEGE OF ART","PORTLAND","OR","41","8","3207","1","","","","2","1","2","3","5","","1","2","1","2","3","","","","","56","4","00320700","1","30","1","IC1","51","1","1","1219 S W PARK","97205","MULTNOMAH","1","5032264391","5032264391","5032260462","931139187","SALLY C LAWRENCE","PRESIDENT"
"209612","PACIFIC UNIVERSITY","FOREST GROVE","OR","41","8","3212","1","","","","2","1","2","6","9","1","3","0","1","10","2","","","","","22","4","00321200","1","11","1","IC1","67","1","1","2043 COLLEGE WAY","97116","WASHINGTON","1","5033576151","5033576151","5033576151","930386892","FAITH GABELNICK","PRESIDENT"
"209621","FLIGHT SHOP","BEND","OR","41","8","","1","","","","9","3","3","2","1","","6","","","","","","","","","","4","","","0","1","IC4","17","1","1","63132 POWELL BUTTE RD","97701","DESCHUTES","","5413880019","","","930845358","JACK STEWART","PRESIDENT"
"209649","PENDLETON COLLEGE OF HAIR DESIGN","PENDLETON","OR","41","8","","1","9","","","6","2","3","2","4","","6","","","","","","","","","","6","","","0","1","IC4","59","1","1","326 MAIN STREET","97801","UMATILLA","","5032760328","5032760328","5032760328","931009534","ROBERTA LEEN","OWNER"
"209667","PHAGANS BEAUTY COLLEGE","CORVALLIS","OR","41","8","","1","","","","6","2","3","2","4","","5","0","6","3","0","","","","","","4","01234800","1","0","1","IC1","3","1","1","142 S SECOND ST","97333","BENTON","5","5037536466","5037537770","5037536466","931004685","KAREN DIECKMAN","PRESIDENT"
"209676","PHAGANS CENTRAL OREGON BEAUTY COLLEGE","BEND","OR","41","8","","1","","","","6","2","3","2","4","","6","2","1","1","2","","","","","","4","01234700","1","0","1","IC1","17","1","1","355 NE 2ND","97701","DESCHUTES","2","5033826171","5033826171","5033826171","931004685","KAREN DIECKMAN","OWNER"
"209685","PHAGANS GATEWAY COLLEGE OF BEAUTY","PORTLAND","OR","41","8","","1","","","","6","2","3","2","4","","1","0","4","4","0","","","","","","4","01234900","1","0","1","IC1","51","1","1","11131 NE HALSEY","97220","MULTNOMAH","1","5036396107","5036845597","5032558581","930990429","JOHN OLSEN","GENERAL MANAGER"
"209694","PHAGANS SCHOOL OF BEAUTY","SALEM","OR","41","8","","1","","","","6","2","3","2","4","","2","5","0","3","0","","","","","","4","01235100","1","0","1","IC1","47","1","1","622 LANCASTER NE","97301","MARION","5","5033636800","5033636800","5033636800","931004685","KAREN DIECKMAN","OWNER PRESIDENT"
"209719","PHAGANS TIGARD BEAUTY SCHOOL","TIGARD","OR","41","8","","1","","","","6","2","3","2","4","","3","0","0","8","2","","","","","","4","01300800","1","0","1","IC1","67","1","1","8820 SW CENTER","97223","WASHINGTON","4","5036396107","5036845597","5036396107","930990429","JOHN OLSEN","GENERAL MANAGER"
"209737","PORTLAND BIBLE COLLEGE","PORTLAND","OR","41","8","","4","2","","","5","2","2","6","4","","1","9","2","3","4","","","","","","","","","40","","IC1","51","3","3","9201 NE FREMONT","97220","MULTNOMAH","","5032553540","5032552224","5032553540","","KENNETH MALMIN","DEAN"
"209746","PORTLAND COMMUNITY COLLEGE","PORTLAND","OR","41","8","3213","1","","","","4","2","1","1","4","","1","3","1","8","3","","","","","40","4","00321300","1","40","1","IC1","51","1","1","PO BOX 19000","972800990","MULTNOMAH","1","5032446111","5039774934","5039774519","930575187","DANIEL MORIARTY","PRESIDENT"
"209700","PHAGANS SCHOOL OF HAIR DESIGN","PORTLAND","OR","41","8","","1","","","","6","2","3","2","4","","3","0","0","3","0","","","","","","4","01235000","1","0","1","IC1","5","1","1","16550 SE MCLOUGHLIN","97267","CLACKAMAS","2","5036522668","5036522668","5036522668","931224134","BARBARA CLIMALDI","DIRECTOR"
"209791","PROFESSIONAL TRAINING INSTITUTE INC","PORTLAND","OR","41","8","","1","9","","","9","3","3","2","1","","1","","","","","","","","","","6","","","0","1","IC4","67","1","1","11959 SW GARDEN PL","97223","TIGARD","","5036241509","","","931071135","DON ZELEZNK","DIRECTOR"
"209807","PORTLAND STATE UNIVERSITY","PORTLAND","OR","41","8","3216","1","","","","1","1","1","1","9","","1","2","1","8","3","","","","","14","4","00321600","1","10","1","IC1","51","1","1","PO BOX 751","972070751","MULTNOMAH","1","5037254433","5037253461","5037253511","936001786","DANIEL O BERNSTINE","PRESIDENT"
"209825","UNIVERSITY OF PORTLAND","PORTLAND","OR","41","8","3224","1","","","","2","1","2","4","7","","1","1","0","5","2","","","","","21","4","00322400","1","20","1","IC1","51","1","1","5000 N WILLAMETTE BLVD","972035798","MULTNOMAH","3","5032837911","5032837311","5032837147","930401259","DAVID T TYSON","PRESIDENT"
"209861","AMERICA JEWELERS INSTITUTE","PORTLAND","OR","41","8","","1","9","","","9","3","3","2","1","","1","","","","","","","","","","6","","","0","1","IC4","51","1","1","11904 SE STARK","97216","MULTNOMAH","","5032554517","","5032554517","","JAMES CLARK","DIRECTOR"
"209870","REAL ESTATE SCHOOL OF EUGENE","EUGENE","OR","41","8","","1","","","","9","3","3","2","1","","2","","","","","","","","","","4","","","0","1","IC4","39","1","1","1142 WILLAGILLESPIE RD STE 34","97401","LANE","","5414856205","","5414856205","","LINDA FORBES","ADMINISTRATOR"
"209898","PROFESSIONAL TRAINERS OF OREGON INC","ROSEBURG","OR","41","8","","1","9","","","9","3","3","2","1","","6","","","","","","","","","","6","","","0","1","IC4","19","1","1","533 SE MAIN","97470","DOUGLAS","","5036729200","","5036729200","540466473","FRED EARWOOD","OWNER"
"209922","REED COLLEGE","PORTLAND","OR","41","8","3217","1","","","","2","1","2","3","7","","1","1","1","7","3","","","","","31","4","00321700","1","20","2","IC1","51","1","1","3203 SE WOODSTOCK BLVD","972028199","MULTNOMAH","3","5037711112","5037777223","5037777511","930386908","STEVEN S KOBLIK","PRESIDENT"
"209940","ROGUE COMMUNITY COLLEGE","GRANTS PASS","OR","41","8","10182","1","","","","4","2","1","1","4","","6","0","2","2","3","","","","","40","4","01018200","1","40","2","IC1","33","1","1","3345 REDWOOD HWY","97527","JOSEPHINE","4","5414713500","5414713508","5414713501","930591783","HARVEY BENNETT","PRESIDENT"
"209986","ROSEBURG BEAUTY COLLEGE","ROSEBURG","OR","41","8","","1","","","","6","2","3","2","4","","6","0","7","0","3","","","","","","4","02344100","1","0","1","IC1","19","1","1","700 SE STEPHENS ST","97470","DOUGLAS","4","5036735533","5036735533","5036735533","930494591","GENEVA PRUITT","DIRECTOR"
"210067","SKELTON BEAUTY ACADEMY","COOS BAY","OR","41","8","","1","","","","6","2","3","2","4","","6","","","","","","","","","","4","","","0","2","IC4","11","1","1","495 W CENTRAL AVE","97420","COOS","4","5412695186","5412695186","5412695186","930500104","MEREDITH HUGEL","MANAGER"
"210076","PIONEER PACIFIC COLLEGE","WILSONVILLE","OR","41","8","","1","","","","6","2","3","2","3","","3","0","0","0","6","","","","","","4","02330100","1","40","2","IC1","67","1","1","25195 SW PARKWAY AVE","97070","WASHINGTON","5","5036823903","5036823903","5036823903","930852811","RAYMOND C GAUTHIER","PRESIDENT"
"210100","SPRINGFIELD COLLEGE OF BEAUTY","SPRINGFIELD","OR","41","8","","1","","","","6","2","3","2","4","","2","4","0","0","0","","","","","","4","00958100","1","0","1","IC1","39","1","1","727 MAIN ST","97477","LANE","4","5417464473","5417464473","5417464473","931212636","DENNIS B ZUNIGA","OWNER"
"210119","SST AZUMANO TRAVEL SCHOOL INC","PORTLAND","OR","41","8","","1","","","","9","3","3","2","1","","1","","","","","","","","","","4","","","0","2","IC4","51","1","1","610 SW ALDER ST STE 521","97205","MULTNOMAH","","5032239885","5032239885","5032239885","930855404","SHO DOZONO","PRESIDENT"
"210146","SOUTHERN OREGON UNIVERSITY","ASHLAND","OR","41","8","3219","1","","","","1","1","1","1","7","","2","1","2","2","3","","","","","21","4","00321900","1","20","1","IC1","29","1","1","1250 SISKIYOU BLVD","97520","JACKSON","2","5415526327","5415526161","5415526411","","STEPHEN J RENO","PRESIDENT"
"210155","SOUTHWESTERN OREGON COMMUNITY COLLEGE","COOS BAY","OR","41","8","3220","1","","","","4","2","1","1","3","","6","0","3","2","2","","","","","40","4","00322000","1","40","2","IC1","11","1","1","1988 NEWMARK AVE","97420","COOS","4","5418882525","5418887410","5418887420","936015621","STEPHEN KRIDELBAUGH","PRESIDENT"
"210182","TARA LARA ACADEMY OF K-9 HAIR DESIGN","PORTLAND","OR","41","8","","1","","","","9","3","3","2","2","","3","0","0","0","0","","","","","","4","02572400","1","0","2","IC3","5","1","1","16037 SE MCLOUGHLIN BLVD","97267","CLACKAMAS","1","5036537134","5036535575","5036537134","930928885","ARLENE STEINLE","CO OWNER CO DIRECTOR"
"210243","CENTURY 21 COLUMBIA REAL ESTATE ACADEMY","OREGON CITY","OR","41","8","","1","9","","","9","3","3","2","1","","3","","","","","","","","","","6","","","0","1","IC4","5","1","1","358 WARNER MILNE RD STE G108","97045","","","5036566656","","","","GARY MILL","MANAGER"
"210270","UMPQUA COMMUNITY COLLEGE","ROSEBURG","OR","41","8","3222","1","","","","4","2","1","1","3","","6","0","2","1","2","","","","","40","4","00322200","1","40","1","IC1","19","1","1","PO BOX 967","97470","DOUGLAS","4","5414404600","5414404600","5414404600","930519151","JAMES M KRABY","PRESIDENT"
"210304","WARNER PACIFIC COLLEGE","PORTLAND","OR","41","8","3225","1","","","","2","1","2","6","7","","1","5","0","2","3","","","","","32","4","00322500","1","20","2","IC1","51","1","1","2219 SE 68TH AVE","97215","MULTNOMAH","3","5037754366","5037887423","5037887495","930386890","JAY A BARBER JR","PRESIDENT"
"210313","NORMAN F WEBB REAL ESTATE COURSES","SALEM","OR","41","8","","1","","","","9","3","3","2","1","","2","","","","","","","","","","4","","","0","1","IC4","47","1","1","1112 12TH ST SE","97302","MARION","","5033640881","","5033640881","","EUNICE WEBB","PRESIDENT"
"210234","TREASURE VALLEY COMMUNITY COLLEGE","ONTARIO","OR","41","8","3221","1","","","","4","2","1","1","3","","6","1","1","2","9","","","","","40","4","00322100","1","40","2","IC1","45","1","1","650 COLLEGE BLVD","97914","MALHEUR","2","5038896493","5038896493","5038896493","930507187","DR BERTON L GLANDON","PRESIDENT"
"210322","WEST COAST TRAINING INCORPORATED","MILWAUKIE","OR","41","8","","1","","","","9","3","3","2","1","","3","2","6","4","0","","","","","","4","02339500","1","0","1","IC3","5","1","1","PO BOX 22469 2525 SE STUBB ST","97222","CLACKAMAS","5","5036595181","5036595181","5036595181","930509238","RUSS NORTON","VICE PRESIDENT"
"210331","WESTERN BAPTIST COLLEGE","SALEM","OR","41","8","1339","1","","","","2","1","2","6","5","","2","1","2","1","1","","","","","32","4","00133900","1","30","1","IC1","47","1","1","5000 DEER PARK DR SE","97301","MARION","5","5035818600","5035818600","5035818600","941312349","DAVID F MILLER","PRESIDENT"
"210340","COLLEGE OF COSMETOLOGY","KLAMATH FALLS","OR","41","8","","1","","","","6","2","3","2","4","","6","0","0","0","12","","","","","","4","02106100","1","0","1","IC1","35","1","1","357 E MAIN ST","97601","KLAMATH","2","5038826644","5038826644","5038826644","931039828","0ANDA HINTZE","OWNER"
"210359","WESTERN BUSINESS COLLEGE","PORTLAND","OR","41","8","","1","","","","6","2","3","2","3","","1","7","1","6","2","","","","","","4","00907900","1","40","1","IC1","51","1","1","425 SW WASHINGTON","97204","MULTMOMAH","3","5032223225","5032223225","5032223225","330717311","RANDY R ROGERS","COLLEGE PRESIDENT"
"210368","WESTERN SEMINARY","PORTLAND","OR","41","8","7178","1","","1","210368","2","1","2","6","9","1","1","3","1","17","2","","","","","51","4","00717800","1","11","1","IC1","51","1","1","5511 SE HAWTHORNE BLVD","972153367","MULTNOMAH","15","5032338561","5032338561","5032338561","930429022","RONALD E HAWKINS","PRESIDENT"
"210401","WILLAMETTE UNIVERSITY","SALEM","OR","41","8","3227","1","","","","2","1","2","3","7","1","2","1","1","5","3","","","","","31","4","00322700","1","21","1","IC1","47","1","1","900 STATE ST","97301","MARION","5","5033706300","5033706273","5033706303","930386972","JERRY HUDSON","PRESIDENT"
"210429","WESTERN OREGON UNIVERSITY","MONMOUTH","OR","41","8","3209","1","","","","1","1","1","1","7","","3","1","1","2","3","","","","","21","4","00320900","1","20","1","IC1","53","1","1","345 N MONMOUTH AVE","97361","POLK","5","5038388000","5038388475","5038388211","936001786","BETTY YOUNGBLOOD","PRESIDENT"
"210438","WESTERN STATES CHIROPRACTIC COLLEGE","PORTLAND","OR","41","8","12309","1","","","","2","1","2","3","","1","3","0","1","4","1","","","","","53","4","01230900","1","1","1","IC1","51","1","1","2900 NE 132ND AVE","97230","MULTNOMAH","3","5032563180","5032512803","5032515734","930309970","WILLIAM DALLAS","PRESIDENT"
"210447","ABINGTON MEMORIAL HOSPITAL MEDICAL TECHNOLOGY PROG","ABINGTON","PA","42","2","","1","","","","2","1","2","3","6","","3","","","","","","","","","","4","","","0","2","IC4","91","1","1","1200 OLD YORK RD","19001","MONTGOMERY","13","2155762362","2155762362","2155762362","231352152","FELIX PILLA","PRESIDENT"
"210456","ABINGTON MEMORIAL HOSPITAL SCHOOL OF NURSING","WILLOW GROVE","PA","42","2","","1","","","","5","2","2","3","4","","3","2","0","2","0","","","","","","4","00708700","1","0","1","IC1","91","1","1","2500 MARYLAND RD STE 200","190901284","MONTGOMERY","13","2158815500","2158815507","2158815505","231352152","DOROTHY ALLISON","CHAIRMAN"
"210474","ACADEMY OF HAIR DESIGN INC","BLOOMSBURG","PA","42","2","","1","","","","9","3","3","2","2","","4","","","","","","","","","","4","02178900","1","0","1","IC3","37","1","1","5 E THIRD ST","17815","COLUMBIA","11","7177841020","7177841020","7177841020","232355737","JOAN NEIDERHISER","PRESIDENT"
