unitid,"instnm","addr","city","stabbr","zip",fips,obereg,"chfnm","chftitle","gentele","fintele","admtele","ein","duns","opeid",opeflag,"webaddr",sector,iclevel,control,hloffer,ugoffer,groffer,fpoffer,hdegoffr,deggrant,hbcu,hospital,medical,tribal,locale,openpubl,"act",newid,deathyr,"closedat",cyactive,postsec,pseflag,pset4flg,rptmth,instcat,ccbasic,ccipug,ccipgrad,ccugprof,ccenrprf,ccsizset,carnegie,tenursys,landgrnt,fte,instsize,enrtot
"182704","Empire Beauty School-Laconia","556 Main St","Laconia","NH","03246","33","1","Norman Langlois","Chief Executive Officer","6035248777","6035248777","6035248777","020501130","040243958","00864500","1","empirebeautyschools.com","9","3","3","2","1","2","2","0","2","2","0","2","2","32","1","A","-2","-2","-2","1","1","1","1","2","6","-3","-3","-3","-3","-3","-3","-3","0","0","135","1","177"
"182722","Empire Beauty School-Somersworth","362 Rte 108","Somersworth","NH","03878","33","1","Norman Langlois","Chief Executive Office","6036921515","6036921515","6036921515","020501130","161851290","02179600","1","empirebeautyschools.com","9","3","3","2","1","2","2","0","2","2","0","2","2","23","1","A","-2","-2","-2","1","1","1","1","2","6","-3","-3","-3","-3","-3","-3","-3","0","0","217","1","329"
"182795","Franklin Pierce College","20 College Rd","Rindge","NH","03461-0060","33","1","George J Hagerty","President","6038994000","6038994180","6038994055","020263136","069910503","00257500","1","www.fpc.edu","2","1","2","5","1","2","2","30","1","2","0","2","2","41","1","A","-2","-2","-2","1","1","1","1","1","2","21","6","-1","10","2","11","31","0","0","1611","2","1635"
"182810","Franklin Pierce College-Graduate and Professional Studies","20 College Rd","Rindge","NH","03461-0060","33","1","George J Hagerty","President","6038994000","6038994180","6038994055","020263136","171664428","00257501","1","www.fpc.edu","2","1","2","9","1","1","2","10","1","2","-2","2","2","41","1","A","-2","-2","-2","1","1","1","1","1","2","19","13","7","5","4","6","-3","0","0","661","2","1007"
"182829","Franklin Pierce Law Center","Two White St","Concord","NH","03301-4197","33","1","John Hutson","President and Dean","60322815411101","60322815411104","6032289217","020332032","037700028","02097900","1","www.piercelaw.edu","2","1","2","7","2","1","1","21","1","2","0","2","2","31","1","A","-2","-2","-2","1","1","1","1","1","1","31","-2","-2","-2","7","-2","57","1","0","489","1","498"
"182865","Hesser College","3 Sundial Ave","Manchester","NH","03103-9969","33","1","Mary Jo Greco","President","6036686660","60366866602210","60366866602110","650038445","073980211","00472900","1","www.hesser.edu","3","1","3","5","1","2","2","30","1","2","0","2","2","12","1","A","-2","-2","-2","1","1","1","1","1","3","23","2","-1","6","2","9","40","0","0","2628","2","3440"
"182883","Continental Academie of Hair Design","228 Maple Street","Manchester","NH","03103","33","1","Sylvia Donah","Treasurer-Business Manager","6036225851","6038891614","6036225851","020360424","081259228","00849300","1","continentalacademie.net","9","3","3","2","1","2","2","0","2","2","0","2","2","12","1","A","-2","-2","-2","1","1","1","1","2","6","-3","-3","-3","-3","-3","-3","-3","0","0","47","1","47"
"182892","Keene Beauty Academy","800 Park Ave","Keene","NH","03431","33","1","Cara D Calomb","Co-Owner","6033573736","6033573736","6033573736","020476243","007234453","02245400","1","WWW.KEENEBEAUTYACADEMY.COM","9","3","3","2","1","2","2","0","2","2","0","2","2","32","1","A","-2","-2","-2","1","1","1","1","2","6","-3","-3","-3","-3","-3","-3","-3","0","0","52","1","64"
"182908","Lebanon College","15 Hanover Street","Lebanon","NH","03766","33","1","Donald Wenz","President","6034482445","6034482445103","6034482445103","026007918","","00702500","1","www.lebanoncollege.edu","5","2","2","4","1","2","2","40","1","2","0","2","2","33","1","A","-2","-2","-2","1","1","1","1","1","4","9","1","-1","1","1","1","-3","0","0","170","1","322"
"182917","Magdalen College","511 Kearsarge Mtn Rd","Warner","NH","03278-9206","33","1","Jeffrey Karls","President","6034562656","6034562656","6034562656","020309681","","02223300","5","www.magdalen.edu","2","1","2","5","1","2","2","30","1","2","0","2","2","43","1","A","-2","-2","-2","1","1","1","2","1","2","21","3","-1","10","2","8","-3","0","0","68","1","69"
"182944","McIntosh College","23 Cataract Ave","Dover","NH","03820","33","1","Peter T. Koch","President","6037421234","6037501496","6037421234","020244063","088573449","00473000","1","www.McIntoshcollege.edu","6","2","3","3","1","2","2","40","1","2","0","2","2","23","1","A","-2","-2","-2","1","1","1","1","1","4","10","1","-1","4","1","2","40","0","0","1008","2","1094"
"182953","Michaels School of Hair Design and Esthetics","73 South River Road","Bedford","NH","03110","33","1","Michael G Kapos","Owner","6036684300121","6036684300114","6036684300123","020310366","073960494","02174800","1","","9","3","3","2","1","2","2","0","2","2","0","2","2","22","1","A","-2","-2","-2","1","1","1","1","2","6","-3","-3","-3","-3","-3","-3","-3","1","0","67","1","90"
"182980","New England College","24 Bridge St","Henniker","NH","03242","33","1","Dr. Stephen Fritz","President","6034282211","6034282284","6034282223","020223955","073979171","00257900","1","www.nec.edu","2","1","2","7","1","1","2","20","1","2","0","2","2","42","1","A","-2","-2","-2","1","1","1","1","1","2","21","10","7","9","4","11","32","1","0","1176","2","1367"
"182999","New England School of Hair Design Inc","12 Interchange Dr","West Lebanon","NH","03784-2003","33","1","Gary Trottier","President","6032985199","6032985199","6032985199","020365100","073972929","02247000","1","www.neschoolofhairdesign.com","9","3","3","2","1","2","2","0","2","2","0","2","2","33","1","A","-2","-2","-2","1","1","1","1","2","6","-3","-3","-3","-3","-3","-3","-3","0","0","48","1","56"
"183026","Southern New Hampshire University","2500 N River Rd","Manchester","NH","03106","33","1","Paul J. Leblanc","President","6036682211","6036682211","6036459611","020274509","069908192","00258000","1","www.snhu.edu","2","1","2","9","1","1","2","10","1","2","0","2","2","12","1","A","-2","-2","-2","1","1","1","1","1","2","18","16","7","7","5","13","55","0","0","4774","3","6186"
"183035","New Hampshire Institute for Therapeutic Arts","153 Lowell Rd","Hudson","NH","03051","33","1","Patrick Ian Cowan, PhD.","Executive Director","6038823022","6038823022","6038823022","020377332","-1","03729300","1","www.nhita.com","9","3","3","1","1","2","2","0","2","2","0","2","2","22","1","A","-2","-2","-2","1","1","1","1","2","6","-3","-3","-3","-3","-3","-3","-3","0","0","77","1","77"
"183044","University of New Hampshire-Main Campus","Thompson Hall","Durham","NH","03824-3547","33","1","Ann Weaver Hart","President","6038621234","6038623600","6038621360","026000937","185068319","00258900","1","www.unh.edu","1","1","1","9","1","1","2","10","1","2","0","2","2","23","1","A","-2","-2","-2","1","1","1","1","1","2","16","11","15","10","4","17","15","1","1","13050","4","14511"
"183062","Keene State College","229 Main Street","Keene","NH","03435-1506","33","1","Helen Giles-Gee","President","6033521909","6033582280","6033582276","026000937","198858391","00259000","1","www.keene.edu","1","1","1","8","1","1","2","20","1","2","0","2","2","32","1","A","-2","-2","-2","1","1","1","1","1","2","20","10","1","10","3","14","22","1","0","4456","2","4846"
"183071","University of New Hampshire-Manchester","400 Commercial Street","Manchester","NH","03101-1113","33","1","Kristin Woolever, PhD","Dean","6036414321","6036414114","6036414150","026000937","120426028","00258901","1","www.unh.edu/unhm","1","1","1","5","1","2","2","30","1","2","0","2","2","12","1","A","-2","-2","-2","1","1","1","1","1","2","21","6","0","7","3","6","32","1","0","773","2","1096"
"183080","Plymouth State University","17 High Street","Plymouth","NH","03264-1595","33","1","Donald P. Wharton","President","6035355000","6035352338","8008426900","026000937","968792465","00259100","1","www.plymouth.edu","1","1","1","8","1","1","2","20","1","2","0","2","2","33","1","A","-2","-2","-2","1","1","1","1","1","2","18","10","9","10","3","14","21","1","0","4486","3","5264"
"183099","New Hampshire Technical Institute","31 College Drive","Concord","NH","03301-7412","33","1","Lynn Kilchenstein","President","6032716484","6032717135","6032717134","026000618","878071729","00258100","1","www.nhti.edu","4","2","1","3","1","2","2","40","1","2","0","2","2","31","1","A","-2","-2","-2","1","1","1","1","1","4","2","1","-1","2","1","3","40","0","0","2343","2","3611"
"183105","New Hampshire Community Technical College-Berlin/Laconia","379 Belmont Road","Laconia","NH","03246-1364","33","1","Donald Morrissey","Interim President","6035243207721","6035243207765","6035243207766","026000618","878146315","00529100","1","www.nhctc.edu","4","2","1","3","1","2","2","40","1","2","0","2","2","32","1","A","-2","-2","-2","1","1","1","1","1","4","2","1","-1","1","1","2","40","0","0","1137","2","1987"
"183132","New Hampshire Community Technical College-Manchester/Stratham","277 Portsmouth Avenue","Stratham","NH","03885","33","1","Thomas Wisbey","President","6037752215","6037752318","6037752312","","092054402","00258200","1","www.ms.nhctc.edu","4","2","1","3","1","2","2","40","1","2","0","2","2","31","1","A","-2","-2","-2","1","1","1","1","1","4","2","1","-1","1","1","3","40","0","0","2304","3","5150"
"183141","New Hampshire Community Technical College-Nashua/Claremont","505 Amherst St","Nashua","NH","03063-1026","33","1","Lucille A Jordan","President","6038826923","60388269231534","60388269231520","026000618","088584214","00923600","1","www.nashua.nhctc.edu","4","2","1","4","1","2","2","40","1","2","0","2","2","13","1","A","-2","-2","-2","1","1","1","1","1","4","2","1","-1","1","1","2","40","0","0","1564","2","3002"
"183202","Portsmouth Beauty School of Hair Design","140 Congress St","Portsmouth","NH","03801-4084","33","1","Nicole Nardello Lawton","Director of Operations/CEO","6034367775","6034365456","6034367775","020280364","081259129","02211600","1","www.portsmouthbeautyschool.com","9","3","3","2","1","2","2","0","2","2","0","2","2","23","1","A","-2","-2","-2","1","1","1","1","2","6","-3","-3","-3","-3","-3","-3","-3","0","0","40","1","40"
"183211","Rivier College","420 Main St","Nashua","NH","03060","33","1","William Farrell, Ph.D","President","6038881311","6038978510","6038978507","020223339","040231565","00258600","1","www.rivier.edu","2","1","2","8","1","1","2","20","1","2","0","2","2","13","1","A","-2","-2","-2","1","1","1","1","1","2","18","10","6","6","5","10","21","1","0","1469","2","2216"
"183239","Saint Anselm College","100 Saint Anselm Drive","Manchester","NH","03102-1310","33","1","Jonathan Defelice","President","6036417000","6036417110","6036417500","073969388","073969388","00258700","1","www.anselm.edu","2","1","2","5","1","2","2","30","1","2","0","2","2","22","1","A","-2","-2","-2","1","1","1","1","1","2","21","9","-1","12","2","11","31","1","0","1956","2","1986"
"183248","Saint Joseph School of Practical Nursing","5 Woodward Ave","Nashua","NH","03060","33","1","Peter Davis","President-Chief Exec Officer","6035942567","603595530063948","6035942567","020222215","602125262","02140400","1","www.sjspn.org","8","3","2","2","1","2","2","0","2","2","0","2","2","13","1","A","-2","-2","-2","1","1","1","1","2","6","-3","-3","-3","-3","-3","-3","-3","0","0","89","1","122"
"183257","Granite State College","8 Old Suncook Road","Concord","NH","03301-7317","33","1","Karol Lacroix","President","6032283000","6035131327","6035131320","026000937","790050223","03101300","1","www.granite.edu","1","1","1","6","1","1","2","30","1","2","0","2","2","31","1","A","-2","-2","-2","1","1","1","1","1","2","21","6","-1","5","2","6","31","0","0","917","2","1540"
"183275","Thomas More College of Liberal Arts","6 Manchester St","Merrimack","NH","03054","33","1","Peter Sampo","President","603880830810","603880830818","603880830814","020344073","148538564","03043100","1","www.thomasmorecollege.edu","2","1","2","5","1","2","2","30","1","2","0","2","2","22","1","A","-2","-2","-2","1","1","1","1","1","2","21","3","-1","10","2","8","59","0","0","84","1","84"
"183327","University System of New Hampshire System Office","25 Concord Road Dunlap Center","Durham","NH","03824","33","1","Stephen J. Reno","Chancellor","6038620965","6038620965","6038620965","-1","","002589A1","2","www.usnh.unh.edu","0","1","1","9","1","1","2","10","1","2","0","-2","2","23","1","A","-2","-2","-2","1","1","1","1","-2","-2","-3","-3","-3","-3","-3","-3","-3","0","0","","-2",""
"183345","Chester College of New England","40 Chester St","Chester","NH","03036-4331","33","1","William A. Nevious","President & CEO","6038874401","6038877404","6038877400","020267883","073996464","00473300","1","www.chestercollege.edu","2","1","2","5","1","2","2","30","1","2","0","2","2","41","1","A","-2","-2","-2","1","1","1","1","1","2","30","-2","-2","-2","2","-2","40","0","0","200","1","219"
"183488","Hohokus-Hackensack School of Business and Medical Sciences","66 Moore St","Hackensack","NJ","07601","34","2","Thomas Eastwick","President","201488940021","201488940027","201488940025","223475958","099488231","01246200","1","www.hohokushackensack.com","9","3","3","2","1","2","2","0","2","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","6","-3","-3","-3","-3","-3","-3","-3","0","0","218","1","296"
"183600","Assumption College for Sisters","350 Bernardsville Rd","Mendham","NJ","07945-0800","34","2","Mary Joseph Schultz","President","9735436528230","9735436528227","9735436528228","521318258","","00259500","5","www.acscollegeforsisters.org","5","2","2","3","1","2","2","40","1","2","0","2","2","41","1","A","-2","-2","-2","1","1","1","2","1","4","9","1","-1","3","1","1","40","0","0","34","1","41"
"183655","Atlantic Cape Community College","5100 Black Horse Pike","Mays Landing","NJ","08330-2699","34","2","Dr. Peter L. Mora","President","6096251111","6093435082","6093435000","237368159","077094019","00259600","1","www.atlantic.edu","4","2","1","3","1","2","2","40","1","2","0","2","2","41","1","A","-2","-2","-2","1","1","1","1","1","4","3","1","-1","2","1","3","40","1","0","4340","3","6845"
"183725","Berdan Institute","201 Willowbrook Blvd.","Wayne","NJ","07470","34","2","Duncan  Anderson","Chief Executive Officer","9738371818","9738371818","9738371818","363726019","085647071","02132300","1","berdaninstitute.com","9","3","3","2","1","2","2","0","2","2","0","2","2","13","1","A","-2","-2","-2","1","1","1","1","1","6","-3","-3","-3","-3","-3","-3","-3","0","0","241","1","241"
"183743","Bergen Community College","400 Paramus Rd","Paramus","NJ","07652-1595","34","2","Judith K. Winn","President","2014477200","2014477148","2014477195","221820506","076677822","00473600","1","www.bergen.edu","4","2","1","3","1","2","2","40","1","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","4","4","1","-1","2","1","4","40","1","0","9929","4","14762"
"183789","Berkeley College","44 Rifle Camp Rd","West Paterson","NJ","07424","34","2","Dr. Mildred Garcia","President","9732785400","9732785400","9732785400","222810633","010907988","00750200","1","www.BerkeleyCollege.edu","3","1","3","5","1","2","2","30","1","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","3","29","-2","-2","-2","2","-2","40","0","0","2190","2","2422"
"183804","Beth Medrash Govoha","617 6th St","Lakewood","NJ","08701-2754","34","2","Rabbi Aaron Kotler","CEO","7323671060241","7323671060242","7323671060240","210634542","181826710","00794700","1","","2","1","2","8","1","1","2","20","1","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","2","24","-2","-2","-2","6","-2","51","0","0","4287","2","4560"
"183822","Bloomfield College","467 Franklin St","Bloomfield","NJ","07003","34","2","Richard Levao","President","9737489000","9737489000212","9737489000230","221494428","010893428","00259700","1","www.bloomfield.edu","2","1","2","5","1","2","2","30","1","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","2","21","9","-1","9","2","9","32","1","0","1914","2","2212"
"183859","Brookdale Community College","765 Newman Springs Rd","Lincroft","NJ","07738-1597","34","2","Peter F Burnham","President","7322242345","7322242361","7322242375","221849485","078255593","00840400","1","www.brookdalecc.edu","4","2","1","3","1","2","2","40","1","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","4","4","1","-1","2","1","4","40","1","0","9181","4","13279"
"183877","Burlington County College","601 Pemberton-Browns Mills Road","Pemberton","NJ","08068-1599","34","2","Robert C Messina Jr","President","6098949311","60989493111249","60989493111282","","075491431","00773000","1","www.bcc.edu","4","2","1","3","1","2","2","40","1","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","4","5","1","-1","2","1","3","40","1","0","5231","3","7888"
"183901","Allied Medical and Technical Institute","201 Willowbrook Blvd.","Wayne","NJ","07470","34","2","Duncan Anderson","CEO","9738371818","9738371818","9738371818","222364928","058748583","02301900","7","www.alliedteched.edu.","9","3","3","1","1","2","2","0","2","2","0","2","2","13","1","A","-2","-2","-2","1","1","1","1","2","6","-3","-3","-3","-3","-3","-3","-3","0","0","25","1","25"
"183910","Caldwell College","9 Ryerson Avenue","Caldwell","NJ","07006-6195","34","2","Sr.  Patrice Werner, O.P.","President","9736183000","9736183221","9736183500","221500483","077547834","00259800","1","www.caldwell.edu","2","1","2","8","1","1","2","20","1","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","2","20","7","6","6","4","10","32","1","0","1596","2","2242"
"183938","Camden County College","College Drive","Blackwood","NJ","08012","34","2","Phyllis Della Vecchia","President","8562277200","85622772004985","85622772004200","221821290","076954254","00686500","1","www.camdencc.edu","4","2","1","3","1","2","2","40","1","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","4","5","1","-1","2","1","4","40","1","0","9763","4","14737"
"183974","Centenary College","400 Jefferson St","Hackettstown","NJ","07840","34","2","Kenneth  L. Hoyt","President","9088521400","90885214002350","90885214002217","-1","073616591","00259900","1","www.centenarycollege.edu","2","1","2","7","1","1","2","20","1","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","2","19","13","10","9","4","11","32","1","0","2088","2","2460"
"183983","Adult & Continuing Education-BCTS","200 Hackensack Avenue","Hackensack","NJ","07601-6637","34","2","Robert J. Aloia","Superintendent","20134360002288","20134360002048","20134360002047","226002432","025728155","02312000","1","www.Bergen.org","7","3","1","2","1","2","2","0","2","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","2","6","-3","-3","-3","-3","-3","-3","-3","1","0","56","1","56"
"184010","Charles E Gregory School of Nursing","8998 Rte 18 N","Old Bridge","NJ","08857","34","2","Michael R.D'Agnes","President CEO","7326076500","7326076506","7326076505","221494442","068697747","00641000","1","rbmc.org","5","2","2","4","1","2","2","0","2","2","0","2","2","41","1","A","-2","-2","-2","1","1","1","1","1","6","-3","-3","-3","-3","-3","-3","-3","0","0","184","1","184"
"184047","The Chubb Institute-Parsippany","8 Sylvan Way","Parsippany","NJ","07054-3897","34","2","Diane Gilles","Campus President","9736304900","9736304914","9736304900","221943729","947459640","01085100","1","www.chubbinstitute.edu","9","3","3","2","1","2","2","0","2","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","2","6","-3","-3","-3","-3","-3","-3","-3","0","0","578","1","678"
"184056","Cittone Institute","1697 Oak Tree Road","Edison","NJ","08820-2896","34","2","Lauraine Lehman","Director of Administrative Services","7325488798","7325488798","7325488798","222074593","835484361","01246100","1","www.cittone.com","9","3","3","1","1","2","2","0","2","2","0","2","2","13","1","A","-2","-2","-2","1","1","1","1","1","6","-3","-3","-3","-3","-3","-3","-3","0","0","454","1","454"
"184135","Dover Business College","East 81 Route 4 West","Paramus","NJ","07652","34","2","Timothy D. Luing","Executive Director","2018438500","2018438500","2018438500","223745869","","01234600","1","www.doverbusinesscollege.org","9","3","3","2","1","2","2","0","2","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","6","-3","-3","-3","-3","-3","-3","-3","0","0","389","1","389"
"184144","Concorde School of Hair Design-Wanamassa","Rt 35 and Deal Rd","Ocean","NJ","07712-4003","34","2","Louis Lamonica","President","7324931355","7324931355","7324931355","222328676","826351579","02252700","1","www.concordeschools.com","9","3","3","2","1","2","2","0","2","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","2","6","-3","-3","-3","-3","-3","-3","-3","0","0","78","1","91"
"184153","Cooper Health System Center for Allied Health Education","1 Cooper Plz","Camden","NJ","08103","34","2","Christopher Olivia, MD","President and Chief Executive","85634220002055","8563423277","8563423277","210634462","959172404","02248600","1","www.cooperhealth.org","2","1","2","6","1","1","2","0","2","2","-2","2","2","13","1","A","-2","-2","-2","1","1","1","1","1","5","-3","-3","-3","-3","-3","-3","-3","0","0","53","1","53"
"184180","County College of Morris","214 Center Grove Rd","Randolph","NJ","07869-2086","34","2","Edward Yaw","President","9733285000","9733285230","9733285100","221817724","040754012","00772900","1","WWW.CCM.EDU","4","2","1","3","1","2","2","40","1","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","4","4","1","-1","2","1","4","40","1","0","5665","3","8180"
"184205","Cumberland County College","3322 College Drive","Vineland","NJ","08362-1500","34","2","Kenneth L Ender","President","8566918600","8566918600280","8566909155","221779135","557072204","00260100","1","www.cccnj.net","4","2","1","3","1","2","2","40","1","2","0","2","2","13","1","A","-2","-2","-2","1","1","1","1","1","4","2","1","-1","2","1","3","40","1","0","2237","2","3260"
"184269","DeVry University-New Jersey","630 US Hwy One","North Brunswick","NJ","08902-3362","34","2","Harold McCulloch","President","7324354880","8003333879","7324354800","362781982","020778122","01072718","1","www.devry.edu","3","1","3","5","1","2","2","30","1","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","3","28","-2","-2","-2","2","-2","40","0","0","1145","2","1504"
"184278","Divers Academy International","2500 South Broadway","Camden","NJ","08104","34","2","Tamara M. Brown","Executive Director","8569661871","8569661871","8569661871","222149620","081885865","02154000","1","www.diversacademy.com","9","3","3","1","1","2","2","0","2","2","0","2","2","13","1","A","-2","-2","-2","1","1","1","1","2","6","-3","-3","-3","-3","-3","-3","-3","0","0","98","1","98"
"184320","Drake College of Business","125 Broad St","Elizabeth","NJ","07201","34","2","Ziad Fadel","CEO","9083525509","908352550911","908352550912","061607980","077549624","02223900","1","www.drakecollege.com","9","3","3","2","1","2","2","0","2","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","6","-3","-3","-3","-3","-3","-3","-3","1","0","461","1","461"
"184348","Drew University","36 Madison Ave","Madison","NJ","07940","34","2","Robert Weisbuch","President","9734083000","9734083112","9734083739","221487164","002561868","00260300","1","www.drew.edu","2","1","2","9","1","1","1","11","1","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","2","17","4","16","12","5","11","31","1","0","2287","2","2627"
"184357","duCret School of Arts","1030 Central Ave","Plainfield","NJ","07060","34","2","Frank Falotico","Director","9087577171","9087577171","9087577171","221890880","","02131100","1","WWW.DUCRET.EDU","5","2","2","4","1","2","2","0","2","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","6","-3","-3","-3","-3","-3","-3","-3","0","0","28","1","33"
"184427","Engine City Technical Institute","901Hadley Road","South Plainfield","NJ","07080-2424","34","2","Daniel Kasper","Director","8003053487","9089120276","8003053487","221890462","065825572","02291000","1","www.enginecitytech.com","9","3","3","2","1","2","2","0","2","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","2","6","-3","-3","-3","-3","-3","-3","-3","0","0","102","1","107"
"184481","Essex County College","303 University Ave","Newark","NJ","07102","34","2","A Zachary Yamba","President","9738773000","9738773200","9738773100","221821292","787384965","00710700","1","www.essex.edu","4","2","1","3","1","2","2","40","1","2","0","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","4","7","1","-1","2","1","4","40","1","0","7278","4","10435"
"184506","European Academy of Cosmetology","1126 Morris Ave","Union","NJ","07083","34","2","Ray Testa","President","9086864422","9086864425","9086864480","222337829","054864665","02261800","1","WWW.EACHAIR.COM","9","3","3","2","1","2","2","0","2","2","0","2","2","13","1","A","-2","-2","-2","1","1","1","1","2","6","-3","-3","-3","-3","-3","-3","-3","0","0","99","1","134"
"184603","Fairleigh Dickinson University-Metropolitan Campus","1000 River Rd","Teaneck","NJ","07666","34","2","J Michael Adams","President","2016922000","9734438700","8003388803","221494434","045671948","00260700","1","www.fdu.edu","2","1","2","9","1","1","2","10","1","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","2","18","8","13","8","5","13","21","1","0","5033","3","8237"
"184612","Felician College","262 S Main St","Lodi","NJ","07644","34","2","Theresa Martin","President","2015596000","2015596010","2015596131","-1","174765081","00261000","1","www.felician.edu","2","1","2","7","1","1","2","20","1","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","2","22","12","1","6","3","9","32","0","0","1444","2","1806"
"184694","Fairleigh Dickinson University-College at Florham","285 Madison Ave","Madison","NJ","07940","34","2","Dr. J. Michael Adams","President","9734438500","9734438700","8003388803","","","00260701","1","www.fdu.edu","2","1","2","8","1","1","2","20","1","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","2","18","10","4","11","4","14","-3","1","0","2926","2","3481"
"184746","Hohokus School of Trade and Technical Sciences","1118 Baltimore Ave","Linden","NJ","07036","34","2","Thomas M. Eastwick","President","9084869353","9084869353","9084869353","221532269","065793127","00849400","1","www.eastwickcolleges.com","9","3","3","1","1","2","2","0","2","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","2","6","-3","-3","-3","-3","-3","-3","-3","0","0","29","1","40"
"184773","Georgian Court University","900 Lakewood Ave","Lakewood","NJ","08701-2697","34","2","Rosemary Jeffries, Rsm, Ph.D.","President","7323642200","7329872258","7329872760","210634981","080951007","00260800","1","www.georgian.edu","2","1","2","8","1","1","2","20","1","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","2","19","10","6","6","4","9","21","1","0","2181","2","3153"
"184782","Rowan University","201 Mullica Hill Rd","Glassboro","NJ","08028","34","2","Donald J Farish","President","8562564000","8004352557","8004471165","-1","139203145","00260900","1","www.rowan.edu","1","1","1","9","1","1","2","10","1","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","2","18","10","12","11","3","13","21","1","0","8361","3","9762"
"184791","Gloucester County College","1400 Tanyard Rd","Sewell","NJ","08080","34","2","William F. Anderson","President","8564685000","8564152212","8564152209","226088440","069884633","00690100","1","www.gccnj.edu","4","2","1","3","1","2","2","40","1","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","4","4","1","-1","2","1","3","40","1","0","4151","3","6022"
"184816","Empire Beauty School-Cherry Hill","2100 State Highway #38 Plaza Cherry Hill","Cherry Hill","NJ","08002","34","2","Michael Bouman","President","8002233271","57042943212315","8566678887","231523654","826946832","02344200","1","www.empire.edu","9","3","3","2","1","2","2","0","2","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","2","6","-3","-3","-3","-3","-3","-3","-3","0","0","92","1","119"
"184870","Harris School of Business","One Cherry Hill, One Mall Drive Ste.700","Cherry Hill","NJ","08002","34","2","Roy Hawkins","Director","8566625300","8566625300","8566625300","232690262","065713679","02104000","1","WWW.HARRISSCHOOL.COM","9","3","3","2","1","2","2","0","2","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","2","6","-3","-3","-3","-3","-3","-3","-3","0","0","240","1","314"
"184959","Hohokus School of Business and Medical Sciences","10 South Franklin Turnpike","Ramsey","NJ","07446-2551","34","2","Thomas Eastwick","Director","2013278877","2013278877","2013278877","222620895","061984266","02053700","1","www.HOHOKUS.COM","6","2","3","4","1","2","2","0","2","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","6","-3","-3","-3","-3","-3","-3","-3","0","0","388","1","531"
"184968","Holy Name Hospital School of Nursing","690 Teaneck Rd","Teaneck","NJ","07666-4246","34","2","Sister Claire Tynan","Senior Vp-Director","2018333005","2018333004","2018333005","221487322","075440149","00641700","1","www.schoolofnursing.info","5","2","2","4","1","2","2","0","2","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","6","-3","-3","-3","-3","-3","-3","-3","0","0","151","1","162"
"184995","Hudson County Community College","70 Sip Avenue","Jersey City","NJ","07306","34","2","Glen Gabert, Ph.D.","President","2017147100","2013604200","2013604110","222045990","010903318","01295400","1","www.hccc.edu","4","2","1","3","1","2","2","40","1","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","4","6","1","-1","3","1","3","40","1","0","4659","3","6447"
"185129","New Jersey City University","2039 Kennedy Blvd","Jersey City","NJ","07305","34","2","Carlos Hernandez","President","2012002000","2012003173","2012003234","222830882","030239669","00261300","1","www.njcu.edu","1","1","1","8","1","1","2","20","1","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","2","18","10","6","6","4","12","21","1","0","5867","3","8464"
