unitid,"instnm","city","stabbr",fips,obereg,fice,rstatus,unitidx,sector,iclevel,control,affil,hloffer,fpoffer,"formrt",resplast,respstat,"addr","zip","countynm",congdist,gentele,"chfnm","chftitle"
"181224","LINAIRE INCORPORATED","LINCOLN","NE","31","4","","","","9","3","3","2","2","","3","1","1","MUNCIPAL AIRPORT","68524","LANCASTER","1","4024756000","WILLIAM TESAR","DIRECTOR OPS"
"181242","LINCOLN SCHOOL OF COMMERCE","LINCOLN","NE","31","4","","","","6","2","3","2","4","","2","1","1","1821 K ST. P.O. BOX 82826","685012826","","1","4024745315","GARY CARLSON","DIRECTOR"
"181251","MARY LANNING MEMORIAL HOSP SCH OF RADIOLOGIC TECHN","HASTINGS","NE","31","4","","","","5","2","2","3","4","","2","1","1","715 N SAINT JOSEPH","68901","ADAMS","3","4024634521","W MICHAEL KEARNEY","ADMINISTRATOR"
"181279","MC COOK BEAUTY ACADEMY","MC COOK","NE","31","4","","","","9","3","3","2","1","","3","1","1","201 EAST C STREET","69001","RED W","3","3083455285","GARY LUCAS","OWNER"
"181288","MCCOOK COMM. COLLEGE","NORTH PLATTE","NE","31","4","2552","","","4","2","1","1","3","","2","3","1","416 NORTH JEFFERS","69101","LINCOLN","3","3085349265","WILLIAM HASEMEYER","AREA PRESIDENT"
"181297","NEBRASKA METHODIST COLLEGE OF NURS & ALLIED HEALTH","OMAHA","NE","31","4","6404","","","2","1","2","6","5","","1","1","1","8501 WEST DODGE ROAD","68114","DOUGLAS","2","4023904909","ROGER A KOEHLER","PRESIDENT"
"181303","METROPOLITAN TECHNICAL COMMUNITY COLLEGE AREA","OMAHA","NE","31","4","12586","","","4","2","1","1","3","","2","1","1","P O BOX 3777","68103","DOUGLAS","2","4024498400","J. RICHARD GILLILAND","PRES"
"181312","MIDPLAINS COMMUNITY COLLEGE ADMIN","NORTH PLATTE","NE","31","4","29005","","","0","0","0","","","","1","1","1","416 NORTH JEFFERS","69101","LINCOLN","3","3085349265","WILLIAM HASEMEYER","AREA PRESIDENT"
"181321","MID PLAINS COMMUNITY COLLEGE AREA","NORTH PLATTE","NE","31","4","2557","","","4","2","1","1","4","","2","1","1","416 NORTH JEFFERS","69101","LINCOLN","3","3085328740","WILLIAM HASEMEYER","PRES"
"181330","MIDLAND LUTHERAN COLLEGE","FREMONT","NE","31","4","2553","","","2","1","2","6","5","","1","1","1","9TH & CLARKSON ST","68025","DODGE","1","4027215480","CARL HANSEN","PRESIDENT"
"181349","NANCY BOUNDS INTERNATIONAL","OMAHA","NE","31","4","","","","9","3","3","2","1","","3","1","1","4803 DAVENPORT","68132","","2","4025589292","MARK SCONCE",""
"181367","NEBRASKA CUSTOM DIESEL DRIVERS TRAINING INC","OMAHA","NE","31","4","","","","9","3","3","2","1","","3","1","1","14243 C CIRCLE","68144","DOUGLAS","2","4023333883","CHARLES REECE","DIRECTOR"
"181376","NEBRASKA CHRISTIAN COLLEGE","NORFOLK","NE","31","4","12976","","","2","1","2","7","5","","1","1","1","1800 SYRACUSE","68701","MADISON","1","4023715960","RAY D. STITES","PRESIDENT"
"181385","BAHNER COLLEGE OF HAIRSTYLING","OMAHA","NE","31","4","","","","9","3","3","2","2","","3","1","1","10801 Q ST","68137","DOUGLAS","2","4025925925","TRACY STABBE","MGR"
"181394","UNIVERSITY OF NEBRASKA AT OMAHA","OMAHA","NE","31","4","2554","","","1","1","1","1","7","","1","1","1","60TH AND DODGE STREET","68182","DOUGLAS","2","4025542800","DEL WEBER","CHANCELLOR"
"181400","NEBRASKA COLLEGE OF BUSINESS","OMAHA","NE","31","4","","","","6","2","3","2","3","","2","1","1","3636 CALIFORNIA STREET","68131","DOUGLAS COUNTY","2","4025538500","DANIEL DEVERE","DIRECTOR"
"181419","NEBRASKA INDIAN COMMUNITY COLLEGE","WINNEBAGO","NE","31","4","29281","","","4","2","1","1","3","","2","1","1","PO BOX 752","68071","THURSTON","1","4028782414","THELMA THOMAS","PRESIDENT"
"181428","UNIVERSITY OF NEBRASKA MEDICAL CENTER","OMAHA","NE","31","4","6895","","","1","1","1","1","9","1","1","1","1","600 S 42ND ST","68198","DOUGLAS","2","4025594000","WILLIAM O. BERNDT","INTM CHANCELLOR"
"181437","NEBRASKA SCHOOL OF REAL ESTATE","LINCOLN","NE","31","4","","","","9","3","3","2","1","","3","1","1","225 N COTNER SUITE 106","68505","","1","4024671717","CRAIG LARABEE","PRESIDENT"
"181446","NEBRASKA WESLEYAN UNIVERSITY","LINCOLN","NE","31","4","2555","","","2","1","2","6","5","","1","1","1","5000 ST PAUL AVENUE","68504","LANCASTER","1","4024662371","JOHN W WHITE JR","PRESIDENT"
"181464","UNIVERSITY OF NEBRASKA AT LINCOLN","LINCOLN","NE","31","4","2565","","","1","1","1","1","9","1","1","1","1","14TH & R STREETS","68588","LANCASTER","1","4024727211","JOHN W. GOEBEL","INTM CHANCELLOR"
"181473","JOSEPHS COLLEGE OF BEAUTY","NORFOLK","NE","31","4","","","","9","3","3","2","2","","3","1","1","202 MADISON AVE","68701","MADISON","1","4023713358","BRUCE NIMS","C E O"
"181482","JOSEPH'S COLLEGE OF BEAUTY","NORTH PLATTE","NE","31","4","","","","9","3","3","2","2","","3","1","1","107 W SIXTH STREET","69101","LINCOLN COUNTY","3","3085324664","BRUCE B NIMS","CEO"
"181491","NORTHEAST COMMUNITY COLLEGE","NORFOLK","NE","31","4","11667","","","4","2","1","1","3","","2","1","1","801 E. BENJAMIN, P.O. BOX 469","687020469","MADISON","1","4023712020","ROBERT COX","PRESIDENT"
"181507","OMAHA COLLEGE OF HEALTH CAREERS","OMAHA","NE","31","4","","","","6","2","3","2","3","","2","1","1","1052 PARK AVENUE","68105","DOUGLAS","2","4023421818","WILLIAM STUCKEY","PRESIDENT"
"181534","PERU STATE COLLEGE","PERU","NE","31","4","2559","","","1","1","1","1","7","","1","1","1","RURAL ROUTE, BOX 10","684219751","NEMAHA","1","4028723815","ROBERT BURNS","PRESIDENT"
"181543","PLATTE VALLEY BIBLE COLLEGE","SCOTTSBLUFF","NE","31","4","","","","2","1","2","6","5","","1","1","1","BOX 1227 (305 E 16TH ST)","69361","SCOTTSBLUFF","3","3086326933","L D LEATHERMON","PRESIDENT"
"181561","RAILWAY EDUCATIONAL BUREAU","OMAHA","NE","31","4","","","","6","2","3","2","4","","2","1","1","1809 CAPITOL AVENUE","68102","DOUGLAS","2","4023464300","PAT KENTNER","DIRECTOR"
"181570","RANDALL SCHOOL OF REAL ESTATE","OMAHA","NE","31","4","","","","9","3","3","2","1","","3","1","1","11224 ELM ST","68144","DOUGLAS","2","4023333004","ARLYNE GESCHWENDER",""
"181589","INTERNATIONAL ACADEMY OF HAIR DESIGN","OMAHA","NE","31","4","","","","6","2","3","2","4","","2","1","1","202 SOUTH 73RD STREET","68114","DOUGLAS","2","4023938194","CONNIE COSENTINO",""
"181598","SAINT JOSEPH HOSPITAL SCHOOL OF RADIOLOGIC TECHN","OMAHA","NE","31","4","","","","6","2","3","2","4","","2","1","1","601 N 30TH STREET","68131","DOUGLAS","2","4024494540","CAROL J MCCORMICK","PROGRAM DIR"
"181604","COLLEGE OF SAINT MARY","OMAHA","NE","31","4","2540","","","2","1","2","4","5","","1","1","1","1901 S 72ND STREET","68124","DOUGLAS","2","4023992400","KENNETH NIELSEN","PRESIDENT"
"181631","SOUTHEAST COMMUNITY COLLEGE BEATRICE","BEATRICE","NE","31","4","2546","","","4","2","1","1","4","","2","1","1","RR2 BOX 35A","68310","GAGE","1","4022283468","KENNETH SHIBATA","CAMPUS DIR"
"181640","SOUTHEAST COMMUNITY COLLEGE LINCOLN CAMPUS","LINCOLN","NE","31","4","7591","","","4","2","1","1","3","","2","1","1","8800 O STREET","68520","LANCASTER","1","4024713333","JACK HUCK","CAMPUS DIRECTOR"
"181659","SOUTHEAST COMMUNITY COLLEGE MILFORD CAMPUS","MILFORD","NE","31","4","907591","","","4","2","1","1","3","","2","1","1","","68405","MILFORD","1","4027612131","THOMAS STONE","CAMPUS DIR"
"181668","SPENCER SCHOOL OF BUSINESS","GRAND ISLAND","NE","31","4","","","","6","2","3","2","3","","2","1","1","410 W SECOND ST","68802","HALL","3","3083828044","CONNIE COLLIN","DIRECTOR"
"181677","STEWART SCHOOL OF HAIRSTYLING","OMAHA","NE","31","4","","","","9","3","3","2","2","","3","1","1","1849 N 73RD ST","68114","DOUGLAS","2","4023900824","OWEN P. HALLEEN","SCHOOL DIR"
"181686","SOUTHEAST COMMUNITY COLLEGE AREA","LINCOLN","NE","31","4","29003","","","0","0","0","","","","1","1","1","8800 O STREET","68520","LINCOLN","1","4024713303","ROBERT EICHER","PRESIDENT"
"181710","TRAVEL CAREERS INSTITUTE","OMAHA","NE","31","4","","","","9","3","3","2","1","","3","1","1","9777 M STREET","68127","DOUGLAS","2","4023391200","CATHERINE CONNELL","DIRECTOR"
"181729","TREGO AVIATION","NORTH PLATTE","NE","31","4","","","","9","3","3","2","2","","3","1","3","BOX 1226","69101","","3","3085325864","",""
"181738","UNION COLLEGE","LINCOLN","NE","31","4","2563","","","2","1","2","6","5","","1","1","1","3800 SOUTH 48TH","68506","LANCASTER","1","4024882331","JOHN KERBS","PRESIDENT"
"181747","UNIVERSITY OF NEBRASKA CENTRAL ADMIN SYSTEM OFFICE","LINCOLN","NE","31","4","8025","","","0","0","0","","","","1","1","1","3835 HOLDREGE STREET","685830743","LANCASTER","1","4024722861","MARTIN A MASSENGALE","PRESIDENT"
"181756","UNIVERSAL TECHNICAL INSTITUTE","OMAHA","NE","31","4","","","","9","3","3","2","2","","3","1","1","902 CAPITOL AVENUE","68102","DOUGLAS","2","4023452422","IVAN ABDOUCH","PRESIDENT"
"181765","NEBRASKA COLLEGE OF TECHNICAL AGRICULTURE","CURTIS","NE","31","4","902565","","","4","2","1","1","3","","2","1","1","PO BOX 69","690250069","FRONTIER","3","3083674124","BILL SIMINOE","ASSOCIATE DEAN"
"181774","VALLEY AIRWAYS INCORPORATED","SCOTTSBLUFF","NE","31","4","","","","9","3","3","2","1","","3","1","1","R.R. 2 BOX 182J","69361","","3","3086351331","H W BAIRD","DIR OF OPS"
"181783","WAYNE STATE COLLEGE","WAYNE","NE","31","4","2566","","","1","1","1","1","8","","1","1","1","200 EAST 10TH","68787","WAYNE","1","4023757000","DONALD J MASH","PRESIDENT"
"181792","REGIONAL WEST MEDICAL CENTER SCH OF RAD TECHN","SCOTTSBLUFF","NE","31","4","","","","5","2","2","3","4","","2","1","1","4021 AVE 13","69361","SCOTTS BLUFF","3","3086301140","DAVID M NITSCHKE","CEO"
"181817","WESTERN NEBRASKA COMMUNITY COLLEGE","SCOTTSBLUFF","NE","31","4","2560","","","4","2","1","1","4","","2","1","1","1601 EAST 27TH ST NE","693611899","SCOTTS BLUFF","3","3086353606","JOHN N HARMS","PRESIDENT"
"181844","OMAHA COLLEGE OF BUSINESS","OMAHA","NE","31","4","","","","9","3","3","2","2","","3","1","1","117 NO 32 AVE","68131","OMAHA","2","4023464048","TERRY MURPHY","DIRECTOR"
"181853","YORK COLLEGE","YORK","NE","31","4","2567","","","2","1","2","7","5","","1","1","1","9TH & KIPLINGER","68467","YORK","1","4023624441","LARRY ROBERTS","PRESIDENT"
"181862","A-1TRUCK DRIVING TRAINING","BOULDER CITY","NV","32","8","","","","9","3","3","2","1","","3","1","1","1105 INDUSTRIAL RD","89005","CLARK","1","7022937335","GENE BREEDEN","OWNER/PRES"
"181880","ACADEMY OF HAIR DESIGN","LAS VEGAS","NV","32","8","","","","9","3","3","2","2","","3","1","1","4445 W. CHARLESTON  BLVD","89102","CLARK","1","7028781185","SANDY DUNHAM","DIRECTOR"
"181899","AERLEON","LAS VEGAS","NV","32","8","","","","9","3","3","2","1","","3","1","1","2772 NO RANCHO DR","89130","CLARK","1","7026476100","VICTORIA A PALUZZI","DIRECTOR"
"181905","ALL RITE TRADE SCHOOL","HENDERSON","NV","32","8","","","","9","3","3","2","1","","3","1","1","93 W LAKE MEAD DR","89015","CLARK","1","7025643124","LEONARD DE JORIA","DIRECTOR"
"181914","AMERICAN ACADEMY FOR CAREER EDUCATION","LAS VEGAS","NV","32","8","","","","9","3","3","2","2","","3","1","1","3120 E. DESERT INN RD","89121","","1","7027378611","",""
"181923","AMERICANA SCH OF REAL ESTATE","LAS VEGAS","NV","32","8","","","","9","3","3","2","1","","3","1","1","3790  PARADISE RD #190","89109","CLARK","1","7027968888","D MISCEVIC","PRESIDENT"
"181941","CAREER COLLEGE OF NORTHERN NEVADA","RENO","NV","32","8","","","","6","2","3","2","3","","2","1","1","1195-A CORPORATE BLVD","89502","WASHOE","2","7023290904","LARRY CLARK","PRESIDENT"
"182005","COMMUNITY COLLEGE OF SOUTHERN NEVADA","LAS VEGAS","NV","32","8","10362","","","4","2","1","1","4","","2","1","1","3200 EAST CHEYENNE AVENUE","89030","CLARK COUNTY","1","7026436060","PAUL MEACHAM","PRESIDENT"
"182050","EDUCATION DYNAMICS INSTITUTE","LAS VEGAS","NV","32","8","","","","6","2","3","2","3","","2","1","1","2635 N DECATUR BLVD","89108","CLARK","1","7026481522","LEROY D WILDER","PRESIDENT"
"182096","IKENDEO FLORAL ARTS","LAS VEGAS","NV","32","8","","","","9","3","3","2","1","","3","1","1","2162 N. LAMB BLVD","89110","LAS VEGAS NV","1","7024521920","MURIEL SCRIVNER","DIRECTOR"
"182111","INTERIOR DESIGN INSTITUTE","LAS VEGAS","NV","32","8","","","","9","3","3","2","1","","3","1","3","4225 S EASTERN STE 4","89119","CLARK","1","7023699944","",""
"182120","INTERNATIONAL DEALERS SCHOOL INC","LAS VEGAS","NV","32","8","","","","9","3","3","2","1","","3","1","1","1030 E TWAIN","89109","LAS VEGAS","1","7027339133","GARY MAHONEY","PRESIDENT"
"182148","PHILLIPS JUNIOR COLLEGE","LAS VEGAS","NV","32","8","","","","6","2","3","2","4","","2","1","1","3320 E FLAMINGO","89121","CLARK","1","7024340486","DENNIS DEL VALLE","PRESIDENT"
"182209","MARINELLO SCHOOLS OF BEAUTY","LAS VEGAS","NV","32","8","","","","9","3","3","2","2","","3","1","1","953 E SAHARA SUITE D20","89104","LAS VEGAS","1","7027966200","F. DUANE TURNEY","PRESIDENT"
"182227","CANTERBURY CAREER SCHOOLS","LAS VEGAS","NV","32","8","","","","9","3","3","2","1","","3","1","1","2215-C RENAISSANCE DRIVE","89119","CLARK","1","7027986929","EVAN CHAFFIN","DIRECTOR"
"182263","NEVADA SCHOOL OF DEALING","LAS VEGAS","NV","32","8","","","","9","3","3","2","2","","3","1","1","116 N THIRD ST","89101","CLARK","1","7023829128","JON R TURNER","PRESIDENT"
"182281","UNIVERSITY OF NEVADA-LAS VEGAS","LAS VEGAS","NV","32","8","2569","","","1","1","1","1","9","","1","1","1","4505 S MARYLAND PARKWAY","89154","CLARK","1","7027393011","ROBERT MAXSON","PRESIDENT"
"182290","UNIVERSITY OF NEVADA-RENO","RENO","NV","32","8","2568","","","1","1","1","1","9","1","1","1","1","","89557","WASHOE","2","7027844636","JOSEPH CROWLEY","PRESIDENT"
"182306","NORTHERN NEVADA COMMUNITY COLLEGE","ELKO","NV","32","8","6977","","","4","2","1","1","4","","2","1","1","901 ELM STREET","89801","ELKO","1","7027388493","RONALD REMINGTON","PRESIDENT"
"182315","NORTHERN NEVADA BEAUTY ACADEMY","SPARKS","NV","32","8","","","","9","3","3","2","2","","3","1","1","816 HOLMAN WAY","89431","WASHOE","2","7023559696","MAXINE ROWAN","DIRECTOR"
"182324","NORTHERN NEVADA REAL ESTATE SCHOOL","RENO","NV","32","8","","","","9","3","3","2","1","","3","1","1","3951 SO MCCARREN BLVD","89502","WASHOE","2","7028291055","ROBERT BRASELTON","DIR/OWNER"
"182351","NV SCH OF INSURANCE & REAL ESTATE INC.","RENO","NV","32","8","","","","9","3","3","2","1","","3","1","1","904 W. 7TH STREET SUITE 102","89503","WASHOE","2","7023296226","",""
"182397","PRATER WAY COLLEGE OF BEAUTY","SPARKS","NV","32","8","","","","9","3","3","2","2","","3","1","1","1627 PRATER WAY","89431","WASHOE","2","7023556677","EDWINA CRYER","PRESIDENT"
"182412","QUEEN BEE FLORAL DESIGN SCHOOL","LAS VEGAS","NV","32","8","","","","9","3","3","2","1","","3","1","1","3342 S SANDHILL RD","89121","","1","7024514022","",""
"182430","MORRISON COLLEGE/RENO BUSINESS COLLEGE","RENO","NV","32","8","10098","","","6","2","3","2","3","","2","1","1","140 WASHINGTON ST","89503","WASHOE","2","7023234145","RICHARD F. THOMAS,","PRESIDENT"
"182449","RENO TAHOE GAMING ACADEMY","RENO","NV","32","8","","","","9","3","3","2","1","","3","1","1","133 N SIERRA ST ROOM #219","89501","WASHOE","2","7023295665","PAMELA SCHWIER","DIRECTOR"
"182458","SIERRA NEVADA COLLEGE","INCLINE VLG","NV","32","8","9192","","","2","1","2","3","6","","1","1","1","P O BOX 4269","89450","WASHOE","2","7028311314","BEN SOLOMON","PRESIDENT"
"182476","SILVER STATE BEAUTY COLLEGE INC","SPARKS","NV","32","8","","","","9","3","3","2","2","","3","1","1","588 NORTH MC CARRAN BLVD","89431","WASHOE","2","7023568118","ROSALIE EVANS","PRESIDENT"
"182485","SOUTHERN NEVADA UNIVERSITY OF COSMETOLOGY","LAS VEGAS","NV","32","8","","","","9","3","3","2","2","","3","1","1","3430 E TROPICANA AVE","89121","CLARK","1","7024586333","NICHOLAS HLOROS",""
"182500","TRUCKEE MEADOWS COMMUNITY COLLEGE","RENO","NV","32","8","21077","","","4","2","1","1","4","","2","1","1","7000 DANDINI BOULEVARD","89512","WASHOE COUNTY","2","7026737000","JOHN W GWALTNEY","PRESIDENT"
"182519","UNIVERSITY OF NEVADA-SYSTEM OFFICE","RENO","NV","32","8","8026","","","0","0","0","","","","1","1","1","2601 ENTERPRISE RD","89512","WASHOE","2","7027844901","MARK DAWSON","CHANCELLOR"
"182564","WESTERN NEVADA COMMUNITY COLLEGE","CARSON CITY","NV","32","8","10363","","","4","2","1","1","3","","2","1","1","2201 W NYE LANE","89703","CARSON CITY","1","7028873000","ANTHONY CALABRO","PRESIDENT"
"182582","WHITE LIGHTING SCHOOL OF BARTENDING","SPARKS","NV","32","8","","","","9","3","3","2","1","","3","1","1","248 21ST ST","89431","SPARKS","2","7023589283","BILL J FARRELL","DIRECTOR"
"182591","WORLD TRAVEL INSTITUTE","LAS VEGAS","NV","32","8","","","","9","3","3","2","1","","3","1","1","150 S DECATUR","89107","LAS VEGAS","1","7028707394","SHARON REED",""
"182616","CARTER SCHOOL OF ESTIMATING","HUDSON","NH","33","1","","","","9","3","3","2","2","","3","1","1","22 SULLIVAN ROAD","3051","HILLSBOROUGH","2","6038830739","HARRY G CARTER",""
"182625","CASTLE COLLEGE","WINDHAM","NH","33","1","9245","","","5","2","2","4","3","","2","1","1","SEARLES ROAD","030871297","ROCKINGHAM","1","6038936111","SHEILA GARVEY","PRESIDENT"
"182634","COLBY-SAWYER COLLEGE","NEW LONDON","NH","33","1","2572","","","2","1","2","3","5","","1","1","1","MAIN STREET","03257","","2","6035262010","DR PEGGY L STOCK","PRESIDENT"
"182652","CONTINENTAL ACADEMIE OF HAIR DESIGN","HUDSON","NH","33","1","","","","9","3","3","2","2","","3","1","1","102 DERRY ST PO BOX 2","03051","HILLSBORO","2","6038891614","SYLVIA DONAH","BUSINESS MGR"
"182661","DANIEL WEBSTER COLLEGE","NASHUA","NH","33","1","4731","","","2","1","2","3","5","","1","1","1","20 UNIVERSITY DRIVE","030631699","HILLSBOROUGH","2","6038833556","HANNAH MCCARTHY","PRESIDENT"
"182670","DARTMOUTH COLLEGE","HANOVER","NH","33","1","2573","","","2","1","2","3","9","1","1","1","1","","03755","GRAFTON","2","6036461110","JAMES O FREEDMAN","PRES"
"182689","DINO HAIR DESIGN SCHOOL","NASHUA","NH","33","1","","","","9","3","3","2","2","","3","1","1","11 FACTORY STREET","3060","","2","6038827541","JOHN PACHECK",""
"182698","EAST COAST ENTERPRISES WELDER TRAINING CENTER","RYE","NH","33","1","","","","9","3","3","2","1","","3","1","1","P.O. BOX # 317","03870","ROCKINGHAM","1","6034362523","DELTON RECORD","ADM"
"182704","EMPIRE BEAUTY SCHOOL","LACONIA","NH","33","1","","","","9","3","3","2","1","","3","1","1","376 COURT ST","3246","","1","6035244829","",""
"182722","EMPIRE BEAUTY SCHOOL","DOVER","NH","33","1","","","","9","3","3","2","1","","3","1","1","328 CENTRAL AVE","03820","STRAFFORD","1","6037420281","NORMAN LANGLOIS","CEO"
"182740","FERNS FLYING SERVICE","CONCORD","NH","33","1","","","","9","3","3","2","1","","3","3","3","CONCORD AIRPORT","03301","","2","6032244033","JOHN W FERNS","PRES CHIEF PILO"
"182795","FRANKLIN PIERCE COLLEGE","RINDGE","NH","33","1","2575","","","2","1","2","3","5","","1","1","1","COLLEGE RD","03461","CHESHIRE","2","6038995111","WALTER PETERSON","PRESIDENT"
"182829","FRANKLIN PIERCE LAW CENTER","CONCORD","NH","33","1","20979","","","2","1","2","3","7","1","1","1","1","2 WHITE STREET","03301","MERRIMACK","2","6032281541","R RINES","PRESIDENT"
"182838","HALLMARK TRAVEL INSTITUTE","EXETER","NH","33","1","","","","9","3","3","2","1","","3","1","1","81 WATER STREET","3833","","1","6037787809","",""
"182865","HESSER COLLEGE","MANCHESTER","NH","33","1","4729","","","6","2","3","2","3","","2","1","1","3 SUNDIAL AVENUE","03103","HILLSBOROUGH","2","6036686660","LINWOOD GALEUCIA","PRESIDENT"
"182892","KEENE BEAUTY ACADEMY","KEENE","NH","33","1","","","","9","3","3","2","1","","3","1","1","27 MECHANIC ST","03431","CHESHIRE","2","6033573736","JOANNE H STARK","OWNER"
"182908","LEBANON COLLEGE","LEBANON","NH","33","1","","","","5","2","2","3","3","","2","1","1","ONE COURT ST SUITE 200","3766","CITY OF LEBANON","2","6034482445","JAN CHAPMAN","PRESIDENT"
"182917","MAGDALEN COLLEGE","WARNER","NH","33","1","22233","","","2","1","2","4","5","","1","1","1","TORY HILL ROAD, RFD #2 BOX 375","032789206","MERRIMACK","2","6034562656","JOHN MEEHAN","PRESIDENT"
"182926","MASTER BARTENDERS SCHOOL","NEWMARKET","NH","33","1","","","","9","3","3","2","1","","3","1","1","84 MAIN STREET","03857","ROCKINGHAM","1","6036593718","D ALONZO","PROP"
"182935","MASTER BARTENDERS SCHOOL","MANCHESTER","NH","33","1","","","","9","3","3","2","1","","3","1","1","404 CHESTNUT ST.","13101","ROCKINGHAM","1","6036593718","D ALONZO","PROP"
"182944","MCINTOSH COLLEGE","DOVER","NH","33","1","4730","","","6","2","3","2","4","","2","1","1","23 CATARACT AVENUE","03820","STRAFFORD","1","6037423518","ROBERT DECOLFMACKER","PRESIDENT"
"182953","MICHAEL'S SCHOOL OF HAIR DESIGN","MANCHESTER","NH","33","1","","","","9","3","3","2","2","","3","1","1","533 ELM STREET","03101","MANCHESTER","1","6036684300","MICHAEL G KAPOS","OWNER"
"182971","NEW CANAAN ACADEMY INC","CANAAN","NH","33","1","","","","8","3","2","3","1","","3","1","1","CANAAN ST","03741","GRAFTON","2","6035234385","DENEAL AMOS","DIRECTOR"
"182980","NEW ENGLAND COLLEGE","HENNIKER","NH","33","1","2579","","","2","1","2","3","7","","1","1","1","7 MAIN STREET","03242","MERRIMACK","2","6034282211","WILLIAM R. O'CONNEL","PRESIDENT"
"182999","NEW ENGLAND SCHOOL OF HAIR DESIGN INCORPORATED","W LEBANON","NH","33","1","","","","9","3","3","2","1","","3","1","1","INTERCHANGE DR","03784","GRAFTON","2","6032985199","GARY TROTTIER","PRES"
"183026","NEW HAMPSHIRE COLLEGE","MANCHESTER","NH","33","1","2580","","","2","1","2","3","8","","1","1","1","2500 N RIVER ROAD","03106","HILLSBOROUGH COUNTY","1","6036682211","RICHARD A GUSTAFSON","PRESIDENT"
"183035","NEW HAMPSHIRE INSTITUTE FOR THERAPUTIC ARTS","HUDSON","NH","33","1","","","","9","3","3","2","2","","3","1","3","153 LOWELL ROAD","03051","","2","6038823022","",""
"183044","UNIVERSITY OF NEW HAMPSHIRE-MAIN CAMPUS","DURHAM","NH","33","1","2589","","","1","1","1","1","9","","1","1","1","THOMPSON HALL","03824","STRAFFORD","1","6038621234","DALE F NITZSCHKE","PRESIDENT"
"183062","KEENE STATE COLLEGE","KEENE","NH","33","1","2590","","","1","1","1","1","7","","1","1","1","229 MAIN","03431","CHESHIRE COUNTY","2","6033521909","JUDITH STURNICK","PRESIDENT"
"183071","UNIVERSITY OF NEW HAMPSHIRE AT MANCHESTER","MANCHESTER","NH","33","1","29273","","","1","1","1","1","5","","1","1","1","HACKETT HILL RD","03102","","1","6036680700","LEWIS ROBERTS JR","DEAN"
"183080","PLYMOUTH STATE COLLEGE","PLYMOUTH","NH","33","1","2591","","","1","1","1","1","7","","1","1","1","","03264","GRAFTON","2","6035355000","WILLIAM FARRELL","PRESIDENT"
"183099","NEW HAMPSHIRE TECHNICAL INSTITUTE","CONCORD","NH","33","1","2581","","","4","2","1","1","3","","2","1","1","INSTITUTE DRIVE, PO BOX 2039","033022039","MERRIMACK","2","6032251800","DAVID LARRABEE","PRESIDENT"
"183105","NEW HAMPSHIRE TECHNICAL COLLEGE AT BERLIN","BERLIN","NH","33","1","5291","","","4","2","1","1","3","","2","1","1","2020 RIVERSIDE DRIVE","03570","COOS","2","6037521113","ALEX EASTON","PRESIDENT"
"183114","NEW HAMPSHIRE TECHNICAL COLLEGE AT CLAREMONT","CLAREMONT","NH","33","1","7560","","","4","2","1","1","3","","2","1","1","ONE COLLEGE DRIVE","03743","SULLIVAN","2","6035427744","WILLIS S. REED","PRESIDENT"
"183123","NEW HAMPSHIRE TECHNICAL COLLEGE AT LACONIA","LACONIA","NH","33","1","7555","","","4","2","1","1","3","","2","1","1","PRESCOTT HILL, ROUTE 106","03246","BELKNAP","1","6035243207","JANE POWER KILCOYNE","PRESIDENT"
"183132","NEW HAMPSHIRE TECHNICAL COLLEGE AT MANCHESTER","MANCHESTER","NH","33","1","2582","","","4","2","1","1","3","","2","1","1","1066 FRONT STREET","03102","HILLSBOROUGH","1","6036686706","RICHARD MANDEVILLE","PRESIDENT"
"183141","NEW HAMPSHIRE TECHNICAL COLLEGE AT NASHUA","NASHUA","NH","33","1","9236","","","4","2","1","1","3","","2","1","1","505 AMHERST STREET","030612052","NASHUA","2","6038826923","ROBERT BLOOMFIELD","PRESIDENT"
"183150","NEW HAMPSHIRE TECHNICAL COLLEGE AT STRATHAM","STRATHAM","NH","33","1","2583","","","4","2","1","1","3","","2","1","1","277R PORTSMOUTH AVE","03885","ROCKINGHAM COUNTY","1","6037721194","CHARLES GREEN","PRESIDENT"
"183169","NOTRE DAME COLLEGE","MANCHESTER","NH","33","1","2584","","","2","1","2","4","7","","1","1","1","2321 ELM STREET","03104","HILLSBOROUGH","1","6036694298","CAROL DESCOTEAUX","PRESIDENT"
"183178","NEW ENGLAND SCHOOL OF BUSINESS SERVICES","LONDONDERRY","NH","33","1","","","","9","3","3","2","1","","3","1","1","136 HARVEY RD","30530","ROCKINGHAM","1","6034342288","DIANE PARESSO","PRESIDENT"
"183202","PORTSMOUTH BEAUTY SCHOOL OF HAIR DESIGN","PORTSMOUTH","NH","33","1","","","","9","3","3","2","2","","3","1","1","138 CONGRESS STREET","038014084","ROCKINGHAM","1","6034367775","NORMAN NARDELLO","PRESIDENT"
"183211","RIVIER COLLEGE","NASHUA","NH","33","1","2586","","","2","1","2","4","8","","1","1","1","429 MAIN STREET","03060","","2","6038881311","JEANNE PERREAULT","PRESIDENT"
