unitid,calsys,crsloc1,crsloc2,crsloc3,crsloc4,crsloc5,crsloc6,facloc1,facloc2,facloc3,facloc4,facloc5,facloc6,facloc7,facloc8,facloc9,facloc10,mili,mil1insl,mil2insl,admreq1,admreq2,admreq3,admreq4,admreq5,admreq6,admreq7,admreq8,admreq9,admreq10,admreq11,admreq12,admreq13,yrscol,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,mode10,mode11,mode12,mode13,mode14,stusrv1,stusrv2,stusrv3,stusrv4,stusrv5,stusrv6,stusrv7,stusrv8,stusrv9,libfac,libshar1,libshar2,libshar3
"166948","1","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","1","","","","","1","","","","","","","1","","","","","","1","1","","1","","","1","","","1","","",""
"166957","1","1","","","1","","","1","1","1","1","1","1","1","1","","1","1","1","","","1","","","","","","","1","1","1","1","1","","1","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"166975","1","1","","","","","","1","","","","1","","","","","","2","","","","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","3","","",""
"166984","1","1","1","1","","","","1","","","","","","","","","","2","","","","1","1","1","1","","1","","1","","1","","1","","","","","","","","1","","","","","","","1","","1","1","1","","1","1","","","1","","",""
"167020","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","","","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"167039","5","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","","","1","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"167048","6","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","1","","","","","","","","3","","",""
"167057","1","1","","","1","","","1","","","","","1","","","","","2","","","","1","","1","","","","","1","","","","1","","","1","","","","","","","","","","","","1","1","1","1","1","1","","1","","","1","","",""
"167084","","1","","","","","","1","","","","1","","","","","","2","","","","","","1","","","1","","1","1","","","","","","1","","","","","","","","","","","","","1","","","1","","","","","","1","","",""
"167093","2","1","1","1","","","","1","","","1","1","","","","","","1","1","1","1","","","","","","","","","","","","","3","","1","","","","","","","","","","","","","1","1","","1","","","1","","","1","","",""
"167136","6","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","1","1","","","","","1","","","3","","",""
"167172","2","1","","","","","","1","","","","1","","","","","","2","","","","1","","","","","1","","1","","1","","1","","","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"167181","7","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","1","","1","4","","1","","","","","","","","","","","","","","1","","","","","","","","1","","",""
"167215","1","1","","","1","","","1","","","","","1","","","","","2","","","","","","1","","","1","","","","1","","","4","","1","","","","","","","","","","","","","","1","1","1","1","1","1","","","1","","",""
"167224","3","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","1","1","1","","","","","","","","",""
"167251","1","1","","","1","","","1","","","","1","1","","","","1","2","","","","1","1","","","","","","1","","1","","","","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"167260","1","1","","","","","","1","","","","1","1","","","","","2","","","","1","1","1","1","1","","","","","1","","","","1","","","","","","","1","","","","","","","1","1","1","1","","","1","","","1","","",""
"167288","1","1","","","1","","","1","","","","1","1","","","","1","2","","","","1","1","1","1","","","","","","","","","","1","1","","","","","","","","","","","","1","1","1","1","1","","","1","1","","1","","",""
"167297","5","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","1","1","","","","","","","","","","1","","","","","","","1","","1","1","1","","","1","","","1","","",""
"167312","1","1","","","1","","","1","1","1","1","1","1","1","1","","1","2","","","","1","","","","","","","","","","1","","","1","1","1","","1","","","","","1","","1","","","1","1","1","1","1","1","1","","","1","","",""
"167321","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","","","","1","","","","1","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"167330","7","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","1","","","","","","","","","","","1","","","","","","","","","1","1","1","","","","","","1","","",""
"167358","2","1","","","1","","","1","","","","","1","","","","","2","","","","1","1","1","1","1","","","","","1","","","","1","1","1","","1","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"167376","1","1","","","1","","","1","","1","1","1","1","","1","1","1","2","","","","1","","","","","","1","1","","1","","1","","1","1","1","","1","","","","","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"167394","1","1","1","1","1","","1","1","","1","","1","1","","","","","2","","","","1","1","1","1","1","","","1","","1","","1","","","1","","","","","","1","1","","","","","","1","1","1","1","","","1","","","1","","",""
"167437","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","","","1","","","1","","","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"167446","5","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","",""
"167455","1","1","","1","1","","1","1","","","","","1","","","","","2","","","","1","1","1","1","1","","1","1","","1","","","","","","","","","","1","","","","","","","1","1","1","1","1","","","1","","","1","","",""
"167464","1","1","","","1","","","1","","","","","1","","","","","2","","","1","","","","","","","","","","","","","4","","1","","","","","","","","","","","","","1","1","","","","","","","","1","","",""
"167516","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","","","1","","","1","","","","","","","","","","","","","","","","1","","","","","","1","","",""
"167525","1","1","","","1","","","1","","1","1","","1","","1","","","1","1","","","1","","","","","","","","","1","","","","1","1","","","","","","","","","","","","1","1","1","1","1","","","1","1","","1","","",""
"167534","1","1","","","1","","","1","","1","","1","1","","","","1","2","","","","1","","","","","","","1","","1","1","","","1","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"167543","2","","","","1","","","","","","","","1","","","","","2","","","","1","","1","","","1","","","1","","","","","","","","","","","","","1","","","","","","","","1","1","","","1","","","1","","",""
"167561","1","1","","","","","","1","","","","","","","","","","2","","","","1","1","1","1","","","","","","1","","1","","","","","","","","1","","","","","","","1","1","1","1","1","1","1","1","1","","","","",""
"167589","7","1","","","","","","","","","","1","","","","","","2","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","1","3","","",""
"167598","1","1","","","","","","1","","","","","","","","","","2","","","","1","1","1","1","1","","","","","1","","1","","","1","","","","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"167613","5","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","1","","","","","","1","","",""
"167631","1","1","","","1","","","1","","1","","","1","","1","","1","2","","","","1","","","","","","1","1","1","1","1","","","1","1","","","","","","","","","","","","","1","1","1","1","","","1","1","","1","","",""
"167668","1","1","","","1","","","1","","1","","","1","","","","","2","","","","1","1","1","1","","","","","","1","","","","","","","","","","1","","1","","","","","","","1","1","","","","","","","1","","",""
"167677","1","1","","","1","","","1","","","","","1","","","","","2","","","","1","","1","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","",""
"167729","1","1","","","1","","","1","","1","","","1","","1","","","2","","","","1","1","1","1","","","","","","1","","1","","1","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"167738","2","1","1","","","","","1","","","","1","","","","","","2","","","","1","","","","","1","","1","","1","","1","","","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"167747","1","1","","","","","","1","","","","","","","","","","2","","","","1","1","","","","","","1","","","","1","","1","1","","","","","1","","","","","","","","","1","1","1","","","","","","1","","",""
"167774","1","1","","1","","","","1","","","","1","","","","","","2","","","","1","1","1","1","1","","","1","1","1","1","1","","","","","","","","1","","","","","","","","","1","","","","1","1","","","1","","",""
"167783","1","1","","","","","","1","","","","1","","","","","","2","","","","1","1","1","1","1","","","","","1","","1","","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"167792","1","1","","","","","","1","","","","","","","","","","2","","","","","","1","1","1","","","1","","1","","1","","1","1","","","","","","","","","","","","","","1","","","1","1","1","","","1","","",""
"167808","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","1","","1","1","","1","","","3","","",""
"167826","5","1","1","1","","","","1","1","","","1","","","","","","2","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","3","","",""
"167835","1","1","","1","1","","","1","","","","","1","","","","","2","","","","1","1","1","1","1","","","1","","1","","","","","","","","","","1","","","","","","","1","","1","1","1","1","1","1","","","1","","",""
"167853","1","1","1","","","","","1","","","","","","","","","","2","","","","1","","1","1","","","","","","","","","","","","","","","","1","","1","","","","","1","1","1","","","","","","","","1","","",""
"167862","3","1","","","","","","1","","","","","","","","","","2","","","","1","1","1","1","","","","1","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","","",""
"167871","1","1","","","1","","","1","","","","","1","","","","","2","","","","1","","1","","","1","1","","","","","","","","","","","","","1","","","","","","","1","","1","1","1","","","1","","","1","","",""
"167899","1","1","1","","1","","","1","","1","","1","1","","","1","","2","","","","1","1","1","1","","","","1","","1","","","","1","1","","","","","","1","1","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"167905","1","1","","","1","","","1","","1","","","1","","1","","","2","","","","1","","","","","","","","","1","1","","","1","1","","","","","","1","","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"167987","1","1","1","","1","","","1","","1","1","","1","","","","1","1","1","","","1","1","1","1","","","","1","","1","","1","","","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"167996","1","1","","","","","","1","","","","","","","","","","2","","","","1","1","1","1","1","","","1","","1","","","","","1","","","","","","","","","","","","","","1","1","1","","","1","","","1","","",""
"168005","1","1","","1","1","","","1","","","","","1","","","","","2","","","","1","1","1","1","","","","","","1","","","","1","1","","","","","","1","1","","","","","","1","1","1","1","1","1","1","","","1","","",""
"168032","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","","","1","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"168078","3","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","1","","","","1","","1","","","","","","","","","","","","","","","","","","1","","","","","","","1","","",""
"168096","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","",""
"168111","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","1","","","1","","","","1","","","","","","","","","","","","","","","1","","","1","","","1","","",""
"168120","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","","1","","","","","","","","","","1","","","","","","","","1","1","","1","","","","","","1","","",""
"168148","1","1","","1","1","","","1","","","","1","1","","","","","2","","","","1","1","1","1","","1","","","","1","","1","","1","1","","","","","","1","1","","","","","","","1","1","1","1","1","1","","","1","","",""
"168175","6","1","","","","","","","","","1","","","","","","","2","","","1","","","","","","","","","","","","","3","","1","","","","","","","","","","","","","1","1","","","","","","1","","1","","",""
"168218","1","1","","","","","","1","","","","","","","","","","2","","","","1","1","1","1","1","1","","1","","1","","1","","","","","","","","1","","","","","","","1","","1","1","1","1","1","1","","","1","","",""
"168227","1","1","","","1","","","1","","","","1","1","","","","1","2","","","","1","1","1","1","1","","","1","","1","","","","1","","","","","","","","","","","","","1","1","1","1","1","","","","","","1","","",""
"168254","1","1","1","","1","1","","1","","","1","1","1","","","","1","1","1","","","1","1","1","1","","","","","","1","","","","","1","","","","","","","","","","","","1","","1","1","1","1","1","1","","","1","","",""
"168263","1","1","","","1","","","1","","1","1","","1","","1","","","2","","","","1","1","1","1","","","","1","","1","","1","","1","1","","","","","","1","1","","","","","","1","1","1","1","1","1","1","","","1","","",""
"168272","1","1","","","1","","","1","","","","","1","","","","","2","","","1","","","","","","","","","","","","","4","","1","","","","","","","","","","","","","","1","","1","","","1","","","2","165705","",""
"168281","1","1","","","","","","1","","","","","","","","","","2","","","","1","1","1","1","1","1","","1","","1","","","","","","","","","","1","1","1","","","","","","1","1","1","1","1","1","1","","","1","","",""
"168290","1","1","","1","1","","","1","","","","1","1","","","","1","2","","","","1","1","1","1","","","","1","","1","","","","","1","","","","","","1","","","","","","","","1","1","1","1","1","1","","","1","","",""
"168342","4","1","1","1","","","","1","","","","1","","","","","","2","","","","1","1","1","1","1","","","1","","1","","1","","","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"168421","7","1","1","1","1","","","1","","","","1","1","","","","1","2","","","","1","1","1","1","1","1","","","","1","","1","","","1","","","","","","1","1","","","","","","","1","1","1","","","1","","","1","","",""
"168430","1","1","","","1","","","1","","1","1","1","1","","1","1","1","2","","","","","","1","1","","","","1","","1","","1","","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"168476","5","1","","","","","","1","","","","1","","","","","","2","","","","1","1","1","","","1","","1","","1","","1","","","1","","","","","","","","","","","","","1","1","1","","","","1","","","1","","",""
"168519","5","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","","","1","1","","","","","","1","","","","","","","","","","","","","","1","1","1","","","1","","","1","","",""
"168528","1","1","","","","","","1","","","","","","","","","","2","","","","1","1","1","1","1","","","1","","1","","","","1","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","1","","",""
"168546","1","1","","","","","","1","","","","","","","","","","2","","","","1","1","1","1","1","","","","","1","","","","1","1","","","","","","","","","","","","1","1","1","1","1","","","1","","","1","","",""
"168555","7","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"168573","1","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","1","","","","","","","","","","","1","","","","","","","","","1","","1","","","1","","","1","","",""
"168591","7","1","1","1","","","","1","","","","","","","","","","2","","","","1","1","1","1","1","","","1","","1","","","","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"168607","1","1","","","1","","","1","","","1","1","1","","","1","1","2","","","","1","","","","","","","1","","1","","1","","1","1","1","","1","","","","","","","","","1","1","1","1","1","1","1","1","","","1","","",""
"168616","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","3","","",""
"168661","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"168704","6","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","1","3","","",""
"168722","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","","","1","","","","","","","","1","","","","","","","","1","","","1","","","","","","1","","",""
"168740","2","1","1","1","1","1","","1","","","","1","1","","","","1","2","","","","1","","1","","1","","","1","","1","1","","","","1","","","","","","","","","","","","","1","1","1","1","","","1","1","","1","","",""
"168777","2","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","3","","",""
"168786","1","1","","","","","","1","","1","","1","1","","","","1","2","","","","1","1","1","1","1","","","1","","1","","","","1","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"168838","2","1","","","1","","","1","","","","","1","","","","","2","","","","1","","","","","","","1","","","","","","1","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"168847","2","1","","","1","","","1","","","","1","1","","","","1","2","","","","1","","","","","","","1","","","","","","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"168883","1","1","","","1","","","1","","1","","","1","","1","","","2","","","","1","","","","","","","1","","1","1","","","1","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"168892","5","1","","","","","","1","","","","","","","","","","2","","","","1","1","","","","","1","","1","","","1","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"168944","2","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","","","","1","","1","1","","","","","","","","","","","","","1","","","1","","","1","","","1","","",""
"169017","1","1","","","1","","","1","","","","","1","","","","","2","","","","1","","1","1","1","1","","1","","","","","","1","1","","","","","","","","","","","","","1","1","1","","","","","","","1","","",""
"169035","5","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","1","","",""
"169062","7","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","1","3","","",""
"169071","5","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","1","","1","","","","1","","","","","","","","","","","","","","1","1","1","","","1","","","1","","",""
"169080","4","1","","","","","","1","","","","1","","","","","","2","","","","1","1","1","1","1","","","","","1","","","","","1","","","","","","","","","","","","","1","1","1","1","1","1","1","","","2","169099","",""
"169099","2","1","1","","1","1","","1","","","","1","1","","","","1","2","","","","","","","","","","","","","1","1","","4","1","1","","","","","","","1","","","","","","","1","1","","","","1","","","2","169080","",""
"169141","5","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","","1","","","1","1","","","","","","","","","","","","","1","1","","","","","","","","1","","",""
"169169","5","1","1","","","","","1","1","1","1","1","","","","","","2","","","","1","","1","","","","1","1","1","","1","","","1","1","","","","","","","","","","","","","1","1","1","1","","","1","1","","1","","",""
"169187","2","1","","","","","","1","","","","","","","","","","2","","","","1","1","1","","","1","","","","","","1","","","1","","","","","","","","","","","","","1","1","1","1","","","1","","","1","","",""
"169220","1","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","","","","","","6","","","","","","","1","","","","","","","1","","","","","","","","","1","1","","",""
"169248","1","1","1","1","1","","","1","","1","1","","1","","1","1","","1","1","","","1","1","1","","1","","","1","","1","","","","1","1","1","1","","","","","","","","","","1","1","1","1","1","1","1","1","","","1","","",""
"169275","1","1","1","","1","","","1","","1","","1","1","","1","","1","2","","","","1","","","","","","","","1","","1","","","1","1","1","","1","","","","","","","","","1","1","1","1","1","1","1","1","","","1","","",""
"169284","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","1","1","1","","","1","","","","","",""
"169327","2","1","","","1","","","1","1","1","","","1","","","","1","2","","","","1","","","","","","","1","","1","","1","","1","1","","","","","","","","","","","","","1","1","1","1","","","1","1","","1","","",""
"169336","6","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","1","3","","",""
"169363","1","1","","","1","","","1","","","1","1","1","","","","1","2","","","","1","","1","1","1","1","","1","","1","","","","1","1","1","1","","","","","1","","","","","","1","1","1","1","1","","1","","","1","","",""
"169424","1","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","1","","","","","","","","1","","",""
"169442","1","1","","","1","","","1","","","","","1","","1","","","2","","","","1","","1","1","1","1","","1","","1","","1","","1","","","","","","","","","","","","","1","1","1","1","1","","1","1","","","1","","",""
"169460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","",""
"169479","2","1","","","1","","","1","","1","","1","1","","","","1","2","","","","1","","","","","","","","","1","1","","","1","1","","","","","","","","","","","","1","1","1","1","1","","","1","","","1","","",""
"169488","2","1","1","","1","","","1","","1","1","1","1","","","","1","1","1","","","1","","","","","","","","","1","1","1","","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"169497","2","1","","","1","","","1","","1","","1","1","","","","1","1","1","","","1","","","","","","","","","1","1","","","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"169503","7","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","1","1","","","1","","","1","","",""
"169521","1","1","1","","1","","","1","","1","","1","1","","1","","1","2","","","","1","","","","","","","1","1","1","1","","","1","1","1","","1","","","","","1","","1","","","1","1","1","1","1","1","1","1","","1","","",""
"169549","1","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","","","","4","","","","","","","1","","","","","","","","","1","1","1","","","1","","","1","","",""
"169558","5","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","","","","","","","","","","","","1","","","","","","","","","1","1","1","1","","1","","","3","","",""
"169576","2","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","","","","","","","","","","","","1","","","","","","","","","1","1","1","","","1","","","3","","",""
"169594","2","1","","","1","","","1","","","","1","1","","","","1","2","","","","1","","","","","","","","","1","","","","1","1","","","","","","","","","","","","1","1","1","1","1","","","1","","","1","","",""
"169600","2","1","","","1","","","1","","1","","1","1","","","","1","1","1","","","1","","","","","","","","","1","","","","1","1","","","","","","","","","","","","1","1","1","1","1","","","1","1","","1","","",""
"169619","2","1","","","1","","","1","","1","","1","1","","","","1","2","","","","1","","","","","","","","","1","","","","1","1","","","","","","","","","","","","1","1","1","1","1","","","1","1","","1","","",""
"169628","1","1","","","1","","","1","","","","1","1","","","","1","2","","","1","","","","","","","","","","","","","4","","1","","","","","","1","","","","","","","","1","1","1","1","1","1","","","1","","",""
"169655","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","","","","","","","","","","","","1","","","","","","","1","","","1","1","","","1","","","1","","",""
"169716","1","1","1","1","1","","","1","","1","","1","1","","","","1","2","","","","1","1","1","1","1","","","1","","1","","","","1","1","","","","","","","","","","","","","1","1","1","1","","","1","1","","1","","",""
"169734","2","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","1","1","1","1","1","","","3","","",""
"169761","2","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","1","1","1","1","1","","","3","","",""
"169789","5","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","","1","","","","","","","","","1","","","","","","","","","","","","","","","","1","3","","",""
"169798","1","1","1","1","1","1","1","1","","1","","1","1","","1","","1","2","","","","1","","1","1","1","","","","1","1","","","","1","1","1","1","","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"169804","6","1","1","1","","","","","","","","1","","","","","","2","","","","","","","","","","","","","","1","","","","","1","1","","","","","","","","","","","","1","","","","","","","","3","","",""
"169813","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","1","","1","","","1","","","1","","",""
"169831","1","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","","","","","","","","","","","","1","","","","","","","","","1","1","1","","","1","","","3","","",""
"169840","7","1","","","","","","1","","","","1","","","","","","2","","","","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","1","","","","","","1","","","3","","",""
"169868","7","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","","","1","1","","","","","","","","","","","1","","","","","","","","","1","","1","","","1","","","1","","",""
"169886","2","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","1","","","","","","","","","","","1","","","","","","","","","1","1","1","","","","","","1","","",""
"169910","1","1","","","1","","","1","","1","","1","1","","1","","1","2","","","","1","","","","1","","","1","","1","","","","1","1","","","","","","1","","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"169938","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"169947","7","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"169974","1","1","1","","1","1","","1","","1","1","1","1","","1","1","1","2","","","","1","","1","1","1","1","","","","1","1","","","1","1","1","1","","","","","","","","","","1","1","1","1","1","1","1","1","","","1","","",""
"169983","1","1","1","1","1","","","1","","","","1","1","","","","1","2","","","","1","1","1","1","1","","","","","1","","","","1","","","","","","","1","","","","","","","1","1","1","1","","","1","","","1","","",""
"169992","1","1","","","1","","","1","","1","","1","1","","1","","1","2","","","","1","1","1","","1","","","1","","1","1","1","","1","1","1","","1","","","","","","","","","1","1","1","1","1","1","1","1","","","1","","",""
"170000","1","1","","","","","","1","","","","","","","","","","2","","","","1","1","1","","1","","","1","","1","","","","","1","","","","","","","1","","","","","","1","1","1","1","","","1","","","1","","",""
"170037","1","1","","1","","","","1","","","","1","","","","","","2","","","","1","","1","","1","","","","","1","","1","","1","1","","","","","","1","1","","","","","","1","1","1","1","1","","1","","","1","","",""
"170046","2","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","1","","","1","","",""
"170055","1","1","","","1","","","1","","1","","","1","","1","1","1","2","","","","","","","","","","","","","1","1","","","1","1","1","","1","","","","1","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"170082","1","1","","","","","","1","","1","","1","","","","","","2","","","","1","","1","","1","","","1","1","1","","","","","","1","","1","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"170091","1","1","1","","1","1","","1","","","","1","1","","","","1","2","","","","1","","1","","1","","","","","1","","","","","1","","","","","","","1","","","","","","","1","1","","","","1","","","1","","",""
"170231","","1","1","1","","","","","","","","1","","","","","","2","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","1","1","","",""
"170240","1","1","","","1","","","1","","","","","1","","","","","2","","","","1","","1","","","","","","","1","","","","1","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"170259","7","1","","","1","","","1","","","","","1","","","","","2","","","","1","1","","","","","","1","","","","1","","","1","","","","","","","1","","","","","","","","","","","1","","1","1","1","","",""
"170286","1","1","","","","","","1","","","","","","","","","","2","","","","1","1","1","1","1","","","","","1","","","","","","","","","","1","","","","","","","1","","1","1","1","","","","","","1","","",""
"170295","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","",""
"170301","1","1","1","1","1","","","1","","1","","1","1","","","","","2","","","","1","1","1","1","1","","","","","1","","1","","1","1","","","","","","","","","","","","1","","1","1","1","1","1","1","","","1","","",""
"170310","5","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","1","1","","",""
"170338","2","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","1","","","","","","","","","","","1","","","","","","","","","1","1","1","","","","","","1","","",""
"170383","3","1","","","","","","","","","","1","","","","","","2","","","","1","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","1","","","3","","",""
"170417","2","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","","","","","","","","","","","","1","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"170444","1","1","","","1","","","1","","1","","1","1","","1","","1","2","","","","1","","","","","","","1","","","1","","","1","1","1","","1","","","1","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"170480","2","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","1","","1","","","1","","1","1","","","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"170505","5","1","","","","","","1","","","","1","","","","","","2","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","3","","",""
"170514","5","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","","","","","","","","","","","1","","","","","","","","","1","","1","","","","","","3","","",""
