unitid,"instnm","addr","city","stabbr","zip",fips,obereg,"chfnm","chftitle","gentele","fintele","admtele","ein","duns","opeid",opeflag,"webaddr",sector,iclevel,control,hloffer,ugoffer,groffer,fpoffer,hdegoffr,deggrant,hbcu,hospital,medical,tribal,carnegie,locale,openpubl,"act",newid,deathyr,"closedat",cyactive,postsec,pseflag,pset4flg,rptmth,fte,enrtot,instcat,tenursys
"197230","WELLS COLLEGE","170 STATE RTE 90","AURORA","NY","13026-0500","36","2","LISA MARSH RYERSON","PRESIDENT","3153643266","3153643289","3153643264","150532276","055861389","00290100","1","www.wells.edu","2","1","2","5","1","2","2","30","1","2","2","2","2","31","7","1","A","-2","-2","-2","1","1","1","1","1","386","390","2","1"
"197285","THE COLLEGE OF WESTCHESTER","325 CENTRAL AVE","WHITE PLAINS","NY","10606","36","2","KAREN J SMITH","PRESIDENT","9149484442318","9149484442473","9149484442","133954126","075418996","00520800","1","www.cw.edu","6","2","3","3","1","2","2","40","1","2","2","2","2","40","2","1","A","-2","-2","-2","1","1","1","1","1","977","1050","4","0"
"197294","SUNY WESTCHESTER COMMMUNITY COLLEGE","75 GRASSLANDS RD","VALHALLA","NY","10595","36","2","JOSEPH HANKIN","PRESIDENT","9147856600","9147856773","9147856735","-1","070957881","00288100","1","www.sunywcc.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","40","3","1","A","-2","-2","-2","1","1","1","1","1","7664","11935","4","1"
"197337","WESTCHESTER SCHOOL OF BEAUTY CULTURE","SIX GRAMATAN AVE","MT VERNON","NY","10550-2295","36","2","JESSICA SALAMONE","DIRECTOR","9146992344","9146992396","9146992344","131929873","075420349","01192100","1","WSOBC","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","3","1","A","-2","-2","-2","1","1","1","1","2","46","59","6","0"
"197522","WOOD TOBE-COBURN SCHOOL","8 E 40TH ST","NEW  YORK","NY","10016-0190","36","2","SANDI GRUNINGER","PRESIDENT","2126869040100","2126869040104","2126869040","251482719","075256172","00740500","1","woodtobecoburn.edu","6","2","3","3","1","2","2","40","1","2","2","2","2","40","1","1","A","-2","-2","-2","1","1","1","1","1","255","255","4","0"
"197531","WORD OF LIFE BIBLE INSTITUTE","4200 Glendale Road","POTTERSVILLE","NY","12860-0129","36","2","BOB BROWN","ADMINISTRATOR","5184944723","51849447231514","8003319673","135648615","627931173","01185900","1","www.wolbi.net","5","2","2","4","1","2","2","0","2","2","2","2","2","-3","4","1","A","-2","-2","-2","1","1","1","1","1","622","622","6","0"
"197601","YESHIVA KARLIN STOLIN","1818 54TH ST","BROOKLYN","NY","11204-1545","36","2","MAYER PILCHICK","PRESIDENT","7182327800","7182327800","7182322041","111752027","074341645","02505800","1","-1","2","1","2","9","1","1","2","10","1","2","2","2","2","51","1","1","A","-2","-2","-2","1","1","1","1","1","99","99","2","0"
"197610","YESHIVAT MIKDASH MELECH","1326 OCEAN PKY","BROOKLYN","NY","11230-9963","36","2","HAIM BENOLIEL","DEAN","7183391090","7183391090","7183391090","237343102","095762720","02506800","1","-1","2","1","2","9","1","1","2","10","1","2","2","2","2","51","1","1","A","-2","-2","-2","1","1","1","1","1","72","79","2","0"
"197647","YESHIVA DERECH CHAIM","1573 39TH ST","BROOKLYN","NY","11218-4413","36","2","MORDECHAI RENNERT","CHIEF EXECUTIVE OFFICER","7184385476","7184385476","7184383070","112357063","145470969","02265100","1","-1","2","1","2","9","1","1","2","10","1","2","2","2","2","51","1","1","A","-2","-2","-2","1","1","1","1","1","165","176","2","0"
"197674","YESHIVA OF NITRA RABBINICAL COLLEGE","PINES BRIDGE ROAD","MT. KISCO","NY","10549","36","2","ALEXANDER FISCHER","PRESIDENT","7183845460","7183840467","7183870423","-1","078160058","01167000","1","-1","2","1","2","7","1","1","2","20","1","2","2","2","2","51","1","1","A","-2","-2","-2","1","1","1","1","1","206","206","2","1"
"197692","YESHIVA SHAAR HATORAH","117-06 84 AVE","KEW GARDENS","NY","11418","36","2","RABBI YANKELEWITZ","EXECUTIVE DIRECTOR","718846194010","718846194012","718846194010","112449817","038654638","02152000","1","-1","2","1","2","7","1","1","2","20","1","2","2","2","2","51","1","1","A","-2","-2","-2","1","1","1","1","1","115","115","2","0"
"197708","YESHIVA UNIVERSITY","500 W 185TH ST","NEW YORK","NY","10033-3299","36","2","RICHARD JOEL","PRESIDENT","2129605285","2129605269","2129605277","131624225","071036636","00290300","1","www.yu.edu","2","1","2","9","1","1","1","11","1","2","1","1","2","15","1","1","A","-2","-2","-2","1","1","1","1","1","5693","6129","2","1"
"197735","YESHIVATH VIZNITZ","25 PHYLLIS TERRACE","MONSEY","NY","10952","36","2","R' GERSHON NEIMAN","CEO","9143561010","9143561010","9143561010","237379099","826398430","01302700","1","-1","2","1","2","9","1","1","2","10","1","2","2","2","2","51","3","1","A","-2","-2","-2","1","1","1","1","1","418","418","2","0"
"197744","YESHIVATH ZICHRON MOSHE","PO BOX 580","SOUTH FALLSBURGH","NY","12779","36","2","R' TZVI ABBA GORELICK","PRESIDENT","9144345240","9144345240","9144345240","141509297","089105027","01182100","1","-1","2","1","2","9","1","1","2","10","1","2","2","2","2","51","7","1","A","-2","-2","-2","1","1","1","1","1","189","191","2","0"
"197814","COLLEGE OF THE ALBEMARLE","1208 N ROAD ST","ELIZABETH CITY","NC","27906-2327","37","5","LYNNE M. BUNCH","PRESIDENT","25233508210","25233508212355","25233508212221","566024012","104836820","00291700","1","www.albemarle.edu","4","2","1","4","1","2","2","40","1","2","2","2","2","40","6","1","A","-2","-2","-2","1","1","1","1","1","1312","2166","4","0"
"197832","ART INSTITUTE OF CHARLOTTE","Three LakePointe Plaze, 2110 Water Ridge Parkway","CHARLOTTE","NC","28217-4536","37","5","ELIZABETH GUINAN","PRESIDENT","7043578020","70435780204681","70435780202540","561024912","071063143","02110500","1","www.aich.artinstitutes.edu","6","2","3","3","1","2","2","40","1","2","2","2","2","-3","1","1","A","-2","-2","-2","1","1","1","1","2","586","716","4","0"
"197850","SOUTH PIEDMONT COMMUNITY COLLEGE","680 Highway 74 West","POLKTON","NC","28135","37","5","Dr. John McKay","PRESIDENT","7042727635","7042727635","7042727635","560893801","030504336","00798500","1","www.spcc.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","40","7","1","A","-2","-2","-2","1","1","1","1","1","1156","1940","4","0"
"197869","APPALACHIAN STATE UNIVERSITY","","BOONE","NC","28608","37","5","KENNETH E. PEACOCK","CHANCELLOR","8282622000","8282622190","8282622120","561176030","781866264","00290600","1","www.appstate.edu/","1","1","1","9","1","1","2","10","1","2","2","2","2","21","6","1","A","-2","-2","-2","1","1","1","1","1","13440","14653","2","1"
"197887","ASHEVILLE BUNCOMBE TECHNICAL COMMUNITY COLLEGE","340 VICTORIA RD","ASHEVILLE","NC","28801-4897","37","5","K RAY BAILEY","PRESIDENT","8282541921435","8282541921162","8282541921","560792170","070632047","00403300","1","www.abtech.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","40","2","1","A","-2","-2","-2","1","1","1","1","1","3438","6048","4","0"
"197902","CAROLINA BEAUTY COLLEGE 3","5106 N ROXBORO RD","DURHAM","NC","27704","37","5","M SCOTT FIELDS","PRESIDENT","9194774014","9194771444","9194774014","561051037","162918072","02286304","1","CAROLINABEAUTYCOLLEGE.COM","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","2","1","A","-2","-2","-2","1","1","1","1","2","103","122","6","0"
"197911","BARTON COLLEGE","400 N ACC DRIVE","WILSON","NC","27893-7000","37","5","Norval C. Kneten, Ph.D.","PRESIDENT","2523996300","2523996316","2523996314","560529933","072012073","00290800","1","WWW.BARTON.EDU","2","1","2","6","1","1","2","30","1","2","2","2","2","32","5","1","A","-2","-2","-2","1","1","1","1","1","1074","1231","2","1"
"197948","BARBER-SCOTIA COLLEGE","145 CABARRUS AVE","CONCORD","NC","28025-5143","37","5","Dr. Gloria Bromell-Tinubu","PRESIDENT","7047892900","7047892923","7047892901","566007078","022193721","00290900","5","www.b-sc.edu","2","1","2","5","1","2","2","30","1","1","2","2","2","31","2","1","A","-2","-2","-2","1","1","1","2","1","","","2","-1"
"197957","CAROLINA BEAUTY COLLEGE 20","7736C N POINTE BLVD","WINSTON SALEM","NC","27106","37","5","M SCOTT FIELDS","PRESIDENT","3367597969","3367597969","3367597969","561051037","949847875","02286301","1","CAROLINABEAUTYCOLLEGE.COM","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","2","1","A","-2","-2","-2","1","1","1","1","2","58","66","6","0"
"197966","BEAUFORT COUNTY COMMUNITY COLLEGE","5337 HIGHWAY 264 EAST","WASHINGTON","NC","27889","37","5","DR. DAVID MCLAWHORN","PRESIDENT","2529406202","2529406219","2529406233","560894923","097593875","00855800","1","www.beaufort.cc.nc.us","4","2","1","3","1","2","2","40","1","2","2","2","2","40","6","1","A","-2","-2","-2","1","1","1","1","1","1082","1679","4","0"
"197984","BELMONT ABBEY COLLEGE","100 Belmont-Mt Holly Road","BELMONT","NC","28012-1802","37","5","William K. Thierfelder, Ed.D.","PRESIDENT","7048256700","7048256718","7048256665","560547498","071064281","00291000","1","www.belmontabbeycollege.edu","2","1","2","5","1","2","2","30","1","2","2","2","2","32","3","1","A","-2","-2","-2","1","1","1","1","1","747","800","2","1"
"197993","BENNETT COLLEGE","900 E WASHINGTON ST","GREENSBORO","NC","27401-3239","37","5","JOHNNETTA B. COLE","PRESIDENT","3362734431","3365172205","3363708624","560532296","067439489","00291100","1","www.bennett.edu","2","1","2","5","1","2","2","30","1","1","2","2","2","31","2","1","A","-2","-2","-2","1","1","1","1","1","503","505","2","1"
"198011","BLADEN COMMUNITY COLLEGE","7418 NC HWY 41 WEST","DUBLIN","NC","28332","37","5","DARRELL PAGE","PRESIDENT","9108795500","9108795567","9108795593","560894927","075581827","00798700","1","www.bladen.cc.nc.us","4","2","1","3","1","2","2","40","1","2","2","2","2","40","7","1","A","-2","-2","-2","1","1","1","1","1","957","1364","4","0"
"198039","BLUE RIDGE COMMUNITY COLLEGE","180 West Campus Drive","FLAT ROCK","NC","28731-4728","37","5","DAVID W SINK JR","PRESIDENT","8286941700","8286941806","8286941800","560941830","120450465","00968400","1","www.blueridge.edu","4","2","1","4","1","2","2","40","1","2","2","2","2","40","9","1","A","-2","-2","-2","1","1","1","1","1","1152","1961","4","0"
"198066","BREVARD COLLEGE","400 North Broad Street","Brevard","NC","28712-3306","37","5","Drew  Layne Van Horn","President","8288838292","8288848287","8288848300","560532297","081427635","00291200","1","www.brevard.edu","2","1","2","5","1","2","2","30","1","2","2","2","2","33","6","1","A","-2","-2","-2","1","1","1","1","1","563","584","2","1"
"198075","BROOKSTONE COLLEGE","10125 Berkeley Place Drive","Charlotte","NC","28262","37","5","F JACK HENDERSON III","President","7045478600","7045478600","7045478600","560788867","623630324","00781400","1","www.brookstone.edu","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","1","1","A","-2","-2","-2","1","1","1","1","2","186","186","6","0"
"198084","BRUNSWICK COMMUNITY COLLEGE","50 COLLEGE RD","SUPPLY","NC","28462","37","5","W. MICHAEL REAVES","PRESIDENT","9107557300","9107557322","9107557324","561255943","099820250","02170700","1","www.brunswick.cc.nc.us","4","2","1","3","1","2","2","40","1","2","2","2","2","40","4","1","A","-2","-2","-2","1","1","1","1","1","664","1003","4","0"
"198109","CABARRUS COLLEGE OF HEALTH SCIENCES","401 MEDICAL PARK DRIVE","CONCORD","NC","28025","37","5","ANITA A BROWN","CHANCELLOR","7047831555","7047833507","7047831616","566000156","111438008","00647700","1","www.cabarruscollege.edu","2","1","2","5","1","2","2","30","1","2","2","2","2","40","2","1","A","-2","-2","-2","1","1","1","1","1","252","306","3","0"
"198118","CALDWELL COMMUNITY COLLEGE AND TECHNICAL INSTITUTE","2855 HICKORY BLVD.","HUDSON","NC","28638","37","5","KENNETH A BOHAM","PRESIDENT","8287262200","8287262713","8287262703","560817481","079054045","00483500","1","www.cccti.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","40","4","1","A","-2","-2","-2","1","1","1","1","1","2012","3613","4","0"
"198136","CAMPBELL UNIVERSITY INC","PO BOX 97","BUIES CREEK","NC","27506","37","5","JERRY M. WALLCE","PRESIDENT","9108931200","9108931200","9108931200","-1","075586057","00291300","1","www.campbell.edu","2","1","2","7","1","1","1","21","1","2","2","2","2","21","7","1","A","-2","-2","-2","1","1","1","1","1","5447","6982","2","1"
"198154","CAPE FEAR COMMUNITY COLLEGE","411 N ORTH FRONT STREET","WILMINGTON","NC","28401","37","5","ERIC B MCKEITHAN","PRESIDENT","9103627000","9103627055","9103627018","560792881","075575738","00532000","1","www.cfcc.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","40","2","1","A","-2","-2","-2","1","1","1","1","1","4637","7073","4","0"
"198206","CARTERET COMMUNITY COLLEGE","3505 ARENDELL ST","MOREHEAD CITY","NC","28557-2989","37","5","JOSEPH BARWICK","PRESIDENT","2522226000","2522226151","2522226155","560894932","047658711","00808100","1","www.carteret.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","40","6","1","A","-2","-2","-2","1","1","1","1","1","1015","1707","4","0"
"198215","CATAWBA COLLEGE","2300 W INNES ST","SALISBURY","NC","28144","37","5","Dr Robert Knott","PRESIDENT","4046374111","7046374416","7046374402","560530251","074507963","00291400","1","www.catawba.edu","2","1","2","7","1","1","2","20","1","2","2","2","2","32","3","1","A","-2","-2","-2","1","1","1","1","1","1350","1395","2","1"
"198233","CATAWBA VALLEY COMMUNITY COLLEGE","2550 HWY 70 SE","HICKORY","NC","28602-0699","37","5","CUYLER DUNBAR","PRESIDENT","8283277000","82832770004214","82832770004218","560792028","062551353","00531800","1","www.cvcc.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","40","2","1","A","-2","-2","-2","1","1","1","1","1","2699","4776","4","0"
"198242","SOUTH COLLEGE-ASHEVILLE","1567 PATTON AVE","ASHEVILLE","NC","28806","37","5","Elaine Cue","Executive Director","8282522486","8282522486","8282522486","561567000","062574231","01026400","1","www.southcollegenc.com","6","2","3","3","1","2","2","40","1","2","2","2","2","40","2","1","A","-2","-2","-2","1","1","1","1","1","94","105","4","0"
"198251","CENTRAL CAROLINA COMMUNITY COLLEGE","1105 KELLY DR","SANFORD","NC","27330","37","5","Matthew Garrett","PRESIDENT","9197755401","91977554017205","91977554017300","560794261","071568299","00544900","1","www.cccc.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","40","6","1","A","-2","-2","-2","1","1","1","1","1","2734","4714","4","0"
"198260","CENTRAL PIEDMONT COMMUNITY COLLEGE","1201 Elizabeth Avenue","Charlotte","NC","28204-2820","37","5","Anthony Zeiss","President","7043302722","7043306942","7043302722","560797174","071058259","00291500","1","www.cpcc.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","40","1","1","A","-2","-2","-2","1","1","1","1","1","9455","16400","4","0"
"198303","CHOWAN COLLEGE","200 Jones Drive","MURFREESBORO","NC","27855","37","5","CHRIS WHITE","PRESIDENT","2523986500","2523981229","2523981236","560554199","075574434","00291600","1","www.chowan.edu/","2","1","2","5","1","2","2","30","1","2","2","2","2","32","6","1","A","-2","-2","-2","1","1","1","1","1","671","687","2","1"
"198321","CLEVELAND COMMUNITY COLLEGE","137 S POST RD","SHELBY","NC","28152","37","5","L STEVE THORNBURG","PRESIDENT","7044844000","7044844096","7044844103","560848556","074521287","00808200","1","www.cleveland.cc.nc.us","4","2","1","3","1","2","2","40","1","2","2","2","2","40","6","1","A","-2","-2","-2","1","1","1","1","1","1835","2944","4","0"
"198330","COASTAL CAROLINA COMMUNITY COLLEGE","444 WESTERN BLVD","JACKSONVILLE","NC","28546-6816","37","5","RONALD K LINGLE","PRESIDENT","9104551221","9109386321","9109386332","-1","072013105","00531600","1","www.coastal.cc.nc.us","4","2","1","3","1","2","2","40","1","2","2","2","2","40","2","1","A","-2","-2","-2","1","1","1","1","1","2835","4158","4","0"
"198367","CRAVEN COMMUNITY COLLEGE","800 COLLEGE CT","NEW BERN","NC","28562","37","5","Robert Scott Ralls","PRESIDENT","2526384131","2526387216216","2526384131227","560893718","075567495","00679900","1","www.craven.cc.nc.us","4","2","1","3","1","2","2","40","1","2","2","2","2","40","6","1","A","-2","-2","-2","1","1","1","1","1","1755","3074","4","0"
"198376","DAVIDSON COUNTY COMMUNITY COLLEGE","297 DAVIDSON COMMUNITY COLLEGE RD","LEXINGTON","NC","27295","37","5","Mary E. Rittling","PRESIDENT","3362498186","3362498186714","3362498186245","560792247","089912653","00291900","1","www.davidsonccc.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","40","4","1","A","-2","-2","-2","1","1","1","1","1","1995","3202","4","0"
"198385","DAVIDSON COLLEGE","102 N. MAIN STREET","DAVIDSON","NC","28035","37","5","ROBERT F VAGT","PRESIDENT","7048942000","7048942232","7048942230","560529961","156212177","00291800","1","www2.davidson.edu/index.asp","2","1","2","5","1","2","2","30","1","2","2","2","2","31","3","1","A","-2","-2","-2","1","1","1","1","1","1714","1714","2","1"
"198419","DUKE UNIVERSITY","103 ALLEN BLDG","DURHAM","NC","27708","37","5","Richard Brodhead","PRESIDENT","9196842813","9196846225","9196843214","-1","172874646","00292000","1","WWW.DUKE.EDU","2","1","2","9","1","1","1","11","1","2","1","1","2","15","2","1","A","-2","-2","-2","1","1","1","1","1","12499","12770","2","1"
"198455","DURHAM TECHNICAL COMMUNITY COLLEGE","1637 LAWSON ST","DURHAM","NC","27703-5023","37","5","PHAIL WYNN JR","PRESIDENT","9196863300","9196863660","9196863333","560792513","075577841","00544800","1","www.durhamtech.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","40","2","1","A","-2","-2","-2","1","1","1","1","1","2857","5534","4","0"
"198464","EAST CAROLINA UNIVERSITY","EAST 5TH STREET","GREENVILLE","NC","27858-4353","37","5","Steven Ballard","Chancellor","2523286131","2523286610","2523286640","566000403","607579018","00292300","1","www.ecu.edu","1","1","1","9","1","1","1","11","1","2","2","1","2","16","4","1","A","-2","-2","-2","1","1","1","1","1","19765","22767","2","1"
"198491","EDGECOMBE COMMUNITY COLLEGE","2009 W WILSON ST","TARBORO","NC","27886","37","5","Deborah L.Lamm","PRESIDENT","2528235166255","2528235166258","2528235166254","560897301","052704020","00885500","1","www.edgecombe.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","40","4","1","A","-2","-2","-2","1","1","1","1","1","1486","2553","4","0"
"198507","ELIZABETH CITY STATE UNIVERSITY","1704 WEEKSVILLE RD","ELIZABETH CITY","NC","27909","37","5","MICKEY L BURNIM","CHANCELLOR","2523353400","2523353283","2523353305","561047680","066024357","00292600","1","www.ecsu.edu","1","1","1","7","1","1","2","20","1","1","2","2","2","32","6","1","A","-2","-2","-2","1","1","1","1","1","2262","2470","2","1"
"198516","ELON UNIVERSITY","100 Campus Drive","ELON","NC","27244-2010","37","5","LEO M LAMBERT","PRESIDENT","3362782000","3362787640","3362783566","560532303","071574552","00292700","1","www.elon.edu","2","1","2","9","1","1","2","10","1","2","2","2","2","21","4","1","A","-2","-2","-2","1","1","1","1","1","4665","4796","2","1"
"198525","FAYETTEVILLE BEAUTY COLLEGE","3442 BRAGG BLVD","FAYETTEVILLE","NC","28303","37","5","BONNIE L HARMON","OWNER","9104870227","9104870227","9104870227","560692164","091563072","02210400","1","-1","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","2","1","A","-2","-2","-2","1","1","1","1","2","37","45","6","0"
"198534","FAYETTEVILLE TECHNICAL COMMUNITY COLLEGE","2201 HULL RD","FAYETTEVILLE","NC","28303-0236","37","5","LARRY B NORRIS","PRESIDENT","9106788400","9106788448","9106788274","560791849","077842797","00764000","1","www.faytechcc.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","40","2","1","A","-2","-2","-2","1","1","1","1","1","6418","10175","4","0"
"198543","FAYETTEVILLE STATE UNIVERSITY","1200 MURCHISON RD","FAYETTEVILLE","NC","28301-4298","37","5","T. J. Bryan","CHANCELLOR","9106721111","9106721325","9106721371","561238736","067188979","00292800","1","www.uncfsu.edu","1","1","1","9","1","1","2","10","1","1","2","2","2","21","2","1","A","-2","-2","-2","1","1","1","1","1","4509","5441","2","1"
"198552","FORSYTH TECHNICAL COMMUNITY COLLEGE","2100 SILAS CREEK PKY","WINSTON SALEM","NC","27103-5197","37","5","Dr. Gary Green","PRESIDENT","3367230371","3367347272","3367347253","560792614","077821718","00531700","1","www.forsythtech.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","40","2","1","A","-2","-2","-2","1","1","1","1","1","4136","6990","4","0"
"198561","GARDNER-WEBB UNIVERSITY","MAIN ST","BOILING SPRINGS","NC","28017","37","5","Dr. Frank Campbell","PRESIDENT","7044062361","7044064497","7044064498","560529972","074506254","00292900","1","www.gardner-webb.edu","2","1","2","9","1","1","1","11","1","2","2","2","2","21","7","1","A","-2","-2","-2","1","1","1","1","1","2858","3697","2","1"
"198570","GASTON COLLEGE","201 HWY 321 S","DALLAS","NC","28034","37","5","PATRICIA SKINNER","PRESIDENT","7049226200","7049226229","7049226214","560792292","030497689","00297300","1","www.gaston.cc.nc.us","4","2","1","3","1","2","2","40","1","2","2","2","2","40","3","1","A","-2","-2","-2","1","1","1","1","1","3155","5082","4","0"
"198589","CAROLINA BEAUTY COLLEGE 8","2001 E WENDOVER AVE","GREENSBORO","NC","27405","37","5","M SCOTT FIELDS","PRESIDENT","3362722966","3362712815","3362722966","561051037","077847796","02286300","1","CAROLINABEAUTYCOLLEGE.COM","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","2","1","A","-2","-2","-2","1","1","1","1","2","53","66","6","0"
"198598","GREENSBORO COLLEGE","815 W MARKET ST","GREENSBORO","NC","27401-1875","37","5","CRAVEN E WILLIAMS","PRESIDENT","3362727102","3362727102217","3362727102211","560532144","077825982","00293000","1","www.gborocollege.edu","2","1","2","7","1","1","2","20","1","2","2","2","2","31","2","1","A","-2","-2","-2","1","1","1","1","1","1047","1226","2","1"
"198613","GUILFORD COLLEGE","5800 W FRIENDLY AVE","GREENSBORO","NC","27410","37","5","Kent John Chabotar","PRESIDENT","3363162000","3363162354","3363162100","560529982","042426064","00293100","1","www.guilford.edu","2","1","2","5","1","2","2","30","1","2","2","2","2","31","2","1","A","-2","-2","-2","1","1","1","1","1","2245","2511","2","1"
"198622","GUILFORD TECHNICAL COMMUNITY COLLEGE","601 HIGH POINT RD","JAMESTOWN","NC","27282","37","5","DON CAMERON","PRESIDENT","3363344822","33633448225352","33633448225350","560792519","071581748","00483800","1","www.gtcc.edu/","4","2","1","3","1","2","2","40","1","2","2","2","2","40","4","1","A","-2","-2","-2","1","1","1","1","1","4797","8491","4","0"
"198631","HAIRSTYLING INSTITUTE OF CHARLOTTE INC","209B S KINGS DR","CHARLOTTE","NC","28204","37","5","C MELISSARIS","PRESIDENT","7043345511","7043345511","7043345511","561125464","079071353","02238700","1","-1","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","1","1","A","-2","-2","-2","1","1","1","1","2","50","50","6","1"
"198640","HALIFAX COMMUNITY COLLEGE","100 COLLEGE DRIVE","WELDON","NC","27890","37","5","THEODORE H GASPER JR","PRESIDENT","2525364221","2525367223","2525367220","560896018","084177252","00798600","1","www.halifaxcc.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","40","7","1","A","-2","-2","-2","1","1","1","1","1","1186","1694","4","0"
"198668","HAYWOOD COMMUNITY COLLEGE","185 FREEDLANDER DR","CLYDE","NC","28721-9901","37","5","NATHAN HODGES","PRESIDENT","8286272821","8286274506","8286274505","560894341","074525007","00808300","1","www.haywood.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","40","7","1","A","-2","-2","-2","1","1","1","1","1","1118","1894","4","0"
"198677","HERITAGE BIBLE COLLEGE","1747 Bud Hawkins Road","DUNN","NC","28334","37","5","Dwarka Ramphal","PRESIDENT","8002976351236","9108923178226","9108923178230","030893","084174796","03089300","1","www.heritagebiblecollege.org","2","1","2","5","1","2","2","30","1","2","2","2","2","51","6","1","A","-2","-2","-2","1","1","1","1","1","86","102","3","0"
"198695","HIGH POINT UNIVERSITY","833 MONTLIEU AVE","HIGH POINT","NC","27262-3598","37","5","JACOB MARTINSON","PRESIDENT","3368419000","3368419128","3368419216","560529999","067439976","00293300","1","WWW.HIGHPOINT.EDU","2","1","2","7","1","1","2","20","1","2","2","2","2","32","2","1","A","-2","-2","-2","1","1","1","1","1","2595","2842","2","1"
"198710","ISOTHERMAL COMMUNITY COLLEGE","286 ICC Loop Road","SPINDALE","NC","28160-0804","37","5","WILLARD L. LEWIS","PRESIDENT","8282863636","8282863636262","8282863636288","560841505","074513235","00293400","1","www.isothermal.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","40","6","1","A","-2","-2","-2","1","1","1","1","1","1372","2077","4","0"
"198729","JAMES SPRUNT COMMUNITY COLLEGE","133 JAMES SPRUNT DRIVE","KENANSVILLE","NC","28349","37","5","LAWRENCE L. ROUSE","PRESIDENT","9102962400","9102962503","9102962500","560892755","075558833","00768700","1","www.sprunt.com","4","2","1","3","1","2","2","40","1","2","2","2","2","40","7","1","A","-2","-2","-2","1","1","1","1","1","879","1324","4","0"
"198747","JOHN WESLEY COLLEGE","2314 N CENTENNIAL ST","HIGH POINT","NC","27265-3197","37","5","BRIAN C DONLEY","PRESIDENT","3368892262","3368892262129","3368892262127","560650621","071565477","00293500","1","www.johnwesley.edu","2","1","2","5","1","2","2","30","1","2","2","2","2","51","2","1","A","-2","-2","-2","1","1","1","1","1","140","170","2","0"
"198756","JOHNSON C SMITH UNIVERSITY","100-152 BEATTIES FORD RD","CHARLOTTE","NC","28216","37","5","DR DOROTHY COWSER YANCY","PRESIDENT","7043781000","7043781035","7043781010","250983069","071057806","00293600","1","www.jcsu.edu","2","1","2","5","1","2","2","30","1","1","2","2","2","32","1","1","A","-2","-2","-2","1","1","1","1","1","1377","1415","2","1"
"198774","JOHNSTON COMMUNITY COLLEGE","245 COLLEGE ROAD","SMITHFIELD","NC","27577-2350","37","5","DONALD L REICHARD","PRESIDENT","9199343051","9192092036","9192092128","560937578","075562363","00933600","1","www.johnstoncc.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","40","4","1","A","-2","-2","-2","1","1","1","1","1","2295","3758","4","0"
"198808","LEES-MCRAE COLLEGE","275 College Drive","Banner Elk","NC","28604-0128","37","5","EARL ROBINSON","PRESIDENT","82889852410","82889852418793","82889852418723","560529953","079056081","00293900","1","WWW.LMC.EDU","2","1","2","5","1","2","2","30","1","2","2","2","2","31","7","1","A","-2","-2","-2","1","1","1","1","1","857","881","2","0"
"198817","LENOIR COMMUNITY COLLEGE","231 HIGHWAY 58 SOUTH","KINSTON","NC","28502-0188","37","5","BRANTLEY BRILEY","INTERIM PRESIDENT","2525276223","2525276223348","2525276223307","560753025","009444613","00294000","1","www.lenoircc.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","40","5","1","A","-2","-2","-2","1","1","1","1","1","1683","2494","4","0"
"198835","LENOIR-RHYNE COLLEGE","625 7TH AVENUE NE","HICKORY","NC","28603","37","5","WAYNE B. POWELL","PRESIDENT","8283281741","8283287304","8283287300","560556753","066300153","00294100","1","www.lrc.edu","2","1","2","7","1","1","2","20","1","2","2","2","2","32","2","1","A","-2","-2","-2","1","1","1","1","1","1401","1579","2","1"
"198844","LEONS BEAUTY SCHOOL INC","1410 W LEE ST","GREENSBORO","NC","27403","37","5","PARKER WASHBURN","DIRECTOR","3362744601","3362752983","3362744601","560809011","787542901","01192600","1","-1","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","2","1","A","-2","-2","-2","1","1","1","1","2","114","141","6","1"
