unitid,"instnm","addr","city","stabbr","zip",fips,obereg,"chfnm","chftitle","gentele","fintele","admtele","ein","duns","opeid",opeflag,"webaddr",sector,iclevel,control,hloffer,ugoffer,groffer,fpoffer,hdegoffr,deggrant,hbcu,hospital,medical,tribal,locale,openpubl,"act",newid,deathyr,"closedat",cyactive,postsec,pseflag,pset4flg,rptmth,"ialias",instcat,ccbasic,ccipug,ccipgrad,ccugprof,ccenrprf,ccsizset,carnegie,tenursys,landgrnt,instsize
"214041","Millersville University of Pennsylvania","20 Dilworth Rd","Millersville","PA","17551-0302","42","2","Francine G. McNairy","President","7178723024","7178723026","7178723371","232397926","796901205","00332500","1","www.millersville.edu","1","1","1","8","1","1","2","20","1","2","2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","2","18","7","4","11","3","13","21","1","2","3"
"214069","College Misericordia","301 Lake St","Dallas","PA","18612-1098","42","2","Michael A MacDowell","President","5706746400","5706746280","5706746264","240795406","065646341","00324700","1","www.misericordia.edu","2","1","2","9","1","1","2","10","1","2","2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","2","19","13","11","8","3","10","21","1","2","2"
"214111","Montgomery County Community College","340 Dekalb Pike","Blue Bell","PA","19422-0796","42","2","Dr. Karen Stout","President","2156416300","2156416566","2156416551","231670325","069886679","00445200","1","www.mc3.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","4","5","1","-1","2","1","4","40","1","2","3"
"214148","Moore College of Art and Design","20th and the Parkway","Philadelphia","PA","19103-1179","42","2","Happy Craven Fernandez","President","2155684515","2159654042","2159654017","231352236","619638570","00330000","1","www.moore.edu","2","1","2","6","1","1","2","30","1","2","2","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","","2","30","-2","-2","-2","2","-2","56","1","2","1"
"214157","Moravian College and Moravian Theological Seminary","1200 Main St","Bethlehem","PA","18018-6650","42","2","Christopher M. Thomforde","President","6108611300","6108611330","6108611320","240795460","073619405","00330100","1","www.moravian.edu","2","1","2","7","1","1","1","21","1","2","2","2","2","13","1","A","-2","-2","-2","1","1","1","1","1","Moravian College | Moravian Theological Seminary | Moravian | Moravian Seminary","2","21","7","11","12","3","11","31","1","2","2"
"214166","Mount Aloysius College","7373 Admiral Peary Hwy","Cresson","PA","16630-1999","42","2","Mary Ann Dillon","President","8148864131","8148866357","8148866383","251114320","030071633","00330200","1","WWW.mtaloy.edu","2","1","2","7","1","1","2","20","1","2","2","2","2","31","1","A","-2","-2","-2","1","1","1","1","1","","3","23","2","3","6","3","9","33","1","2","2"
"214175","Muhlenberg College","2400 Chew Street","Allentown","PA","18104","42","2","Dr. Peyton R. Helm","President","4846643100","4846643175","4846643201","231352664","787372341","00330400","1","www.muhlenberg.edu","2","1","2","5","1","2","2","30","1","2","2","2","2","12","1","A","-2","-2","-2","1","1","1","1","1","","2","21","6","-1","12","2","11","31","1","2","2"
"214227","Lehigh Valley College","2809 East Saucon Valley Road","Center Valley","PA","18034","42","2","Alan Shikowitz","School President","6107915100","6107915100","6107915100","364027078","788565513","00888900","1","www.lehighvalley.edu","6","2","3","3","1","2","2","40","1","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","4","10","1","-1","4","1","2","40","2","2","1"
"214254","Thompson Institute","3010 Market St","Philadelphia","PA","19104","42","2","Shawn D. Bartley","President","2155944000","2155944026","2155944013","650038445","049478191","00491001","1","www.thompson.edu","9","3","3","2","1","2","2","0","2","2","-2","2","2","11","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","40","2","2","2"
"214272","Neumann College","One Neumann Drive","Aston","PA","19014-1298","42","2","Rosalie M. Mirenda","President","6104590905","6105585521","6105585616","231657958","825814999","00398800","1","www.neumann.edu","2","1","2","9","1","1","2","10","1","2","2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","Neumann","2","20","10","9","6","4","10","32","2","2","2"
"214290","New Castle School of Trades","4164 US 422","Pulaski","PA","16143","42","2","Rex Spaulding","Director","7249648811","7249648811","7249648811","251419412","188215578","00778000","1","www.ncstrades.com","6","2","3","3","1","2","2","40","1","2","-2","2","2","41","1","A","-2","-2","-2","1","1","1","1","2","","4","10","1","-1","4","1","1","40","2","2","1"
"214315","Newport Business Institute","945 Greensburg Rd","Lower Burrell","PA","15068","42","2","Raymond Wroblewski","Director","7243390455","724339045517","7243397542","251237477","074989328","00490100","1","WWW.NEWPORTBUSINESS.COM","6","2","3","3","1","2","2","40","1","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","4","10","1","-1","4","1","1","40","2","2","1"
"214379","Northampton County Area Community College","3835 Green Pond Rd","Bethlehem","PA","18020-7599","42","2","Arthur Scott","President","6108615300","6108615510","6108615500","236417444","068569870","00719100","1","www.northampton.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","Northampton Community College","4","7","1","-1","2","1","3","40","1","2","3"
"214476","Ohio Valley Hospital School of Nursing","25 Heckel Rd","McKees Rocks","PA","15136","42","2","William F. Provenzano","President","4127776204","4127776207","4127776204","250967480","072152440","00656000","1","www.ohiovalleyhospital.org","5","2","2","4","1","2","2","0","2","2","2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"214528","Orleans Technical Institute","1330 Rhawn St.","Philadelphia","PA","19111-2899","42","2","Jayne Siniari","Executive Director","2157284400","2157284702","2157284700","231352118","175518828","02183000","1","www.orleanstech.edu","8","3","2","1","1","2","2","0","2","2","2","2","2","11","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"214546","Pennsylvania Academy of Cosmetology and Sciences","2445 Bedford St","Johnstown","PA","15904-1499","42","2","Daniel J Leaser","President","8142693444","8142693444","8142693444","251120370","088904768","02119300","1","www.pacas.com","9","3","3","2","1","2","2","0","2","2","-2","2","2","23","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"214564","Pennsylvania College of Optometry","8360 Old York Rd","Elkins Park","PA","19027-6262","42","2","Thomas L. Lewis","President","2157801400","2157801330","2157801300","232048202","198634602","00331100","1","www.PCO.edu","2","1","2","9","1","1","1","11","1","2","2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","2","26","-2","-2","-2","7","-2","53","1","2","2"
"214582","Pennsylvania Institute of Technology","800 Manchester Ave","Media","PA","19063-4098","42","2","Paul N. Smith","President","6105657900","6108921520","6108921550","231543518","075504001","01099800","1","www.pit.edu","5","2","2","4","1","2","2","40","1","2","2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","4","9","1","-1","2","1","1","40","2","2","1"
"214591","Pennsylvania State University-Penn State Erie-Behrend College","5091 Station Rd","Erie","PA","16563-0002","42","2","John D. Burke","Chancellor","8148986000","8148986162","8148986162","246000376","036485266","00332905","1","www.pserie.psu.edu/","1","1","1","7","1","1","2","20","1","2","-2","2","2","22","1","A","-2","-2","-2","1","1","1","1","1","","2","22","13","10","10","3","13","22","1","2","2"
"214607","Pennsylvania State University-Penn State Great Valley","30 E Swedesford Rd","Malvern","PA","19355-1488","42","2","Diane M. Disney","Chancellor","6106483200","6106483216","6106483242","246000376","123412769","00332919","1","www.gv.psu.edu","1","1","1","7","2","1","2","20","1","2","-2","2","2","41","1","A","-2","-2","-2","1","1","1","1","1","","1","18","-1","10","-1","7","18","21","1","2","2"
"214616","Pennsylvania State University-Penn State Hershey College of Medicine","500 University Dr","Hershey","PA","17033-2360","42","2","Harold L. Paz","Senior Vice President for Health Affairs & Dean","7175318521","7175317052","7175318755","246000376","047513981","00332901","1","www.HMC.psu.edu/COLLEGE/","1","1","1","9","2","1","1","11","1","2","-2","1","2","41","1","A","-2","-2","-2","1","1","1","1","1","","1","25","-2","-2","-2","7","-2","52","1","2","1"
"214625","Pennsylvania State University-Penn State New Kensington","3550 7th Street Road Rte 780","Upper Burrell","PA","15068-1765","42","2","Larry R. Pollock","Chancellor","7243345466","7243346047","7243345466","246000376","124826447","00332912","1","www.nk.psu.edu/","1","1","1","5","1","2","2","30","1","2","-2","2","2","41","1","A","-2","-2","-2","1","1","1","1","1","","2","22","9","0","6","3","6","-3","1","2","1"
"214634","Pennsylvania State University-Penn State Shenango","147 Shenango Ave","Sharon","PA","16146-1537","42","2","Fredric M. Leeds","Chancellor","7249832803","7249832804","7249832803","246000376","123339855","00332916","1","www.shenango.psu.edu","1","1","1","5","1","2","2","30","1","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","3","23","2","-1","6","2","6","-3","1","2","1"
"214643","Pennsylvania State University-Penn State Wilkes-Barre","Old Rte 115","Lehman","PA","18627-0217","42","2","Charles H. Davis","Chancellor","5706752171","5706759242","5706759238","246000376","086717295","00332917","1","www.wb.psu.edu/","1","1","1","5","1","2","2","30","1","2","-2","2","2","41","1","A","-2","-2","-2","1","1","1","1","1","","2","22","12","0","10","3","6","-3","1","2","1"
"214652","Pennsylvania State University-Penn State Worthington Scranton","120 Ridge View Dr","Dunmore","PA","18512-1602","42","2","Mary-Beth Krogh-Jespersen","Chancellor","5709632500","5709632690","5709632500","246000376","170835193","00332915","1","www.sn.psu.edu/","1","1","1","5","1","2","2","30","1","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","2","22","15","0","6","3","9","-3","1","2","2"
"214661","Pennsylvania State System of Higher Education-Central Office","2986 N 2nd St Dixon Univ Ctr","Harrisburg","PA","17110","42","2","Judy G. Hample","Chancellor","7177204000","7177204000","7177204000","232250505","","003315A1","2","www.passhe.edu","0","1","1","9","1","1","2","10","1","2","2","-2","2","13","1","A","-2","-2","-2","1","1","1","1","-2","","-2","-3","-3","-3","-3","-3","-3","-3","1","2","-2"
"214670","Pennsylvania State University-Penn State Lehigh Valley","8380 Mohr Ln","Fogelsville","PA","18051-1918","42","2","Ann M. Williams","Chancellor","6102855000","6102855033","6102855000","246000376","049057289","00332902","1","www.an.psu.edu/","1","1","1","5","1","2","2","30","1","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","2","22","9","0","10","3","6","-3","1","2","1"
"214689","Pennsylvania State University-Penn State Altoona","3000 Ivyside Pk","Altoona","PA","16601-3777","42","2","Lori J. Bechtel","Chancellor","8149495000","8149495055","8149495466","246000376","014530898","00332903","1","www.aa.psu.edu/","1","1","1","5","1","2","2","30","1","2","-2","2","2","13","1","A","-2","-2","-2","1","1","1","1","1","","2","22","12","0","10","3","12","-3","1","2","2"
"214698","Pennsylvania State University-Penn State Beaver","100 University Dr","Monaca","PA","15061-2764","42","2","Gary B. Keefer","Chancellor","7247733800","7247733800","7247733800","246000376","072179278","00332904","1","www.br.psu.edu/","1","1","1","5","1","2","2","30","1","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","2","21","9","0","10","3","7","-3","1","2","1"
"214704","Pennsylvania State University-Penn State Berks","Tulpehocken Rd","Reading","PA","19610-1016","42","2","Susan Phillips Speece","Chancellor","6103966000","6103966071","6103966060","246000376","010561595","00332906","1","www.bk.psu.edu/","1","1","1","5","1","2","2","30","1","2","-2","2","2","22","1","A","-2","-2","-2","1","1","1","1","1","","2","21","9","0","10","3","10","-3","1","2","2"
"214713","Pennsylvania State University-Penn State Harrisburg","777 W Harrisburg Pike","Middletown","PA","17057-4846","42","2","Madlyn L. Hanes","Chancellor","7179486452","7179486307","7179486250","246000376","037668704","00332920","1","www.hbg.psu.edu","1","1","1","9","1","1","2","10","1","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","2","18","13","18","8","5","9","21","1","2","2"
"214731","Pennsylvania State University-Penn State Delaware County","25 Yearsley Mill Rd","Media","PA","19063-5522","42","2","Sophia T. Wisniewska","Chancellor","6108921200","6108921260","6108921200","246000376","049058147","00332921","1","www.de.psu.edu/","1","1","1","5","1","2","2","30","1","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","2","22","12","-1","9","2","9","-3","1","2","2"
"214740","Pennsylvania State University-Penn State Dubois","One College Place","Dubois","PA","15801-2597","42","2","Anita D. McDonald","Chancellor","8143754700","8143754760","8143754720","246000376","058600776","00332907","1","www.ds.psu.edu/","1","1","1","5","1","2","2","30","1","2","-2","2","2","33","1","A","-2","-2","-2","1","1","1","1","1","","3","23","2","0","6","3","6","-3","1","2","1"
"214759","Pennsylvania State University-Penn State Fayette- Eberly Campus","One University Dr, Route 119 North","Uniontown","PA","15401-0519","42","2","Gregory W. Gray","Chancellor","7244304100","7244304131","7244304134","246000376","176787190","00332908","1","www.fe.psu.edu/","1","1","1","5","1","2","2","30","1","2","-2","2","2","23","1","A","-2","-2","-2","1","1","1","1","1","","3","23","2","-1","6","2","6","-3","1","2","2"
"214768","Pennsylvania State University-Penn State Hazleton","76 University Drive","Hazleton","PA","18202-8025","42","2","John R Madden","Chancellor","5704503000","5704503163","5704503142","246000376","120741277","00332909","1","www.hn.psu.edu/","1","1","1","5","1","2","2","30","1","2","-2","2","2","23","1","A","-2","-2","-2","1","1","1","1","1","","3","22","9","0","10","3","10","-3","1","2","2"
"214777","Pennsylvania State University-Penn State Main Campus","201 Old Main","University Park","PA","16802-1589","42","2","Dr. Graham B. Spanier","President","8148654700","8148656301","8148655471","246000376","826207359","00332900","1","www.psu.edu/","1","1","1","9","1","1","1","11","1","2","1","2","2","13","1","A","-2","-2","-2","1","1","1","1","1","Penn State","2","15","14","15","12","4","16","15","1","1","5"
"214786","Pennsylvania State University-Penn State Greater Allegheny","4000 University Dr","McKeesport","PA","15131-7644","42","2","Curtiss E. Porter","Chancellor","4126759000","4126759160","4126759010","246000376","053450909","00332910","1","www.mk.psu.edu/","1","1","1","5","1","2","2","30","1","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","2","21","9","-1","9","2","6","-3","1","2","1"
"214795","Pennsylvania State University-Penn State Mont Alto","One Campus Dr","Mont Alto","PA","17237-9700","42","2","David C. Gnage","Chancellor","7177496000","7177496133","7173926100","246000376","010576254","00332911","1","www.ma.psu.edu/","1","1","1","5","1","2","2","30","1","2","-2","2","2","31","1","A","-2","-2","-2","1","1","1","1","1","","3","23","2","0","6","3","7","-3","1","2","2"
"214801","Pennsylvania State University-Penn State Abington","1600 Woodland Rd","Abington","PA","19001-3918","42","2","Karen Wiley Sandler","Chancellor","2158817300","2158817348","2158817600","246000376","071451454","00332913","1","www.abington.psu.edu","1","1","1","5","1","2","2","30","1","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","2","21","9","-1","9","2","9","-3","1","2","2"
"214810","Pennsylvania State University-Penn State Schuylkil","200 University Dr","Schuylkill Haven","PA","17972-2202","42","2","R. Keith Hillkirk","Chancellor","5703856000","5703856244","5703856252","246000376","134797133","00332914","1","www.sl.psu.edu","1","1","1","5","1","2","2","30","1","2","-2","2","2","32","1","A","-2","-2","-2","1","1","1","1","1","","2","22","12","1","9","3","7","-3","1","2","1"
"214829","Pennsylvania State University-Penn State York","1031 Edgecomb Ave","York","PA","17403-3326","42","2","Joel M. Rodney","Chancellor","7177714000","7177714045","7177714040","246000376","120513791","00332918","1","www.yk.psu.edu/","1","1","1","5","1","2","2","30","1","2","-2","2","2","22","1","A","-2","-2","-2","1","1","1","1","1","","2","23","2","0","7","3","9","-3","1","2","2"
"214838","Pace Institute","606 Court St","Reading","PA","19601-3542","42","2","Rhoda E Dersh","President","6103751212","6103751212","6103751212","232264914","147405724","02289500","1","www.paceinstitute.com","6","2","3","3","1","2","2","40","1","2","-2","2","2","13","1","A","-2","-2","-2","1","1","1","1","1","","4","10","1","-1","4","1","1","40","2","2","1"
"214883","Peirce College","1420 Pine Street","Philadelphia","PA","19102-4699","42","2","Arthur J. Lendo","President and CEO","8884673472","8884673472","8884673472","231627436","077080216","00330900","1","www.peirce.edu","2","1","2","5","1","2","2","30","1","2","2","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","","2","22","12","-1","5","2","9","40","2","2","2"
"214892","Pennsylvania Commercial College","242 Oak Spring Road","Washington","PA","15301","42","2","Robert S Bazant","Director","7242225330","7242225330","7242225330","251327056","077491561","00490200","1","www.penncommercial.net","6","2","3","4","1","2","2","40","1","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","Penn Commercial | Penn Commercial Business and Technical School| Penn Commercial, Inc.","4","10","1","-1","4","1","1","40","2","2","1"
"214908","PSC Academy Inc","2200 E State St","Hermitage","PA","16148-2760","42","2","Julie Kirila-Craig","President","7243474503","7243474503","7243474503","251101081","048154116","02213400","1","www.pscacademy.com","9","3","3","2","1","2","2","0","2","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"214944","Pennco Tech","3815 Otter St","Bristol","PA","19007","42","2","Michael Hobyak","President","2157850111","2157850111","2157850111","231891908","071620389","00944900","1","","6","2","3","4","1","2","2","40","1","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","2","","4","10","1","-1","3","1","1","40","2","2","1"
"214962","Pennsylvania Academy of Cosmetology","19 N Brady St","Du Bois","PA","15801","42","2","Daniel J Leaser","President","8143714151","8143714151","8143714151","251120370","119122430","02119301","1","www.pacas.com","9","3","3","2","1","2","2","0","2","2","-2","2","2","33","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"214971","Pennsylvania Academy of the Fine Arts","128 N. Broad Street","Philadelphia","PA","19102-1510","42","2","Jeffrey Carr","Dean of Academic Affairs","2159727600","2159722019","2159727625","231352256","842069635","02107300","1","WWW.PAFA.ORG","2","1","2","7","1","1","2","20","1","2","2","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","","1","30","-2","-2","-2","4","-2","56","2","2","1"
"215008","Pennsylvania Gunsmith School","812 Ohio River Blvd","Pittsburgh","PA","15202","42","2","George R Thacker","President","4127661812","4127661812","4127661812","251680908","010469302","02330600","1","www.pagunsmith.edu","6","2","3","4","1","2","2","0","2","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","1","2","1"
"215026","Pennsylvania Institute of Taxidermy Inc","118 Industrial Pk Rd","Ebensburg","PA","15931-4106","42","2","Dan Bantley","President","8144724510","8144724510","8144724510","251442051","123345357","02574800","1","www.studytaxidermy.com","9","3","3","2","1","2","2","0","2","2","-2","2","2","41","1","A","-2","-2","-2","1","1","1","1","1","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"215044","Cortiva Institute-Pennsylvania School of Muscle Therapy","1173 Egypt Rd","Oaks","PA","19456-0400","42","2","Jeffrey Mann","President","610666906010","610666906013","610666906011","202676057","","03766300","1","www.cortiva.com","9","3","3","1","1","2","2","0","2","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","2","Pennsylvania School of Muscle Therapy","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"215053","Pennsylvania College of Art and Design","204 N Prince St","Lancaster","PA","17608-0059","42","2","Mary Colleen Heil","President","7173967833","7173967833","7173967833","232215278","031553605","02269900","1","www.pcad.edu","2","1","2","5","1","2","2","30","1","2","2","2","2","13","1","A","-2","-2","-2","1","1","1","1","1","","2","30","-2","-2","-2","2","-2","40","1","2","1"
"215062","University of Pennsylvania","1 College Hall 34th and Spruce Sts","Philadelphia","PA","19104-6303","42","2","Amy Gutmann","President","2158985000","2158987526","2158987507","231352685","175373166","00337800","1","www.upenn.edu","2","1","2","9","1","1","1","11","1","2","1","1","2","11","1","A","-2","-2","-2","1","1","1","1","1","Penn, U of PA, U-Penn, U of P, Pennsylvania, UPenn, Pennsylvania University, University of Pennsylvania, Wharton, Wharton School of Business","2","15","8","14","12","5","17","15","1","2","5"
"215099","Philadelphia University","School House Lane and Henry Avenue","Philadelphia","PA","19144-5497","42","2","James P. Gallagher","President","2159512700","2159512940","2159512800","231352294","626436422","00335400","1","www.philau.edu","2","1","2","9","1","1","2","10","1","2","2","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","PhilaU","2","19","16","7","10","4","11","21","1","2","2"
"215105","The University of the Arts","320 S Broad St","Philadelphia","PA","19102","42","2","Miguel Angel Corzo","President","2157176000","2157176170","2157176030","231639911","069900579","00335000","1","www.uarts.edu","2","1","2","7","1","1","2","20","1","2","2","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","UArts","2","30","-2","-2","-2","3","-2","56","1","2","2"
"215114","Philadelphia Biblical University-Langhorne","200 Manor Ave","Langhorne","PA","19047-2990","42","2","Dr. W. Sherrill Babb","President","2157525800","2157024246","2157024235","230973290","075483198","00335100","1","www.pbu.edu","2","1","2","7","1","1","1","21","1","2","2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","PBU","2","19","7","9","11","4","11","51","2","2","2"
"215123","Philadelphia College of Osteopathic Medicine","4170 City Ave","Philadelphia","PA","19131","42","2","Matthew Schure, Ph.D.","President and Chief Executive Officer","2158716770","2158716170","2158716700","231355135","075490854","00335200","1","www.pcom.edu","2","1","2","9","2","1","1","11","1","2","1","1","2","11","1","A","-2","-2","-2","1","1","1","1","1","","1","25","-2","-2","-2","7","-2","52","1","2","2"
"215132","University of the Sciences in Philadelphia","600 S 43rd St","Philadelphia","PA","19104-4495","42","2","Philip P. Gerbino","President","2155968800","2155968894","2155968810","","079497681","00335300","1","www.usip.edu","2","1","2","9","1","1","1","11","1","2","2","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","","2","26","-2","-2","-2","5","-2","53","1","2","2"
"215239","Community College of Philadelphia","1700 Spring Garden St","Philadelphia","PA","19130-3991","42","2","Stephen M Curtis","President","2157518000","2157518270","2157518230","236391672","077098770","00324900","1","www.ccp.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","","4","6","1","-1","1","1","5","40","1","2","4"
"215266","University of Pittsburgh-Bradford","300 Campus Drive","Bradford","PA","16701","42","2","Livingston Alexander","President","8143627500","8143627602","8143627555","250965591","074041088","00337903","1","www.upb.pitt.edu","1","1","1","5","1","2","2","30","1","2","2","2","2","33","1","A","-2","-2","-2","1","1","1","1","1","","2","22","9","-1","11","2","10","31","1","2","2"
"215275","University of Pittsburgh-Greensburg","1150 Mount Pleasant Rd","Greensburg","PA","15601","42","2","Frank A Cassell","President","4128377040","4128369880","4128369880","250965591","845198845","00337904","1","www.upg.pitt.edu","1","1","1","5","1","2","2","30","1","2","2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","2","21","6","-1","10","2","10","31","1","2","2"
"215284","University of Pittsburgh-Johnstown","450 Schoolhouse Rd","Johnstown","PA","15904","42","2","Albert L Etheridge","President","8142697000","8142697045","8142697050","250965591","556051076","00337902","1","www.upj.pitt.edu","1","1","1","5","1","2","2","30","1","2","2","2","2","23","1","A","-2","-2","-2","1","1","1","1","1","","2","22","9","-1","10","2","14","32","1","2","2"
"215293","University of Pittsburgh-Main Campus","4200 Fifth Ave","Pittsburgh","PA","15260","42","2","Mark A Nordenberg","Chancellor","4126244141","4126247488","4126247488","250965591","179261177","00337900","1","www.pitt.edu","1","1","1","9","1","1","1","11","1","2","2","1","2","11","1","A","-2","-2","-2","1","1","1","1","1","","2","15","8","14","12","5","16","15","1","2","5"
"215309","University of Pittsburgh-Titusville","504 E Main St","Titusville","PA","16354","42","2","William A. Shields","President","8148274400","8148274495","8148274481","250965591","087563359","00337901","1","www.upt.pitt.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","32","1","A","-2","-2","-2","1","1","1","1","1","","4","11","1","-1","3","1","1","40","1","2","1"
"215336","Beaver Falls Beauty Academy","720 13th St","Beaver Falls","PA","15010-4208","42","2","Gerald G Camp","Owner","7247240708","7248437700","7248437700","251348949","011498909","01191900","1","","9","3","3","2","1","2","2","0","2","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"215381","Pittsburgh Institute of Aeronautics","5 Allegheny County Airport","West Mifflin","PA","15122","42","2","John Graham III","President","4123462100","4123462100","4123462100","250912618","074983669","00531000","1","www.pia.edu","5","2","2","4","1","2","2","40","1","2","2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","4","9","1","-1","3","1","1","40","2","2","1"
"215390","Pittsburgh Institute of Mortuary Science Inc","5808 Baum Blvd","Pittsburgh","PA","15206-3706","42","2","Eugene  C. Ogrodnik","President & CEO","4123628500","4123628500","4123628500","251186257","030084065","01081400","1","www.pims.edu","5","2","2","3","1","2","2","40","1","2","2","2","2","11","1","A","-2","-2","-2","1","1","1","1","2","","4","9","1","-1","3","1","1","40","2","2","1"
"215415","Pittsburgh Technical Institute","1111 McKee Road","Oakdale","PA","15071","42","2","Cynthia Reynolds","President","4128095100","4128095100","4128095100","251635413","606240398","00743700","1","www.pti.edu","6","2","3","3","1","2","2","40","1","2","-2","2","2","41","1","A","-2","-2","-2","1","1","1","1","1","","4","10","1","-1","4","1","2","40","2","2","2"
"215424","Pittsburgh Theological Seminary","616 N Highland Ave","Pittsburgh","PA","15206-2596","42","2","William Carl III","President","4123625610","41236256102111","41236256102115","250965473","074971342","00335600","1","www.pts.edu","2","1","2","9","2","1","1","11","1","2","2","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","","1","24","-2","-2","-2","7","-2","51","1","2","1"
"215433","PJA School","7900 W Chester Pke","Upper Darby","PA","19082-1917","42","2","David M Hudiak","Director","6107896700","6107896700103","6107896700115","232218461","614647683","02301300","1","www.pjaschool.com","6","2","3","4","1","2","2","40","1","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","4","10","1","-1","4","1","1","40","2","2","1"
"215442","Point Park University","201 Wood St","Pittsburgh","PA","15222-1984","42","2","Paul Hennigan","President","4123914100","4123923930","4123923430","251094922","068732718","00335700","1","www.pointpark.edu","2","1","2","7","1","1","2","20","1","2","2","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","","2","19","13","10","8","4","9","22","1","2","2"
"215479","Pottsville Hospital School of Nursing","Washington and Jackson St","Pottsville","PA","17901","42","2","John Simodejka","CEO","5706215035","5706215027","5706215027","231352202","860834506","01171500","1","www.pottsvillehospitalschoolofnursing.com","5","2","2","4","1","2","2","0","2","2","2","2","2","32","1","A","-2","-2","-2","1","1","1","1","1","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"215530","Pruonto's Hair Design Institute Inc","705 12th St","Altoona","PA","16602-2419","42","2","Robert Sicheneder","President","8149444494","8149444494","8149444494","030386757","094213303","00895500","1","www.pruontos.com","9","3","3","2","1","2","2","0","2","2","-2","2","2","13","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"215567","Punxy Beauty School","222 Findley St","Punxsutawney","PA","15767","42","2","Gerald G Camp","Owner","7242870708","7242870708","8149388811","251348949","162613772","02544301","1","","9","3","3","2","1","2","2","0","2","2","-2","2","2","32","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"215585","Reading Area Community College","10 S Second St","Reading","PA","19603-1706","42","2","Richard Kratz","President","6103724721","6103724721","6103724721","231745816","072853211","01038800","1","www.racc.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","13","1","A","-2","-2","-2","1","1","1","1","1","RACC| Reading Area CC","4","2","1","-1","1","1","3","40","2","2","2"
